NX_A0A075B6H9-1	ENST00000390282
NX_A6NGH7-1	ENST00000370809
NX_A6NGH7-1	ENST00000517294
NX_A6NGH8-1	ENST00000409061
NX_A6NGJ6-1	ENST00000533122
NX_A6NGN4-1	ENST00000614839
NX_A6NGN4-1	ENST00000619661
NX_A6NGN9-1	ENST00000270642
NX_A6NGQ2-1	ENST00000370359
NX_A6NGR9-1	ENST00000398882
NX_A6NGS2-1	ENST00000378187
NX_A6NGU7-1	ENST00000457435
NX_A6NGY1-1	ENST00000308062
NX_A6NGY3-1	ENST00000409999
NX_A6NGY5-1	ENST00000380383
NX_A6NGZ8-1	ENST00000369529
NX_A6NH00-1	ENST00000319968
NX_A6NH11-1	ENST00000331264
NX_A6NH21-1	ENST00000319327
NX_A6NH21-2	ENST00000457418
NX_A6NH52-1	ENST00000299866
NX_A6NH52-1	ENST00000575135
NX_A6NH52-1	ENST00000612195
NX_A6NH52-2	ENST00000456096
NX_A6NH57-1	ENST00000269586
NX_A6NHA9-1	ENST00000328188
NX_A6NHC0-1	ENST00000366872
NX_A6NHG4-1	ENST00000215770
NX_A6NHG9-1	ENST00000437310
NX_A6NHJ4-1	ENST00000360311
NX_A6NHL2-1	ENST00000380419
NX_A6NHL2-2	ENST00000479328
NX_A6NHN0-1	ENST00000327928
NX_A6NHN6-1	ENST00000429990
NX_A6NHP3-1	ENST00000436228
NX_A6NHP3-1	ENST00000507450
NX_A6NHP3-2	ENST00000436228
NX_A6NHP3-2	ENST00000455020
NX_A6NHP3-2	ENST00000507450
NX_A6NHQ2-1	ENST00000338333
NX_A6NHQ4-1	ENST00000621654
NX_A6NHR9-1	ENST00000320876
NX_A6NHR9-3	ENST00000584897
NX_A6NHS7-1	ENST00000381273
NX_A6NHT5-1	ENST00000357878
NX_A6NHX0-1	ENST00000616305
NX_A6NHY2-1	ENST00000601380
NX_A6NHZ5-1	ENST00000328278
NX_A6NI03-1	ENST00000329862
NX_A6NI15-1	ENST00000281047
NX_A6NI28-1	ENST00000298815
NX_A6NI47-1	ENST00000547889
NX_A6NI56-1	ENST00000389176
NX_A6NI61-1	ENST00000339996
NX_A6NI73-1	ENST00000432233
NX_A6NI73-2	ENST00000486742
NX_A6NI73-3	ENST00000446712
NX_A6NI73-4	ENST00000489504
NX_A6NI79-1	ENST00000355417
NX_A6NI86-1	ENST00000610657
NX_A6NI87-1	ENST00000376974
NX_A6NIE6-1	ENST00000564580
NX_A6NIH7-1	ENST00000344651
NX_A6NIJ5-1	ENST00000528221
NX_A6NIJ9-1	ENST00000327335
NX_A6NIK2-1	ENST00000378075
NX_A6NIL9-1	ENST00000338573
NX_A6NIL9-1	ENST00000444326
NX_A6NIM6-1	ENST00000344941
NX_A6NIN4-1	ENST00000324348
NX_A6NIR3-1	ENST00000374094
NX_A6NIU2-1	ENST00000440664
NX_A6NIV6-1	ENST00000340806
NX_A6NIX2-1	ENST00000590071
NX_A6NIZ1-1	ENST00000631802
NX_A6NJ08-1	ENST00000329753
NX_A6NJ46-1	ENST00000518699
NX_A6NJ46-2	ENST00000524115
NX_A6NJ64-1	ENST00000399147
NX_A6NJ69-1	ENST00000333305
NX_A6NJ78-1	ENST00000407364
NX_A6NJ78-2	ENST00000303459
NX_A6NJ78-3	ENST00000437814
NX_A6NJ78-4	ENST00000406787
NX_A6NJB7-1	ENST00000341747
NX_A6NJB7-1	ENST00000499536
NX_A6NJB7-2	ENST00000598490
NX_A6NJG2-1	ENST00000343905
NX_A6NJG6-1	ENST00000334384
NX_A6NJI1-1	ENST00000308963
NX_A6NJI9-1	ENST00000401542
NX_A6NJJ6-1	ENST00000548523
NX_A6NJL1-1	ENST00000358992
NX_A6NJL1-1	ENST00000586855
NX_A6NJQ4-1	ENST00000528334
NX_A6NJT0-1	ENST00000316333
NX_A6NJU9-1	ENST00000520915
NX_A6NJV1-1	ENST00000329615
NX_A6NJW4-1	ENST00000377924
NX_A6NJY1-1	ENST00000331172
NX_A6NJY4-1	ENST00000581851
NX_A6NJZ3-1	ENST00000379665
NX_A6NJZ7-1	ENST00000433039
NX_A6NK02-1	ENST00000503032
NX_A6NK06-1	ENST00000377462
NX_A6NK44-1	ENST00000303227
NX_A6NK53-1	ENST00000391958
NX_A6NK58-1	ENST00000310109
NX_A6NK59-1	ENST00000389601
NX_A6NK59-2	ENST00000515033
NX_A6NK59-3	ENST00000487349
NX_A6NK75-1	ENST00000357774
NX_A6NK89-1	ENST00000529419
NX_A6NK97-2	ENST00000525264
NX_A6NKB5-1	ENST00000258229
NX_A6NKB5-2	ENST00000324142
NX_A6NKB5-3	ENST00000344698
NX_A6NKB5-4	ENST00000258229
NX_A6NKB5-5	ENST00000475463
NX_A6NKC0-1	ENST00000382628
NX_A6NKC9-1	ENST00000328828
NX_A6NKD2-1	ENST00000320701
NX_A6NKD9-1	ENST00000380243
NX_A6NKF2-1	ENST00000378909
NX_A6NKF7-1	ENST00000378821
NX_A6NKG5-1	ENST00000534062
NX_A6NKK0-1	ENST00000354565
NX_A6NKL6-1	ENST00000383490
NX_A6NKL6-1	ENST00000581347
NX_A6NKN8-1	ENST00000504449
NX_A6NKP2-1	ENST00000602312
NX_A6NKQ9-2	ENST00000301407
NX_A6NKT7-1	ENST00000409886
NX_A6NKU9-1	ENST00000332397
NX_A6NKU9-2	ENST00000332397
NX_A6NKW6-1	ENST00000389074
NX_A6NKX1-1	ENST00000625031
NX_A6NKX1-1	ENST00000625204
NX_A6NL05-1	ENST00000613652
NX_A6NL08-1	ENST00000343399
NX_A6NL26-1	ENST00000360374
NX_A6NL82-1	ENST00000335282
NX_A6NL88-1	ENST00000376325
NX_A6NLC5-1	ENST00000335012
NX_A6NLC8-1	ENST00000503531
NX_A6NLF2-1	ENST00000620881
NX_A6NLJ0-1	ENST00000380392
NX_A6NLP5-1	ENST00000302783
NX_A6NLP5-2	ENST00000302783
NX_A6NLP5-2	ENST00000528570
NX_A6NLP5-2	ENST00000533501
NX_A6NLU0-1	ENST00000434937
NX_A6NLU5-1	ENST00000335523
NX_A6NLW8-1	ENST00000554048
NX_A6NLX3-1	ENST00000328794
NX_A6NLX4-1	ENST00000413619
NX_A6NM03-1	ENST00000338569
NX_A6NM10-1	ENST00000621682
NX_A6NM10-2	ENST00000407834
NX_A6NM11-1	ENST00000333412
NX_A6NM11-1	ENST00000576629
NX_A6NM15-1	ENST00000377391
NX_A6NM15-1	ENST00000613716
NX_A6NM28-1	ENST00000338647
NX_A6NM36-1	ENST00000383467
NX_A6NM43-1	ENST00000465400
NX_A6NM45-1	ENST00000514470
NX_A6NM45-1	ENST00000541814
NX_A6NM62-1	ENST00000294635
NX_A6NM66-1	ENST00000451980
NX_A6NM66-1	ENST00000637328
NX_A6NM76-1	ENST00000328314
NX_A6NMA1-1	ENST00000371970
NX_A6NMA1-1	ENST00000612026
NX_A6NMA1-1	ENST00000635763
NX_A6NMD0-1	ENST00000340134
NX_A6NMD2-1	ENST00000567927
NX_A6NMK7-1	ENST00000344935
NX_A6NMK8-1	ENST00000377365
NX_A6NML5-1	ENST00000334567
NX_A6NML5-1	ENST00000619900
NX_A6NMN3-1	ENST00000311787
NX_A6NMS3-1	ENST00000354924
NX_A6NMS7-1	ENST00000320254
NX_A6NMT0-1	ENST00000524983
NX_A6NMU1-1	ENST00000472867
NX_A6NMX2-1	ENST00000318682
NX_A6NMX2-1	ENST00000504597
NX_A6NMY6-1	ENST00000435128
NX_A6NMZ2-1	ENST00000343837
NX_A6NMZ7-1	ENST00000358511
NX_A6NN14-1	ENST00000601693
NX_A6NN90-1	ENST00000612891
NX_A6NN92-1	ENST00000450456
NX_A6NNA5-1	ENST00000374139
NX_A6NNA5-1	ENST00000434016
NX_A6NNB3-1	ENST00000382614
NX_A6NND4-1	ENST00000305159
NX_A6NNE9-1	ENST00000332432
NX_A6NNE9-2	ENST00000332432
NX_A6NNF4-1	ENST00000322487
NX_A6NNF4-2	ENST00000531821
NX_A6NNF4-3	ENST00000594466
NX_A6NNJ1-1	ENST00000527940
NX_A6NNL0-1	ENST00000429828
NX_A6NNL0-2	ENST00000372321
NX_A6NNL5-1	ENST00000342683
NX_A6NNM3-1	ENST00000620804
NX_A6NNM8-2	ENST00000339615
NX_A6NNN8-1	ENST00000299709
NX_A6NNP5-1	ENST00000239859
NX_A6NNP5-3	ENST00000379864
NX_A6NNP5-3	ENST00000491049
NX_A6NNP5-3	ENST00000503173
NX_A6NNP5-4	ENST00000503173
NX_A6NNP5-5	ENST00000239859
NX_A6NNP5-5	ENST00000379862
NX_A6NNP5-5	ENST00000510088
NX_A6NNP5-6	ENST00000239860
NX_A6NNS2-1	ENST00000330255
NX_A6NNS2-2	ENST00000571134
NX_A6NNT2-1	ENST00000444310
NX_A6NNV3-1	ENST00000633306
NX_A6NNW6-2	ENST00000409522
NX_A6NNX1-1	ENST00000479191
NX_A6NNY8-1	ENST00000621775
NX_A6NNZ2-1	ENST00000308911
NX_A6NP11-1	ENST00000420713
NX_A6NP61-1	ENST00000345108
NX_A6NP61-1	ENST00000533490
NX_A6PVC2-2	ENST00000266182
NX_A6PVI3-1	ENST00000509000
NX_A6PVL3-1	ENST00000481882
NX_A6PVL3-2	ENST00000396314
NX_A6PVS8-1	ENST00000354431
NX_A6PVS8-1	ENST00000395089
NX_A6PVS8-2	ENST00000415760
NX_A6PVS8-3	ENST00000370911
NX_A6PVY3-1	ENST00000360827
NX_A6PVY3-1	ENST00000445590
NX_A6PVY3-2	ENST00000391880
NX_A6QL63-1	ENST00000280758
NX_A6QL63-2	ENST00000420571
NX_A6QL63-3	ENST00000490090
NX_A6QL63-4	ENST00000280758
NX_A6QL63-4	ENST00000357167
NX_A6QL63-4	ENST00000420571
NX_A6QL63-4	ENST00000494235
NX_A6QL63-5	ENST00000357167
NX_A6QL64-1	ENST00000420699
NX_A6QL64-1	ENST00000461153
NX_A6QL64-4	ENST00000452478
NX_A6XGL0-1	ENST00000514277
NX_A6XGL0-2	ENST00000436027
NX_A6ZKI3-1	ENST00000257013
NX_A7E2F4-1	ENST00000432566
NX_A7E2F4-3	ENST00000359187
NX_A7E2S9-1	ENST00000409867
NX_A7E2S9-2	ENST00000295181
NX_A7E2U8-1	ENST00000378850
NX_A7E2V4-1	ENST00000605216
NX_A7E2V4-4	ENST00000398706
NX_A7E2Y1-1	ENST00000262873
NX_A7E2Y1-1	ENST00000618182
NX_A7E2Y1-2	ENST00000470929
NX_A7KAX9-1	ENST00000310343
NX_A7KAX9-2	ENST00000310343
NX_A7KAX9-2	ENST00000392657
NX_A7KAX9-2	ENST00000527272
NX_A7MBM2-1	ENST00000267889
NX_A7MCY6-1	ENST00000361722
NX_A7MCY6-2	ENST00000622396
NX_A7MD48-1	ENST00000267260
NX_A7XYQ1-1	ENST00000317357
NX_A8CG34-1	ENST00000607367
NX_A8CG34-2	ENST00000607367
NX_A8CG34-2	ENST00000615331
NX_A8K010-1	ENST00000455853
NX_A8K0R7-1	ENST00000442396
NX_A8K0R7-1	ENST00000558850
NX_A8K0R7-1	ENST00000559185
NX_A8K0R7-5	ENST00000442396
NX_A8K0S8-1	ENST00000418141
NX_A8K0Z3-1	ENST00000442898
NX_A8K2U0-1	ENST00000299698
NX_A8K2U0-2	ENST00000539547
NX_A8K4G0-1	ENST00000392621
NX_A8K554-1	ENST00000421890
NX_A8K5M9-1	ENST00000344320
NX_A8K7I4-1	ENST00000234701
NX_A8K7I4-1	ENST00000394711
NX_A8K830-1	ENST00000398035
NX_A8K830-1	ENST00000526216
NX_A8K830-1	ENST00000610738
NX_A8K830-1	ENST00000614153
NX_A8K830-5	ENST00000610738
NX_A8K855-1	ENST00000371088
NX_A8K8P3-1	ENST00000400288
NX_A8K8P3-2	ENST00000432498
NX_A8K8P3-3	ENST00000400289
NX_A8K8P3-9	ENST00000540643
NX_A8K8V0-1	ENST00000395216
NX_A8K8V0-2	ENST00000470110
NX_A8K979-1	ENST00000357967
NX_A8K979-2	ENST00000357967
NX_A8K979-2	ENST00000563117
NX_A8K979-2	ENST00000564349
NX_A8K979-3	ENST00000569729
NX_A8K979-4	ENST00000300005
NX_A8MPS7-1	ENST00000292778
NX_A8MPS7-2	ENST00000398873
NX_A8MPS7-3	ENST00000415762
NX_A8MPX8-1	ENST00000389050
NX_A8MPX8-2	ENST00000461033
NX_A8MPX8-3	ENST00000333083
NX_A8MPY1-1	ENST00000472788
NX_A8MPY1-1	ENST00000621172
NX_A8MQ03-1	ENST00000409414
NX_A8MQ14-1	ENST00000591344
NX_A8MQ27-1	ENST00000369800
NX_A8MQ27-2	ENST00000522853
NX_A8MQ27-3	ENST00000520919
NX_A8MQB3-1	ENST00000391411
NX_A8MQT2-1	ENST00000342314
NX_A8MQT2-2	ENST00000342314
NX_A8MQT2-2	ENST00000438958
NX_A8MRT5-1	ENST00000424340
NX_A8MRT5-1	ENST00000517539
NX_A8MSI8-1	ENST00000379102
NX_A8MSI8-1	ENST00000379103
NX_A8MT33-1	ENST00000378644
NX_A8MT65-1	ENST00000537226
NX_A8MT66-1	ENST00000400562
NX_A8MT69-1	ENST00000392359
NX_A8MT69-2	ENST00000306704
NX_A8MT69-3	ENST00000580435
NX_A8MT70-1	ENST00000392766
NX_A8MT70-2	ENST00000307529
NX_A8MT70-2	ENST00000455345
NX_A8MT70-3	ENST00000392764
NX_A8MT70-3	ENST00000392766
NX_A8MT70-3	ENST00000392767
NX_A8MTA8-1	ENST00000399742
NX_A8MTA8-2	ENST00000447837
NX_A8MTB9-1	ENST00000396477
NX_A8MTJ3-1	ENST00000398291
NX_A8MTJ6-1	ENST00000428390
NX_A8MTL0-1	ENST00000446461
NX_A8MTL3-1	ENST00000399910
NX_A8MTL3-1	ENST00000430154
NX_A8MTL9-1	ENST00000408945
NX_A8MTQ0-1	ENST00000398468
NX_A8MTT3-1	ENST00000392061
NX_A8MTT3-1	ENST00000397064
NX_A8MTT3-1	ENST00000397226
NX_A8MTT3-1	ENST00000402297
NX_A8MTT3-1	ENST00000406711
NX_A8MTW9-1	ENST00000433290
NX_A8MTY0-1	ENST00000418100
NX_A8MTY7-1	ENST00000391354
NX_A8MTZ0-1	ENST00000448814
NX_A8MTZ0-1	ENST00000605742
NX_A8MTZ0-2	ENST00000436562
NX_A8MTZ0-2	ENST00000447005
NX_A8MTZ0-2	ENST00000448814
NX_A8MTZ0-2	ENST00000454061
NX_A8MTZ0-2	ENST00000605742
NX_A8MTZ0-3	ENST00000423273
NX_A8MTZ0-4	ENST00000454061
NX_A8MTZ7-1	ENST00000429849
NX_A8MU10-1	ENST00000398554
NX_A8MU46-1	ENST00000399154
NX_A8MU76-1	ENST00000614215
NX_A8MUK1-1	ENST00000507227
NX_A8MUL3-1	ENST00000421697
NX_A8MUM7-1	ENST00000392051
NX_A8MUN3-1	ENST00000436477
NX_A8MUP2-1	ENST00000532971
NX_A8MUP6-1	ENST00000399363
NX_A8MUU1-1	ENST00000437960
NX_A8MUU1-1	ENST00000477993
NX_A8MUV8-1	ENST00000456806
NX_A8MUX0-1	ENST00000391352
NX_A8MUZ8-1	ENST00000400156
NX_A8MV23-1	ENST00000521255
NX_A8MV23-2	ENST00000400389
NX_A8MV23-2	ENST00000524365
NX_A8MV24-1	ENST00000614158
NX_A8MV57-1	ENST00000480235
NX_A8MV65-1	ENST00000398399
NX_A8MV65-2	ENST00000383698
NX_A8MV81-1	ENST00000398455
NX_A8MVA2-1	ENST00000391355
NX_A8MVS5-1	ENST00000397820
NX_A8MVS5-1	ENST00000592854
NX_A8MVU1-1	ENST00000438382
NX_A8MVW0-1	ENST00000293443
NX_A8MVW5-1	ENST00000394468
NX_A8MVW5-2	ENST00000341723
NX_A8MVW5-3	ENST00000453812
NX_A8MVX0-2	ENST00000398800
NX_A8MVX0-2	ENST00000409978
NX_A8MW92-1	ENST00000395386
NX_A8MW92-1	ENST00000622263
NX_A8MW92-2	ENST00000337920
NX_A8MW92-4	ENST00000315808
NX_A8MW95-1	ENST00000419583
NX_A8MW99-1	ENST00000602452
NX_A8MWA6-1	ENST00000400142
NX_A8MWE9-1	ENST00000618684
NX_A8MWL6-1	ENST00000569699
NX_A8MWL7-1	ENST00000422205
NX_A8MWP4-1	ENST00000433840
NX_A8MWP6-1	ENST00000399091
NX_A8MWP6-2	ENST00000399093
NX_A8MWV9-1	ENST00000450895
NX_A8MWY0-1	ENST00000450689
NX_A8MWY0-2	ENST00000394714
NX_A8MWY0-3	ENST00000416314
NX_A8MX19-1	ENST00000519497
NX_A8MX34-1	ENST00000391353
NX_A8MX76-1	ENST00000403897
NX_A8MX76-2	ENST00000398824
NX_A8MXD5-1	ENST00000399770
NX_A8MXJ8-1	ENST00000528738
NX_A8MXK1-1	ENST00000409977
NX_A8MXK9-1	ENST00000399083
NX_A8MXK9-2	ENST00000399087
NX_A8MXT2-1	ENST00000400003
NX_A8MXT2-1	ENST00000400004
NX_A8MXU0-1	ENST00000400154
NX_A8MXU0-1	ENST00000530110
NX_A8MXV4-1	ENST00000397061
NX_A8MXV6-1	ENST00000399044
NX_A8MXY4-1	ENST00000596209
NX_A8MXZ1-1	ENST00000400136
NX_A8MXZ3-1	ENST00000398470
NX_A8MY62-1	ENST00000618559
NX_A8MYA2-1	ENST00000535490
NX_A8MYA2-1	ENST00000542739
NX_A8MYJ7-1	ENST00000401095
NX_A8MYJ7-1	ENST00000637179
NX_A8MYP8-1	ENST00000329363
NX_A8MYP8-1	ENST00000428989
NX_A8MYP8-2	ENST00000468249
NX_A8MYU2-1	ENST00000399881
NX_A8MYZ5-1	ENST00000398780
NX_A8MZ25-1	ENST00000399413
NX_A8MZ26-1	ENST00000398186
NX_A8MZ36-1	ENST00000399134
NX_A8MZ59-1	ENST00000396841
NX_A8MZ97-1	ENST00000432605
NX_A8MZA4-1	ENST00000619213
NX_A8MZG2-2	ENST00000437192
NX_A8TX70-1	ENST00000312481
NX_A9QM74-1	ENST00000327442
NX_A9UHW6-1	ENST00000325102
NX_A9UHW6-1	ENST00000618645
NX_A9UHW6-2	ENST00000245551
NX_A9UHW6-3	ENST00000577542
NX_A9UHW6-3	ENST00000579297
NX_A9YTQ3-1	ENST00000505113
NX_A9YTQ3-2	ENST00000316418
NX_A9YTQ3-3	ENST00000316418
NX_A9Z1Z3-1	ENST00000615531
NX_A9Z1Z3-2	ENST00000615531
NX_A9Z1Z3-2	ENST00000616283
NX_A9Z1Z3-4	ENST00000325076
NX_B0FP48-1	ENST00000340457
NX_B0I1T2-1	ENST00000258787
NX_B0I1T2-2	ENST00000480503
NX_B0YJ81-1	ENST00000361271
NX_B0YJ81-2	ENST00000632169
NX_B1AH88-1	ENST00000329563
NX_B1AH88-1	ENST00000337554
NX_B1AH88-1	ENST00000396265
NX_B1AH88-1	ENST00000583777
NX_B1AJZ9-1	ENST00000358897
NX_B1AJZ9-1	ENST00000375998
NX_B1AK53-1	ENST00000377828
NX_B1AK53-2	ENST00000461727
NX_B1AKI9-1	ENST00000262487
NX_B1AL46-1	ENST00000429984
NX_B1AL88-1	ENST00000375915
NX_B1AMM8-1	ENST00000374801
NX_B1ANH7-1	ENST00000366713
NX_B1ANH7-1	ENST00000496552
NX_B1ANS9-1	ENST00000366552
NX_B1ANY3-1	ENST00000377689
NX_B1APH4-2	ENST00000437590
NX_B1ATL7-1	ENST00000371125
NX_B2CW77-1	ENST00000445946
NX_B2RBV5-1	ENST00000307533
NX_B2RBV5-1	ENST00000444232
NX_B2RBV5-1	ENST00000635031
NX_B2RC85-1	ENST00000297186
NX_B2RC85-1	ENST00000403107
NX_B2RC85-1	ENST00000404077
NX_B2RC85-2	ENST00000485920
NX_B2RD01-1	ENST00000314994
NX_B2RN74-1	ENST00000550708
NX_B2RNN3-1	ENST00000382137
NX_B2RNN3-1	ENST00000382140
NX_B2RPK0-1	ENST00000522557
NX_B2RTY4-1	ENST00000356056
NX_B2RTY4-1	ENST00000444904
NX_B2RTY4-3	ENST00000424560
NX_B2RTY4-3	ENST00000567560
NX_B2RU33-1	ENST00000358970
NX_B2RUY7-1	ENST00000312504
NX_B2RUY7-2	ENST00000477752
NX_B2RUZ4-1	ENST00000444870
NX_B2RV13-1	ENST00000449302
NX_B2RXF0-1	ENST00000455783
NX_B2RXF5-1	ENST00000342537
NX_B2RXF5-1	ENST00000555360
NX_B2RXH2-1	ENST00000450979
NX_B2RXH4-1	ENST00000422652
NX_B2RXH4-1	ENST00000436147
NX_B2RXH8-1	ENST00000621994
NX_B3EWG3-1	ENST00000343959
NX_B3EWG5-1	ENST00000617224
NX_B3EWG6-1	ENST00000452267
NX_B3GLJ2-1	ENST00000445202
NX_B3KS81-1	ENST00000417606
NX_B3KS81-1	ENST00000607544
NX_B3SHH9-1	ENST00000620492
NX_B4DJY2-1	ENST00000426426
NX_B4DS77-1	ENST00000558583
NX_B4DS77-2	ENST00000558583
NX_B4DS77-3	ENST00000423335
NX_B4DU55-1	ENST00000444149
NX_B4DX44-1	ENST00000355095
NX_B4DX44-1	ENST00000423484
NX_B4DXR9-1	ENST00000419098
NX_B4E2M5-1	ENST00000565422
NX_B5MCN3-1	ENST00000402034
NX_B5MCY1-1	ENST00000405799
NX_B5MCY1-1	ENST00000622654
NX_B5MD39-1	ENST00000619998
NX_B5ME19-1	ENST00000380876
NX_B5ME19-1	ENST00000398944
NX_B6A8C7-1	ENST00000432826
NX_B6A8C7-2	ENST00000616041
NX_B6SEH8-1	ENST00000602168
NX_B6SEH9-1	ENST00000601417
NX_B7U540-1	ENST00000567955
NX_B7Z1M9-1	ENST00000454109
NX_B7Z368-1	ENST00000619243
NX_B7Z6K7-1	ENST00000435989
NX_B7Z8K6-1	ENST00000390477
NX_B7Z8K6-1	ENST00000636101
NX_B7ZAP0-1	ENST00000367688
NX_B7ZAQ6-1	ENST00000313835
NX_B7ZAQ6-2	ENST00000313835
NX_B7ZAQ6-2	ENST00000460277
NX_B7ZAQ6-2	ENST00000462900
NX_B7ZAQ6-2	ENST00000534502
NX_B7ZAQ6-3	ENST00000313835
NX_B7ZAQ6-3	ENST00000462900
NX_B7ZAQ6-3	ENST00000534502
NX_B7ZAQ6-4	ENST00000460277
NX_B7ZAQ6-4	ENST00000528944
NX_B7ZBB8-1	ENST00000405617
NX_B7ZW38-1	ENST00000617807
NX_B9A014-1	ENST00000410005
NX_B9A064-1	ENST00000526893
NX_B9A064-2	ENST00000531372
NX_B9A6J9-1	ENST00000612727
NX_B9A6J9-1	ENST00000617678
NX_B9EJG8-1	ENST00000449862
NX_B9EJG8-1	ENST00000515780
NX_B9ZVM9-1	ENST00000366832
NX_C9J069-1	ENST00000436881
NX_C9J1S8-1	ENST00000420869
NX_C9J1S8-1	ENST00000526396
NX_C9J1S8-1	ENST00000530311
NX_C9J1S8-1	ENST00000623787
NX_C9J202-1	ENST00000425059
NX_C9J2P7-1	ENST00000456464
NX_C9J302-1	ENST00000438731
NX_C9J3I9-1	ENST00000521850
NX_C9J3I9-1	ENST00000593851
NX_C9J3V5-1	ENST00000451127
NX_C9J442-1	ENST00000402966
NX_C9J6K1-1	ENST00000425202
NX_C9J798-1	ENST00000465829
NX_C9J7I0-1	ENST00000406829
NX_C9J7I0-1	ENST00000636849
NX_C9JBD0-1	ENST00000383748
NX_C9JBD0-1	ENST00000418176
NX_C9JBD0-1	ENST00000426937
NX_C9JCN9-1	ENST00000451882
NX_C9JDP6-1	ENST00000453129
NX_C9JDV5-1	ENST00000623395
NX_C9JE40-1	ENST00000434130
NX_C9JE40-1	ENST00000560775
NX_C9JFL3-1	ENST00000448599
NX_C9JG80-1	ENST00000415645
NX_C9JH25-1	ENST00000446477
NX_C9JH25-1	ENST00000535159
NX_C9JH25-2	ENST00000489835
NX_C9JI98-1	ENST00000444469
NX_C9JJ37-1	ENST00000450269
NX_C9JJ37-2	ENST00000439563
NX_C9JJH3-1	ENST00000417945
NX_C9JL84-1	ENST00000414222
NX_C9JL84-2	ENST00000473291
NX_C9JLJ4-1	ENST00000429667
NX_C9JLR9-1	ENST00000433688
NX_C9JLW8-1	ENST00000455127
NX_C9JLW8-1	ENST00000457257
NX_C9JLW8-1	ENST00000538396
NX_C9JLW8-1	ENST00000572645
NX_C9JLW8-1	ENST00000574190
NX_C9JLW8-1	ENST00000575061
NX_C9JLW8-1	ENST00000576730
NX_C9JN71-1	ENST00000547628
NX_C9JPN9-1	ENST00000415041
NX_C9JQI7-1	ENST00000455884
NX_C9JQL5-1	ENST00000453713
NX_C9JR72-1	ENST00000432196
NX_C9JRZ8-2	ENST00000423958
NX_C9JRZ8-2	ENST00000457545
NX_C9JSJ3-1	ENST00000457052
NX_C9JTQ0-1	ENST00000434396
NX_C9JUS6-1	ENST00000420022
NX_C9JVI0-1	ENST00000457736
NX_C9JVW0-1	ENST00000552360
NX_C9JXX5-1	ENST00000449465
NX_D3DTV9-1	ENST00000422730
NX_D3DTV9-1	ENST00000432056
NX_D3W0D1-1	ENST00000535540
NX_D6R901-1	ENST00000506414
NX_D6R9N7-1	ENST00000504209
NX_D6RA61-1	ENST00000511280
NX_D6RBM5-1	ENST00000506619
NX_D6RBQ6-1	ENST00000511568
NX_D6RCP7-1	ENST00000515566
NX_D6REC4-1	ENST00000506607
NX_D6REC4-1	ENST00000635017
NX_D6RGH6-1	ENST00000513312
NX_D6RJB6-1	ENST00000506151
NX_E0CX11-1	ENST00000507606
NX_E2RYF6-1	ENST00000561890
NX_E2RYF7-1	ENST00000615046
NX_E5RG02-1	ENST00000463091
NX_E5RHQ5-1	ENST00000524087
NX_E5RJM6-1	ENST00000454272
NX_E5RJM6-1	ENST00000537107
NX_E5RJM6-2	ENST00000427211
NX_E5RJM6-2	ENST00000442470
NX_E5RJM6-3	ENST00000520296
NX_E5RQL4-1	ENST00000622774
NX_E7EML9-1	ENST00000515154
NX_E7ERA6-1	ENST00000453464
NX_E7ETH6-1	ENST00000442832
NX_E7EU14-1	ENST00000414155
NX_E7EW31-1	ENST00000434752
NX_E9PAV3-1	ENST00000454682
NX_E9PAV3-2	ENST00000550952
NX_E9PGG2-1	ENST00000419717
NX_E9PGG2-1	ENST00000545940
NX_E9PI22-1	ENST00000533250
NX_E9PIF3-1	ENST00000529166
NX_E9PJ23-1	ENST00000532254
NX_E9PJI5-1	ENST00000530217
NX_E9PKD4-1	ENST00000360151
NX_E9PKD4-2	ENST00000543801
NX_E9PQ53-1	ENST00000530054
NX_E9PQR5-1	ENST00000529716
NX_E9PQX1-1	ENST00000530719
NX_E9PRG8-1	ENST00000525675
NX_F2Z333-1	ENST00000422725
NX_F2Z398-1	ENST00000318245
NX_F2Z3F1-1	ENST00000438651
NX_F2Z3M2-1	ENST00000623702
NX_F5GYI3-1	ENST00000502113
NX_F5GYI3-1	ENST00000559089
NX_F5H284-1	ENST00000544708
NX_F5H4A9-1	ENST00000326474
NX_F5H4B4-1	ENST00000535113
NX_F7VJQ1-1	ENST00000379440
NX_F7VJQ1-1	ENST00000424424
NX_F7VJQ1-1	ENST00000430350
NX_F7VJQ1-1	ENST00000457586
NX_F8VTS6-1	ENST00000341750
NX_F8W1W9-1	ENST00000550983
NX_F8WBI6-1	ENST00000448387
NX_F8WCM5-1	ENST00000356578
NX_F8WCM5-1	ENST00000397270
NX_F8WFD2-1	ENST00000552140
NX_G3V0H7-1	ENST00000421593
NX_H0UI37-1	ENST00000452647
NX_H0Y354-1	ENST00000584486
NX_H0YL09-1	ENST00000558195
NX_H0YL14-1	ENST00000418388
NX_H0YL14-1	ENST00000557985
NX_H0YL14-1	ENST00000561457
NX_H3BMG3-1	ENST00000462322
NX_H3BN30-1	ENST00000622950
NX_H3BNL1-1	ENST00000545770
NX_H3BNL8-1	ENST00000565469
NX_H3BPM6-1	ENST00000564146
NX_H3BQB6-1	ENST00000536551
NX_H3BQJ8-1	ENST00000562505
