biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P61421	C	canonical	  1.000	  1.000	8	  2.611	2	16	16q22.1	67471922	67515140	-			P61421	109	4				VA0D1_HUMAN V-type proton ATPase subunit d 1 OS=Homo sapiens GN=ATP6V0D1 PE=1 SV=1 CONCAT=1	Homo sapiens
P12273	C	canonical	  1.000	  1.000	140	 91.379	8	7	7q34	142829170	142836839	+			P12273	110	1				PIP_HUMAN Prolactin-inducible protein OS=Homo sapiens GN=PIP PE=1 SV=1 CONCAT=6	Homo sapiens
Q8IUL8	C	canonical	  1.000	  1.000	84	  7.591	29	19	19p13.11	19649074	19657468	+			Q8IUL8	111	2				CILP2_HUMAN Cartilage intermediate layer protein 2 OS=Homo sapiens GN=CILP2 PE=2 SV=2 CONCAT=8	Homo sapiens
Q15485	C	canonical	  1.000	  1.000	62	 22.763	9	9	9q34.3	137772658	137779366	+			Q15485	112	3				FCN2_HUMAN Ficolin-2 OS=Homo sapiens GN=FCN2 PE=1 SV=2 CONCAT=11	Homo sapiens
Q9H2A7	C	canonical	  1.000	  1.000	2	  1.068	2	17	17p13.2	4636821	4643114	-			Q9H2A7	113	3				CXL16_HUMAN C-X-C motif chemokine 16 OS=Homo sapiens GN=CXCL16 PE=2 SV=4 CONCAT=8	Homo sapiens
Q13113	C	canonical	  1.000	  1.000	6	  8.812	3	1	1p33	47649265	47655727	-			Q13113	114	1				PDZ1I_HUMAN PDZK1-interacting protein 1 OS=Homo sapiens GN=PDZK1IP1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8NC42	C	canonical	  1.000	  1.000	5	  1.546	2	2	2q11.2	101892553	101925158	-			Q8NC42	115	2				RN149_HUMAN E3 ubiquitin-protein ligase RNF149 OS=Homo sapiens GN=RNF149 PE=2 SV=2 CONCAT=12	Homo sapiens
Q16849	C	canonical	  1.000	  1.000	4	  0.546	3	2	2q35	220154345	220174295	-			Q16849	116	3				PTPRN_HUMAN Receptor-type tyrosine-protein phosphatase-like N OS=Homo sapiens GN=PTPRN PE=1 SV=1 CONCAT=6	Homo sapiens
P23470	C	canonical	  1.000	  1.000	34	  2.813	14	3	3p14.2	61547585	62279004	+			P23470	117	2				PTPRG_HUMAN Receptor-type tyrosine-protein phosphatase gamma OS=Homo sapiens GN=PTPRG PE=1 SV=4 CONCAT=9	Homo sapiens
P25815	C	canonical	  1.000	  1.000	13	 19.092	5	4	4p16.1	6694796	6698896	+			P25815	118	1				S100P_HUMAN Protein S100-P OS=Homo sapiens GN=S100P PE=1 SV=2 CONCAT=1	Homo sapiens
P49913	C	canonical	  1.000	  1.000	15	  9.791	8	3	3p21.31	48264862	48266975	+			P49913	119	2				CAMP_HUMAN Cathelicidin antimicrobial peptide OS=Homo sapiens GN=CAMP PE=1 SV=1 CONCAT=11	Homo sapiens
Q6UWH4	C	canonical	  1.000	  1.000	3	  0.608	3	4	4q32.1	159045756	159093888	-			Q6UWH4	120	3				F198B_HUMAN Protein FAM198B OS=Homo sapiens GN=FAM198B PE=2 SV=1 CONCAT=2	Homo sapiens
Q96DG6	C	canonical	  1.000	  1.000	53	 19.459	13	5	5p15.2	10279389	10308138	-			Q96DG6	121	1				CMBL_HUMAN Carboxymethylenebutenolidase homolog OS=Homo sapiens GN=CMBL PE=1 SV=1 CONCAT=3	Homo sapiens
Q969E1	C	canonical	  1.000	  1.000	18	 26.435	3	5	5q31.1	132208014	132210738	+			Q969E1	122	2				LEAP2_HUMAN Liver-expressed antimicrobial peptide 2 OS=Homo sapiens GN=LEAP2 PE=1 SV=1 CONCAT=9	Homo sapiens
P09669	C	canonical	  1.000	  1.000	2	  2.937	2	8	8q22.2	100890376	100905912	-			P09669	123	1				COX6C_HUMAN Cytochrome c oxidase subunit 6C OS=Homo sapiens GN=COX6C PE=1 SV=2 CONCAT=1	Homo sapiens
P30048	C	canonical	  1.000	  1.000	4	  1.678	2	10	10q25-q26	0	0	 			P30048	124	2				PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens GN=PRDX3 PE=1 SV=3 CONCAT=7	Homo sapiens
P29622	C	canonical	  1.000	  1.000	47	 11.044	14	14	14q32.13	95027784	95036207	+			P29622	125	1				KAIN_HUMAN Kallistatin OS=Homo sapiens GN=SERPINA4 PE=1 SV=3 CONCAT=6	Homo sapiens
Q96BW5	C	canonical	  1.000	  1.000	4	  1.175	4	10	10p13	16526331	16555736	+			Q96BW5	126	2				PTER_HUMAN Phosphotriesterase-related protein OS=Homo sapiens GN=PTER PE=1 SV=1 CONCAT=2	Homo sapiens
Q96QK1	C	canonical	  1.000	  1.000	2	  0.261	2	16	16q13-q21	0	0	 			Q96QK1	127	2				VPS35_HUMAN Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=1 SV=2 CONCAT=11	Homo sapiens
Q9H9P2	C	canonical	  1.000	  1.000	2	  1.068	2	21	21q21.1	19617150	19639690	+			Q9H9P2	128	6				CHODL_HUMAN Chondrolectin OS=Homo sapiens GN=CHODL PE=2 SV=2 CONCAT=6	Homo sapiens
P61457	C	canonical	  1.000	  1.000	6	  5.035	2	10	10q22.1	72643267	72648541	-			P61457	129	1				PHS_HUMAN Pterin-4-alpha-carbinolamine dehydratase OS=Homo sapiens GN=PCBD1 PE=1 SV=2 CONCAT=6	Homo sapiens
Q96JQ0	C	canonical	  1.000	  1.000	13	  0.538	6	11	11p15.4	6642556	6677085	-			Q96JQ0	130	1				PCD16_HUMAN Protocadherin-16 OS=Homo sapiens GN=DCHS1 PE=1 SV=1 CONCAT=11	Homo sapiens
P23284	C	canonical	  1.000	  1.000	64	 28.920	15	15	15q22.31	64448011	64455404	-			P23284	131	1				PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2 CONCAT=8	Homo sapiens
Q14210	C	canonical	  1.000	  1.000	20	 16.784	5	8	8q24.3	143866296	143868008	-			Q14210	132	1				LY6D_HUMAN Lymphocyte antigen 6D OS=Homo sapiens GN=LY6D PE=1 SV=1 CONCAT=12	Homo sapiens
Q96QA5	C	canonical	  1.000	  1.000	5	  1.175	4	17	17q21.1	38119226	38134019	+			Q96QA5	133	2				GSDMA_HUMAN Gasdermin-A OS=Homo sapiens GN=GSDMA PE=1 SV=4 CONCAT=6	Homo sapiens
Q93091	C	canonical	  1.000	  1.000	2	  1.469	2	14	14q11.2	21249210	21250626	+			Q93091	134	1				RNAS6_HUMAN Ribonuclease K6 OS=Homo sapiens GN=RNASE6 PE=1 SV=2 CONCAT=7	Homo sapiens
P02814	C	canonical	  1.000	  1.000	4	  7.832	3	4	4q13.3	71248795	71255961	+			P02814	135	2				SMR3B_HUMAN Submaxillary gland androgen-regulated protein 3B OS=Homo sapiens GN=SMR3B PE=1 SV=2 CONCAT=12	Homo sapiens
O95171	C	canonical	  1.000	  1.000	4	  0.511	3	13	13q22.3	78109895	78218644	+			O95171	136	3				SCEL_HUMAN Sciellin OS=Homo sapiens GN=SCEL PE=1 SV=2 CONCAT=4	Homo sapiens
P83110	C	canonical	  1.000	  1.000	2	  0.587	2	4	4p16.1	8271492	8308838	+			P83110	137	1				HTRA3_HUMAN Serine protease HTRA3 OS=Homo sapiens GN=HTRA3 PE=1 SV=2 CONCAT=6	Homo sapiens
Q8IY95	C	canonical	  1.000	  1.000	7	  2.937	3	4	4q32.3	165995574	166034071	-			Q8IY95	138	2				TM192_HUMAN Transmembrane protein 192 OS=Homo sapiens GN=TMEM192 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8TF66	C	canonical	  1.000	  1.000	48	 10.845	16	3	3q29	194075976	194090472	-			Q8TF66	139	2				LRC15_HUMAN Leucine-rich repeat-containing protein 15 OS=Homo sapiens GN=LRRC15 PE=1 SV=2 CONCAT=8	Homo sapiens
P34096	C	canonical	  1.000	  1.000	5	  3.671	4	14	14q11.2	21152818	21168710	+			P34096	140	1				RNAS4_HUMAN Ribonuclease 4 OS=Homo sapiens GN=RNASE4 PE=1 SV=3 CONCAT=8	Homo sapiens
Q9UBG0	C	canonical	  1.000	  1.000	20	  1.780	6	17	17q23.2	60704762	60770958	+			Q9UBG0	141	1				MRC2_HUMAN C-type mannose receptor 2 OS=Homo sapiens GN=MRC2 PE=1 SV=2 CONCAT=9	Homo sapiens
P15104	C	canonical	  1.000	  1.000	4	  1.382	3	1	1q25.3	182350840	182361341	-			P15104	142	1				GLNA_HUMAN Glutamine synthetase OS=Homo sapiens GN=GLUL PE=1 SV=4 CONCAT=4	Homo sapiens
Q15828	C	canonical	  1.000	  1.000	239	200.567	19	11	11q13.1	65779312	65780976	+			Q15828	143	1				CYTM_HUMAN Cystatin-M OS=Homo sapiens GN=CST6 PE=1 SV=1 CONCAT=6	Homo sapiens
Q9ULI3	C	canonical	  1.000	  1.000	57	  5.489	20	3	3q21.2	124684554	124774802	-			Q9ULI3	144	2				HEG1_HUMAN Protein HEG homolog 1 OS=Homo sapiens GN=HEG1 PE=1 SV=3 CONCAT=11	Homo sapiens
Q9UN70	C	canonical	  1.000	  1.000	61	  7.963	16	5	5q31.3	140855580	140892542	+			Q9UN70	145	4				PCDGK_HUMAN Protocadherin gamma-C3 OS=Homo sapiens GN=PCDHGC3 PE=1 SV=1 CONCAT=6	Homo sapiens
Q9H3R2	C	canonical	  1.000	  1.000	3	  1.037	3	3	3q21.2	124624289	124653595	-			Q9H3R2	146	2				MUC13_HUMAN Mucin-13 OS=Homo sapiens GN=MUC13 PE=1 SV=3 CONCAT=11	Homo sapiens
Q6UVK1	C	canonical	  1.000	  1.000	112	  6.579	23	15	15q24.2	75966663	76005189	-			Q6UVK1	147	1				CSPG4_HUMAN Chondroitin sulfate proteoglycan 4 OS=Homo sapiens GN=CSPG4 PE=1 SV=2 CONCAT=7	Homo sapiens
P47929	C	canonical	  1.000	  1.000	35	 20.560	5	19	19q13.2	39279851	39282389	+			P47929	148	1				LEG7_HUMAN Galectin-7 OS=Homo sapiens GN=LGALS7 PE=1 SV=2 CONCAT=1	Homo sapiens
P27482	C	canonical	  1.000	  1.000	14	  7.476	8	10	10p15.1	5566924	5568225	+			P27482	149	1				CALL3_HUMAN Calmodulin-like protein 3 OS=Homo sapiens GN=CALML3 PE=1 SV=2 CONCAT=1	Homo sapiens
Q9Y490	C	canonical	  1.000	  1.000	19	  0.781	9	9	9p13.3	35696945	35732392	-			Q9Y490	150	2				TLN1_HUMAN Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3 CONCAT=4	Homo sapiens
Q6DKI7	C	canonical	  1.000	  1.000	3	  1.602	2	7	7q22.1	99816859	99819113	+			Q6DKI7	151	1				PVRIG_HUMAN Transmembrane protein PVRIG OS=Homo sapiens GN=PVRIG PE=2 SV=1 CONCAT=2	Homo sapiens
Q96RF0	C	canonical	  1.000	  1.000	16	  3.916	7	5	5q11.2	53813593	53816833	+			Q96RF0	152	3				SNX18_HUMAN Sorting nexin-18 OS=Homo sapiens GN=SNX18 PE=1 SV=2 CONCAT=3	Homo sapiens
Q9Y6X5	C	canonical	  1.000	  1.000	10	  2.797	5	6	6p21.1	46097730	46114436	+			Q9Y6X5	153	1				ENPP4_HUMAN Bis(5'-adenosyl)-triphosphatase ENPP4 OS=Homo sapiens GN=ENPP4 PE=1 SV=3 CONCAT=9	Homo sapiens
P40197	C	canonical	  1.000	  1.000	5	  1.088	4	3	3q29	194115550	194119995	-			P40197	154	1				GPV_HUMAN Platelet glycoprotein V OS=Homo sapiens GN=GP5 PE=1 SV=1 CONCAT=6	Homo sapiens
P23434	C	canonical	  1.000	  1.000	2	  1.469	2	16	16q23.2	81115566	81130008	-			P23434	155	1				GCSH_HUMAN Glycine cleavage system H protein, mitochondrial OS=Homo sapiens GN=GCSH PE=1 SV=2 CONCAT=6	Homo sapiens
Q15746	C	canonical	  1.000	  1.000	3	  0.187	3	3	3q21	0	0	 			Q15746	156	11				MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens GN=MYLK PE=1 SV=4 CONCAT=30	Homo sapiens
Q15848	C	canonical	  1.000	  1.000	10	  4.895	3	3	3q27.3	186560479	186576252	+			Q15848	157	1				ADIPO_HUMAN Adiponectin OS=Homo sapiens GN=ADIPOQ PE=1 SV=1 CONCAT=14	Homo sapiens
Q14315	C	canonical	  1.000	  1.000	41	  1.585	16	7	7q32.1	128470431	128499326	+			Q14315	158	2				FLNC_HUMAN Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3 CONCAT=10	Homo sapiens
O95502	C	canonical	  1.000	  1.000	4	  0.940	4	22	22q13.1	39214457	39239987	-			O95502	159	2				NPTXR_HUMAN Neuronal pentraxin receptor OS=Homo sapiens GN=NPTXR PE=2 SV=2 CONCAT=1	Homo sapiens
Q6UXB4	C	canonical	  1.000	  1.000	9	  3.776	4	19	19p13.2	7793843	7797057	-			Q6UXB4	160	2				CLC4G_HUMAN C-type lectin domain family 4 member G OS=Homo sapiens GN=CLEC4G PE=1 SV=1 CONCAT=1	Homo sapiens
P59665	C	canonical	  1.000	  1.000	20	 23.497	4	8	8p23.1	6835171	6836156	-			P59665	161	2				DEF1_HUMAN Neutrophil defensin 1 OS=Homo sapiens GN=DEFA1 PE=1 SV=1 CONCAT=13	Homo sapiens
P07359	C	canonical	  1.000	  1.000	9	  1.888	5	17	17pter-p12	0	0	 			P07359	162	3				GP1BA_HUMAN Platelet glycoprotein Ib alpha chain OS=Homo sapiens GN=GP1BA PE=1 SV=2 CONCAT=19	Homo sapiens
P27449	C	canonical	  1.000	  1.000	4	  3.916	4	16	16p13.3	2563871	2570219	+			P27449	163	1				VATL_HUMAN V-type proton ATPase 16 kDa proteolipid subunit OS=Homo sapiens GN=ATP6V0C PE=1 SV=1 CONCAT=1	Homo sapiens
Q02246	C	canonical	  1.000	  1.000	2	  0.226	2	1	1q32.1	205012325	205047627	+			Q02246	164	1				CNTN2_HUMAN Contactin-2 OS=Homo sapiens GN=CNTN2 PE=1 SV=1 CONCAT=14	Homo sapiens
Q14982	C	canonical	  1.000	  1.000	19	  5.874	9	11	11q25	132284871	132813566	-			Q14982	165	4				OPCM_HUMAN Opioid-binding protein/cell adhesion molecule OS=Homo sapiens GN=OPCML PE=1 SV=1 CONCAT=11	Homo sapiens
P54753	C	canonical	  1.000	  1.000	14	  1.552	10	3	3q27.1	184279572	184300197	+			P54753	166	1				EPHB3_HUMAN Ephrin type-B receptor 3 OS=Homo sapiens GN=EPHB3 PE=1 SV=2 CONCAT=10	Homo sapiens
P00746	C	canonical	  1.000	  1.000	149	 72.940	16	19	19p13.3	859453	863453	+			P00746	167	3				CFAD_HUMAN Complement factor D OS=Homo sapiens GN=CFD PE=1 SV=5 CONCAT=13	Homo sapiens
O43155	C	canonical	  1.000	  1.000	3	  0.518	3	14	14q31.3	85996488	86095034	+			O43155	168	1				FLRT2_HUMAN Leucine-rich repeat transmembrane protein FLRT2 OS=Homo sapiens GN=FLRT2 PE=1 SV=1 CONCAT=7	Homo sapiens
P03950	C	canonical	  1.000	  1.000	13	  9.546	5	14	14q11.2	21152336	21162345	+			P03950	169	1				ANGI_HUMAN Angiogenin OS=Homo sapiens GN=ANG PE=1 SV=1 CONCAT=27	Homo sapiens
Q9H2G2	C	canonical	  1.000	  1.000	3	  0.280	3	10	10q25.1	0	0	 			Q9H2G2	170	2				SLK_HUMAN STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1 CONCAT=9	Homo sapiens
O00483	C	canonical	  1.000	  1.000	3	  2.937	2	7	7p21.3	10971578	10979883	-			O00483	171	1				NDUA4_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4 OS=Homo sapiens GN=NDUFA4 PE=1 SV=1 CONCAT=1	Homo sapiens
P48061	C	canonical	  1.000	  1.000	27	 31.721	2	10	10q11.1	0	0	 			P48061	172	6				SDF1_HUMAN Stromal cell-derived factor 1 OS=Homo sapiens GN=CXCL12 PE=1 SV=1 CONCAT=11	Homo sapiens
Q9HCY8	C	canonical	  1.000	  1.000	15	 12.588	4	1	1q21.3	153586757	153588790	-			Q9HCY8	173	1				S10AE_HUMAN Protein S100-A14 OS=Homo sapiens GN=S100A14 PE=1 SV=1 CONCAT=1	Homo sapiens
P07738	C	canonical	  1.000	  1.000	3	  1.259	3	7	7q33	134331560	134364565	+			P07738	174	1				PMGE_HUMAN Bisphosphoglycerate mutase OS=Homo sapiens GN=BPGM PE=1 SV=2 CONCAT=4	Homo sapiens
P03973	C	canonical	  1.000	  1.000	6	  4.406	5	20	20q13.12	43880880	43883205	-			P03973	175	1				SLPI_HUMAN Antileukoproteinase OS=Homo sapiens GN=SLPI PE=1 SV=2 CONCAT=6	Homo sapiens
Q6ZVX7	C	canonical	  1.000	  1.000	12	  5.422	6	19	19q13.2	39687601	39692524	+			Q6ZVX7	176	1				FBX50_HUMAN F-box only protein 50 OS=Homo sapiens GN=NCCRP1 PE=1 SV=1 CONCAT=1	Homo sapiens
O94772	C	canonical	  1.000	  1.000	12	  8.812	5	8	8q24.3	144239331	144241745	-			O94772	177	2				LY6H_HUMAN Lymphocyte antigen 6H OS=Homo sapiens GN=LY6H PE=2 SV=1 CONCAT=10	Homo sapiens
P22891	C	canonical	  1.000	  1.000	322	 85.979	20	13	13q34	113812968	113826694	+			P22891	178	2				PROZ_HUMAN Vitamin K-dependent protein Z OS=Homo sapiens GN=PROZ PE=1 SV=2 CONCAT=12	Homo sapiens
P05386	C	canonical	  1.000	  1.000	7	 10.280	2	15	15q23	69745123	69748255	+			P05386	179	1				RLA1_HUMAN 60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9NP55	C	canonical	  1.000	  1.000	15	  9.791	5	20	20q11.21	31823801	31831115	+			Q9NP55	180	2				BPIA1_HUMAN BPI fold-containing family A member 1 OS=Homo sapiens GN=BPIFA1 PE=1 SV=1 CONCAT=6	Homo sapiens
Q9UGT4	C	canonical	  1.000	  1.000	138	 22.518	17	22	22q11.23	24577227	24585078	+			Q9UGT4	181	1				SUSD2_HUMAN Sushi domain-containing protein 2 OS=Homo sapiens GN=SUSD2 PE=1 SV=1 CONCAT=10	Homo sapiens
P29317	C	canonical	  1.000	  1.000	5	  0.576	4	1	1p36.13	16450832	16482582	-			P29317	182	1				EPHA2_HUMAN Ephrin type-A receptor 2 OS=Homo sapiens GN=EPHA2 PE=1 SV=2 CONCAT=16	Homo sapiens
Q9UJ72	C	canonical	  1.000	  1.000	15	  4.638	8	4	4q32.3	169013666	169108841	+			Q9UJ72	183	2				ANX10_HUMAN Annexin A10 OS=Homo sapiens GN=ANXA10 PE=1 SV=3 CONCAT=2	Homo sapiens
Q9Y5K6	C	canonical	  1.000	  1.000	11	  1.700	9	6	6p12.3	47445525	47594999	+			Q9Y5K6	184	1				CD2AP_HUMAN CD2-associated protein OS=Homo sapiens GN=CD2AP PE=1 SV=1 CONCAT=2	Homo sapiens
P54793	C	canonical	  1.000	  1.000	49	  9.595	17	X	Xp22.33	2984874	3030747	+			P54793	185	1				ARSF_HUMAN Arylsulfatase F OS=Homo sapiens GN=ARSF PE=1 SV=4 CONCAT=7	Homo sapiens
Q8IWU5	C	canonical	  1.000	  1.000	34	  5.121	5	20	20q13.12	46285656	46415330	-			Q8IWU5	186	3				SULF2_HUMAN Extracellular sulfatase Sulf-2 OS=Homo sapiens GN=SULF2 PE=1 SV=1 CONCAT=10	Homo sapiens
P10586	C	canonical	  1.000	  1.000	8	  0.461	4	1	1p34.2	43996547	44089337	+			P10586	187	4				PTPRF_HUMAN Receptor-type tyrosine-protein phosphatase F OS=Homo sapiens GN=PTPRF PE=1 SV=2 CONCAT=9	Homo sapiens
Q9UGN4	C	canonical	  1.000	  1.000	32	 15.665	4	17	17q25.1	72462814	72480306	+			Q9UGN4	188	1				CLM8_HUMAN CMRF35-like molecule 8 OS=Homo sapiens GN=CD300A PE=1 SV=2 CONCAT=7	Homo sapiens
P57735	C	canonical	  1.000	  1.000	6	  2.518	4	1	1q22	156030951	156040295	+			P57735	189	1				RAB25_HUMAN Ras-related protein Rab-25 OS=Homo sapiens GN=RAB25 PE=1 SV=2 CONCAT=4	Homo sapiens
P00403	C	canonical	  1.000	  1.000	13	  7.637	5	MT	MT	7586	8269	+			P00403	190	1				COX2_HUMAN Cytochrome c oxidase subunit 2 OS=Homo sapiens GN=MT-CO2 PE=1 SV=1 CONCAT=11	Homo sapiens
O14880	C	canonical	  1.000	  1.000	7	  5.874	2	1	1q24.1	165600492	165624857	+			O14880	191	3				MGST3_HUMAN Microsomal glutathione S-transferase 3 OS=Homo sapiens GN=MGST3 PE=1 SV=1 CONCAT=4	Homo sapiens
Q8N126	C	canonical	  1.000	  1.000	16	  5.222	7	1	1q23.2	159141399	159171802	+			Q8N126	192	4				CADM3_HUMAN Cell adhesion molecule 3 OS=Homo sapiens GN=CADM3 PE=1 SV=1 CONCAT=7	Homo sapiens
P02549	C	canonical	  1.000	  1.000	9	  0.398	9	1	1q23.1	158580496	158656488	-			P02549	193	2				SPTA1_HUMAN Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens GN=SPTA1 PE=1 SV=5 CONCAT=46	Homo sapiens
Q92484	C	canonical	  1.000	  1.000	3	  0.801	3	6	6q22.31	123110315	123130865	+			Q92484	194	2				ASM3A_HUMAN Acid sphingomyelinase-like phosphodiesterase 3a OS=Homo sapiens GN=SMPDL3A PE=1 SV=2 CONCAT=9	Homo sapiens
Q96FQ6	C	canonical	  1.000	  1.000	7	  6.853	4	1	1q21.3	153579451	153580798	-			Q96FQ6	195	1				S10AG_HUMAN Protein S100-A16 OS=Homo sapiens GN=S100A16 PE=1 SV=1 CONCAT=1	Homo sapiens
P05109	C	canonical	  1.000	  1.000	189	138.782	17	1	1q21.3	153362508	153363452	-			P05109	196	1				S10A8_HUMAN Protein S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1 CONCAT=2	Homo sapiens
P06702	C	canonical	  1.000	  1.000	199	166.999	20	1	1q21.3	153330330	153333503	+			P06702	197	1				S10A9_HUMAN Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1 CONCAT=4	Homo sapiens
P60903	C	canonical	  1.000	  1.000	4	  5.874	2	1	1q21.3	151955394	151965054	-			P60903	198	1				S10AA_HUMAN Protein S100-A10 OS=Homo sapiens GN=S100A10 PE=1 SV=2 CONCAT=2	Homo sapiens
O43301	C	canonical	  1.000	  1.000	2	  0.301	2	10	10q25.3	118430703	118502085	-			O43301	199	1				HS12A_HUMAN Heat shock 70 kDa protein 12A OS=Homo sapiens GN=HSPA12A PE=1 SV=2 CONCAT=2	Homo sapiens
P46777	C	canonical	  1.000	  1.000	2	  0.979	2	1	1p22.1	93297582	93307481	+			P46777	200	3				RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3 CONCAT=5	Homo sapiens
P63218	C	canonical	  1.000	  1.000	2	  2.937	2	1	1p22.3	84964012	84972248	-			P63218	201	1				GBG5_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Homo sapiens GN=GNG5 PE=1 SV=3 CONCAT=5	Homo sapiens
Q9UBI6	C	canonical	  1.000	  1.000	40	 58.744	4	1	1p31.3	68167149	68299150	-			Q9UBI6	202	1				GBG12_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens GN=GNG12 PE=1 SV=3 CONCAT=5	Homo sapiens
Q01973	C	canonical	  1.000	  1.000	10	  1.366	6	1	1p31.3	64239714	64647181	+			Q01973	203	3				ROR1_HUMAN Tyrosine-protein kinase transmembrane receptor ROR1 OS=Homo sapiens GN=ROR1 PE=1 SV=2 CONCAT=15	Homo sapiens
P09758	C	canonical	  1.000	  1.000	2	  0.839	2	1	1p32.1	59041099	59043166	-			P09758	204	1				TACD2_HUMAN Tumor-associated calcium signal transducer 2 OS=Homo sapiens GN=TACSTD2 PE=1 SV=3 CONCAT=9	Homo sapiens
P20908	C	canonical	  1.000	  1.000	6	  0.383	4	9	9q34.3	137533620	137736686	+			P20908	205	1				CO5A1_HUMAN Collagen alpha-1(V) chain OS=Homo sapiens GN=COL5A1 PE=1 SV=3 CONCAT=23	Homo sapiens
O60635	C	canonical	  1.000	  1.000	51	 33.288	3	1	1p34.1	46640759	46651630	+			O60635	206	1				TSN1_HUMAN Tetraspanin-1 OS=Homo sapiens GN=TSPAN1 PE=1 SV=2 CONCAT=4	Homo sapiens
O76070	C	canonical	  1.000	  1.000	3	  2.203	2	10	10q23.2	88718413	88723017	+			O76070	207	2				SYUG_HUMAN Gamma-synuclein OS=Homo sapiens GN=SNCG PE=1 SV=2 CONCAT=2	Homo sapiens
P25942	C	canonical	  1.000	  1.000	5	  2.259	4	20	20q13.12	44746955	44758502	+			P25942	208	4				TNR5_HUMAN Tumor necrosis factor receptor superfamily member 5 OS=Homo sapiens GN=CD40 PE=1 SV=1 CONCAT=13	Homo sapiens
O43920	C	canonical	  1.000	  1.000	2	  1.958	2	1	1p34.3	39491990	39500308	+			O43920	209	1				NDUS5_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Homo sapiens GN=NDUFS5 PE=1 SV=3 CONCAT=3	Homo sapiens
O60687	C	canonical	  1.000	  1.000	3	  0.766	2	X	Xq22.1	99899215	99926296	+			O60687	210	1				SRPX2_HUMAN Sushi repeat-containing protein SRPX2 OS=Homo sapiens GN=SRPX2 PE=1 SV=1 CONCAT=9	Homo sapiens
O75368	C	canonical	  1.000	  1.000	10	  8.392	7	X	Xq21.1	80457442	80554046	+			O75368	211	1				SH3L1_HUMAN SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens GN=SH3BGRL PE=1 SV=1 CONCAT=1	Homo sapiens
Q04760	C	canonical	  1.000	  1.000	16	  8.545	7	6	6p21.2	38643701	38670917	-			Q04760	212	2				LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4 CONCAT=5	Homo sapiens
Q9UBV8	C	canonical	  1.000	  1.000	50	 29.372	8	1	1p35.2	32095463	32110488	-			Q9UBV8	213	1				PEF1_HUMAN Peflin OS=Homo sapiens GN=PEF1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q06278	C	canonical	  1.000	  1.000	13	  1.076	8	2	2q33.1	201450591	201536214	+			Q06278	214	1				AOXA_HUMAN Aldehyde oxidase OS=Homo sapiens GN=AOX1 PE=1 SV=2 CONCAT=7	Homo sapiens
Q99983	C	canonical	  1.000	  1.000	15	  4.895	5	9	9q22.31	95176527	95186743	-			Q99983	215	1				OMD_HUMAN Osteomodulin OS=Homo sapiens GN=OMD PE=1 SV=1 CONCAT=11	Homo sapiens
O00299	C	canonical	  1.000	  1.000	52	 20.364	14	6	6p21.33	31698358	31704349	-			O00299	216	1				CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4 CONCAT=2	Homo sapiens
Q86V85	C	canonical	  1.000	  1.000	28	  9.138	5	13	13q32.1	95254157	95286899	+			Q86V85	217	1				GP180_HUMAN Integral membrane protein GPR180 OS=Homo sapiens GN=GPR180 PE=2 SV=1 CONCAT=8	Homo sapiens
