NX_A0A075B6H9-1	ENSP00000374817
NX_A6NI87-1	ENSP00000366173
NX_A6NIH7-1	ENSP00000344942
NX_A6NIJ9-1	ENSP00000329153
NX_A6NIK2-1	ENSP00000367315
NX_A6NIM6-1	ENSP00000340402
NX_A6NIN4-1	ENSP00000490456
NX_A6NIR3-1	ENSP00000363207
NX_A6NIV6-1	ENSP00000342188
NX_A6NIX2-1	ENSP00000466953
NX_A6NIZ1-1	ENSP00000488821
NX_A6NJ08-1	ENSP00000331435
NX_A6NJ46-1	ENSP00000428361
NX_A6NJ46-2	ENSP00000429553
NX_A6NJ64-1	ENSP00000382101
NX_A6NJ69-1	ENSP00000327344
NX_A6NJ78-1	ENSP00000384369
NX_A6NJ78-2	ENSP00000307251
NX_A6NJ78-3	ENSP00000392806
NX_A6NJ78-4	ENSP00000385507
NX_A6NJB7-1	ENSP00000342709
NX_A6NJB7-1	ENSP00000445247
NX_A6NJB7-2	ENSP00000472962
NX_A6NJG2-1	ENSP00000340975
NX_A6NJG6-1	ENSP00000335578
NX_A6NJI1-1	ENSP00000311479
NX_A6NJI9-1	ENSP00000384971
NX_A6NJJ6-1	ENSP00000449137
NX_A6NJL1-1	ENSP00000351883
NX_A6NJL1-1	ENSP00000466072
NX_A6NJT0-1	ENSP00000314480
NX_A6NJU9-1	ENSP00000429734
NX_A6NJV1-1	ENSP00000332875
NX_A6NJW4-1	ENSP00000367157
NX_A6NJY4-1	ENSP00000490566
NX_A6NJZ3-1	ENSP00000368986
NX_A6NJZ7-1	ENSP00000390630
NX_A6NK06-1	ENSP00000366682
NX_A6NK44-1	ENSP00000302552
NX_A6NK53-1	ENSP00000375820
NX_A6NK58-1	ENSP00000309463
NX_A6NK59-1	ENSP00000374252
NX_A6NK59-3	ENSP00000419199
NX_A6NK75-1	ENSP00000350418
NX_A6NK89-1	ENSP00000485526
NX_A6NKB5-1	ENSP00000258229
NX_A6NKB5-3	ENSP00000340759
NX_A6NKB5-4	ENSP00000258229
NX_A6NKB5-5	ENSP00000429360
NX_A6NKC9-1	ENSP00000327846
NX_A6NKD2-1	ENSP00000314077
NX_A6NKD9-1	ENSP00000369592
NX_A6NKF2-1	ENSP00000368189
NX_A6NKF7-1	ENSP00000455099
NX_A6NKG5-1	ENSP00000435342
NX_A6NKK0-1	ENSP00000346575
NX_A6NKL6-1	ENSP00000372982
NX_A6NKL6-1	ENSP00000463375
NX_A6NKN8-1	ENSP00000426296
NX_A6NKP2-1	ENSP00000473474
NX_A6NKQ9-2	ENSP00000301407
NX_A6NKT7-1	ENSP00000386588
NX_A6NKU9-1	ENSP00000329565
NX_A6NKU9-2	ENSP00000329565
NX_A6NKW6-1	ENSP00000373726
NX_A6NL08-1	ENSP00000368987
NX_A6NL26-1	ENSP00000353537
NX_A6NL82-1	ENSP00000334415
NX_A6NL88-1	ENSP00000365503
NX_A6NLC5-1	ENSP00000334974
NX_A6NLF2-1	ENSP00000483981
NX_A6NLJ0-1	ENSP00000369755
NX_A6NLP5-1	ENSP00000307640
NX_A6NLP5-2	ENSP00000307640
NX_A6NLP5-2	ENSP00000436858
NX_A6NLP5-2	ENSP00000437178
NX_A6NLU0-1	ENSP00000392936
NX_A6NLU5-1	ENSP00000335038
NX_A6NLW8-1	ENSP00000452398
NX_A6NLX3-1	ENSP00000329522
NX_A6NLX4-1	ENSP00000456333
NX_A6NM03-1	ENSP00000342697
NX_A6NM10-1	ENSP00000481577
NX_A6NM10-2	ENSP00000384894
NX_A6NM11-1	ENSP00000333071
NX_A6NM11-1	ENSP00000459551
NX_A6NM15-1	ENSP00000366608
NX_A6NM15-1	ENSP00000482804
NX_A6NM28-1	ENSP00000462054
NX_A6NM36-1	ENSP00000372959
NX_A6NM45-1	ENSP00000422519
NX_A6NM45-1	ENSP00000438400
NX_A6NM62-1	ENSP00000294635
NX_A6NM76-1	ENSP00000328402
NX_A6NMA1-1	ENSP00000490135
NX_A6NMA1-1	ENSP00000490533
NX_A6NMA1-1	ENSP00000490633
NX_A6NMD0-1	ENSP00000344430
NX_A6NMD2-1	ENSP00000456401
NX_A6NMK7-1	ENSP00000343900
NX_A6NMK8-1	ENSP00000366582
NX_A6NML5-1	ENSP00000334072
NX_A6NML5-1	ENSP00000484106
NX_A6NMN3-1	ENSP00000308292
NX_A6NMS3-1	ENSP00000347003
NX_A6NMS7-1	ENSP00000326324
NX_A6NMT0-1	ENSP00000436881
NX_A6NMX2-1	ENSP00000323714
NX_A6NMX2-1	ENSP00000427633
NX_A6NMZ2-1	ENSP00000341442
NX_A6NMZ7-1	ENSP00000351310
NX_A6NN14-1	ENSP00000469582
NX_A6NN90-1	ENSP00000481409
NX_A6NN92-1	ENSP00000455469
NX_A6NNA5-1	ENSP00000363254
NX_A6NNA5-1	ENSP00000401653
NX_A6NNB3-1	ENSP00000372059
NX_A6NND4-1	ENSP00000304846
NX_A6NNE9-1	ENSP00000333181
NX_A6NNE9-2	ENSP00000333181
NX_A6NNF4-1	ENSP00000317125
NX_A6NNF4-2	ENSP00000432583
NX_A6NNF4-3	ENSP00000471516
NX_A6NNL0-1	ENSP00000394623
NX_A6NNL0-2	ENSP00000361396
NX_A6NNL5-1	ENSP00000342254
NX_A6NNM3-1	ENSP00000479326
NX_A6NNN8-1	ENSP00000299709
NX_A6NNP5-1	ENSP00000239859
NX_A6NNP5-3	ENSP00000369193
NX_A6NNP5-3	ENSP00000425252
NX_A6NNP5-3	ENSP00000426174
NX_A6NNP5-4	ENSP00000426174
NX_A6NNP5-5	ENSP00000239859
NX_A6NNP5-5	ENSP00000369191
NX_A6NNP5-5	ENSP00000427495
NX_A6NNP5-6	ENSP00000239860
NX_A6NNS2-1	ENSP00000327975
NX_A6NNS2-2	ENSP00000459579
NX_A6NNT2-1	ENSP00000415027
NX_A6NNV3-1	ENSP00000487772
NX_A6NNW6-2	ENSP00000387194
NX_A6NNX1-1	ENSP00000419249
NX_A6NNY8-1	ENSP00000483631
NX_A6NP11-1	ENSP00000394248
NX_A6NP61-1	ENSP00000344616
NX_A6NP61-1	ENSP00000437289
NX_A6PVC2-2	ENSP00000266182
NX_A6PVI3-1	ENSP00000476955
NX_A6PVL3-1	ENSP00000419705
NX_A6PVL3-2	ENSP00000379607
NX_A6PVS8-1	ENSP00000346414
NX_A6PVS8-1	ENSP00000378524
NX_A6PVS8-2	ENSP00000415319
NX_A6PVS8-3	ENSP00000359948
NX_A6PVY3-1	ENSP00000354070
NX_A6PVY3-1	ENSP00000414451
NX_A6PVY3-2	ENSP00000375752
NX_A6QL63-1	ENSP00000280758
NX_A6QL63-2	ENSP00000413889
NX_A6QL63-3	ENSP00000447319
NX_A6QL63-4	ENSP00000280758
NX_A6QL63-4	ENSP00000349690
NX_A6QL63-4	ENSP00000413889
NX_A6QL63-4	ENSP00000448322
NX_A6QL63-5	ENSP00000349690
NX_A6QL64-1	ENSP00000391950
NX_A6QL64-1	ENSP00000419530
NX_A6XGL0-1	ENSP00000426964
NX_A6XGL0-2	ENSP00000398520
NX_A6ZKI3-1	ENSP00000257013
NX_A7E2F4-1	ENSP00000402791
NX_A7E2F4-3	ENSP00000352111
NX_A7E2S9-1	ENSP00000386398
NX_A7E2S9-2	ENSP00000295181
NX_A7E2U8-1	ENSP00000368127
NX_A7E2V4-1	ENSP00000474748
NX_A7E2V4-4	ENSP00000381693
NX_A7E2Y1-1	ENSP00000262873
NX_A7E2Y1-1	ENSP00000483640
NX_A7KAX9-1	ENSP00000310561
NX_A7KAX9-2	ENSP00000310561
NX_A7KAX9-2	ENSP00000376425
NX_A7KAX9-2	ENSP00000432862
NX_A7MBM2-1	ENSP00000267889
NX_A7MCY6-1	ENSP00000354777
NX_A7MCY6-2	ENSP00000484395
NX_A7MD48-1	ENSP00000267260
NX_A7XYQ1-1	ENSP00000318900
NX_A8CG34-1	ENSP00000476236
NX_A8CG34-2	ENSP00000476236
NX_A8CG34-2	ENSP00000481575
NX_A8K0R7-1	ENSP00000399863
NX_A8K0R7-1	ENSP00000453109
NX_A8K0R7-1	ENSP00000453363
NX_A8K0R7-5	ENSP00000399863
NX_A8K0Z3-1	ENSP00000485627
NX_A8K2U0-1	ENSP00000299698
NX_A8K2U0-2	ENSP00000438292
NX_A8K4G0-1	ENSP00000376397
NX_A8K5M9-1	ENSP00000341178
NX_A8K7I4-1	ENSP00000234701
NX_A8K7I4-1	ENSP00000378200
NX_A8K830-1	ENSP00000381115
NX_A8K830-1	ENSP00000434519
NX_A8K830-1	ENSP00000481028
NX_A8K830-1	ENSP00000484135
NX_A8K830-5	ENSP00000484135
NX_A8K855-1	ENSP00000360129
NX_A8K8P3-1	ENSP00000383145
NX_A8K8P3-2	ENSP00000402679
NX_A8K8P3-3	ENSP00000383146
NX_A8K8P3-9	ENSP00000443025
NX_A8K8V0-1	ENSP00000378642
NX_A8K8V0-2	ENSP00000420340
NX_A8K979-1	ENSP00000350651
NX_A8K979-2	ENSP00000350651
NX_A8K979-2	ENSP00000454661
NX_A8K979-2	ENSP00000455982
NX_A8K979-3	ENSP00000457488
NX_A8K979-4	ENSP00000300005
NX_A8MPS7-1	ENSP00000292778
NX_A8MPS7-2	ENSP00000381847
NX_A8MPS7-3	ENSP00000402481
NX_A8MPX8-1	ENSP00000373702
NX_A8MPX8-3	ENSP00000331295
NX_A8MPY1-1	ENSP00000420790
NX_A8MPY1-1	ENSP00000481321
NX_A8MQ03-1	ENSP00000386453
NX_A8MQ14-1	ENSP00000464976
NX_A8MQ27-1	ENSP00000358815
NX_A8MQ27-2	ENSP00000430001
NX_A8MQ27-3	ENSP00000429797
NX_A8MQB3-1	ENSP00000384286
NX_A8MQT2-1	ENSP00000343064
NX_A8MQT2-2	ENSP00000343064
NX_A8MQT2-2	ENSP00000400063
NX_A8MRT5-1	ENSP00000430633
NX_A8MRT5-1	ENSP00000440703
NX_A8MSI8-1	ENSP00000368396
NX_A8MSI8-1	ENSP00000368397
NX_A8MT33-1	ENSP00000367911
NX_A8MT65-1	ENSP00000437590
NX_A8MT66-1	ENSP00000383407
NX_A8MT69-1	ENSP00000376168
NX_A8MT69-2	ENSP00000302951
NX_A8MT69-3	ENSP00000462015
NX_A8MT70-1	ENSP00000376519
NX_A8MT70-2	ENSP00000305065
NX_A8MT70-2	ENSP00000390232
NX_A8MT70-3	ENSP00000376517
NX_A8MT70-3	ENSP00000376519
NX_A8MT70-3	ENSP00000376520
NX_A8MTA8-1	ENSP00000382646
NX_A8MTA8-2	ENSP00000412746
NX_A8MTB9-1	ENSP00000379738
NX_A8MTJ3-1	ENSP00000381339
NX_A8MTJ6-1	ENSP00000478384
NX_A8MTL0-1	ENSP00000394653
NX_A8MTL3-1	ENSP00000382794
NX_A8MTL3-1	ENSP00000397830
NX_A8MTL9-1	ENSP00000386207
NX_A8MTQ0-1	ENSP00000381486
NX_A8MTT3-1	ENSP00000380254
NX_A8MTT3-1	ENSP00000380403
NX_A8MTT3-1	ENSP00000383895
NX_A8MTT3-1	ENSP00000384331
NX_A8MTT3-1	ENSP00000384813
NX_A8MTY0-1	ENSP00000413411
NX_A8MTY7-1	ENSP00000375149
NX_A8MTZ0-1	ENSP00000436622
NX_A8MTZ0-1	ENSP00000474675
NX_A8MTZ0-2	ENSP00000431936
NX_A8MTZ0-2	ENSP00000432849
NX_A8MTZ0-2	ENSP00000433157
NX_A8MTZ0-2	ENSP00000436622
NX_A8MTZ0-2	ENSP00000474675
NX_A8MTZ0-3	ENSP00000432274
NX_A8MTZ0-4	ENSP00000433157
NX_A8MTZ7-1	ENSP00000413728
NX_A8MU46-1	ENSP00000382108
NX_A8MU76-1	ENSP00000482925
NX_A8MUK1-1	ENSP00000425955
NX_A8MUM7-1	ENSP00000375904
NX_A8MUP2-1	ENSP00000431287
NX_A8MUP6-1	ENSP00000465978
NX_A8MUV8-1	ENSP00000485448
NX_A8MUX0-1	ENSP00000375147
NX_A8MUZ8-1	ENSP00000383020
NX_A8MV23-1	ENSP00000428316
NX_A8MV23-2	ENSP00000430755
NX_A8MV23-2	ENSP00000441468
NX_A8MV24-1	ENSP00000479396
NX_A8MV65-1	ENSP00000381436
NX_A8MV65-2	ENSP00000373199
NX_A8MV81-1	ENSP00000381473
NX_A8MVA2-1	ENSP00000375150
NX_A8MVS5-1	ENSP00000380920
NX_A8MVS5-1	ENSP00000468568
NX_A8MVW0-1	ENSP00000293443
NX_A8MVW5-1	ENSP00000377980
NX_A8MVW5-2	ENSP00000340532
NX_A8MVW5-3	ENSP00000390204
NX_A8MVX0-2	ENSP00000381780
NX_A8MVX0-2	ENSP00000387020
NX_A8MW92-1	ENSP00000378784
NX_A8MW92-1	ENSP00000482945
NX_A8MW92-2	ENSP00000338269
NX_A8MW95-1	ENSP00000488361
NX_A8MW99-1	ENSP00000473370
NX_A8MWE9-1	ENSP00000481567
NX_A8MWV9-1	ENSP00000397039
NX_A8MWY0-1	ENSP00000413445
NX_A8MWY0-2	ENSP00000378203
NX_A8MWY0-3	ENSP00000402390
NX_A8MX34-1	ENSP00000375148
NX_A8MX76-1	ENSP00000385247
NX_A8MX76-2	ENSP00000381805
NX_A8MXD5-1	ENSP00000382670
NX_A8MXK1-1	ENSP00000386607
NX_A8MXT2-1	ENSP00000382883
NX_A8MXT2-1	ENSP00000382884
NX_A8MXV4-1	ENSP00000380251
NX_A8MXV6-1	ENSP00000382000
NX_A8MXY4-1	ENSP00000472969
NX_A8MXZ3-1	ENSP00000381488
NX_A8MY62-1	ENSP00000483725
NX_A8MYA2-1	ENSP00000480355
NX_A8MYA2-1	ENSP00000482270
NX_A8MYJ7-1	ENSP00000383873
NX_A8MYJ7-1	ENSP00000490537
NX_A8MYP8-1	ENSP00000382804
NX_A8MYP8-1	ENSP00000390712
NX_A8MYU2-1	ENSP00000382770
NX_A8MYZ5-1	ENSP00000381760
NX_A8MZ26-1	ENSP00000381247
NX_A8MZ36-1	ENSP00000382086
NX_A8MZ59-1	ENSP00000380053
NX_A8MZ97-1	ENSP00000402915
NX_A8MZA4-1	ENSP00000480376
NX_A8MZG2-2	ENSP00000401335
NX_A8TX70-1	ENSP00000309762
NX_A9QM74-1	ENSP00000330878
NX_A9UHW6-1	ENSP00000321625
NX_A9UHW6-1	ENSP00000484245
NX_A9UHW6-2	ENSP00000245551
NX_A9UHW6-3	ENSP00000462459
NX_A9UHW6-3	ENSP00000463334
NX_A9YTQ3-1	ENSP00000424601
NX_A9YTQ3-2	ENSP00000323816
NX_A9YTQ3-3	ENSP00000323816
NX_B0FP48-1	ENSP00000342938
NX_B0I1T2-1	ENSP00000258787
NX_B0YJ81-1	ENSP00000355308
NX_B1AH88-1	ENSP00000328973
NX_B1AH88-1	ENSP00000338004
NX_B1AH88-1	ENSP00000379563
NX_B1AH88-1	ENSP00000463495
NX_B1AJZ9-1	ENSP00000351770
NX_B1AJZ9-1	ENSP00000365166
NX_B1AK53-1	ENSP00000367059
NX_B1AK53-2	ENSP00000465308
NX_B1AKI9-1	ENSP00000262487
NX_B1AL46-1	ENSP00000407521
NX_B1AL88-1	ENSP00000365080
NX_B1ANS9-1	ENSP00000355510
NX_B1APH4-2	ENSP00000392335
NX_B1ATL7-1	ENSP00000360166
NX_B2CW77-1	ENSP00000392204
NX_B2RC85-1	ENSP00000297186
NX_B2RC85-1	ENSP00000384766
NX_B2RC85-1	ENSP00000386102
NX_B2RC85-2	ENSP00000445255
NX_B2RD01-1	ENSP00000393854
NX_B2RN74-1	ENSP00000449002
NX_B2RNN3-1	ENSP00000371572
NX_B2RNN3-1	ENSP00000371575
NX_B2RTY4-1	ENSP00000348349
NX_B2RTY4-1	ENSP00000398250
NX_B2RTY4-3	ENSP00000399162
NX_B2RU33-1	ENSP00000351856
NX_B2RUY7-1	ENSP00000308976
NX_B2RUZ4-1	ENSP00000457386
NX_B2RV13-1	ENSP00000415662
NX_B2RXF0-1	ENSP00000395244
NX_B2RXF5-1	ENSP00000409107
NX_B2RXF5-1	ENSP00000450673
NX_B2RXH2-1	ENSP00000397239
NX_B2RXH4-1	ENSP00000394472
NX_B2RXH4-1	ENSP00000397020
NX_B2RXH8-1	ENSP00000479203
NX_B3EWG3-1	ENSP00000342790
NX_B3EWG5-1	ENSP00000485370
NX_B3EWG6-1	ENSP00000413896
NX_B3GLJ2-1	ENSP00000395505
NX_B3KS81-1	ENSP00000414512
NX_B3KS81-1	ENSP00000476253
NX_B3SHH9-1	ENSP00000484263
NX_B4DJY2-1	ENSP00000403130
NX_B4DS77-1	ENSP00000454014
NX_B4DS77-2	ENSP00000454014
NX_B4DS77-3	ENSP00000395245
NX_B4DU55-1	ENSP00000414887
NX_B4DX44-1	ENSP00000347210
NX_B4DX44-1	ENSP00000400852
NX_B4DXR9-1	ENSP00000415774
NX_B4E2M5-1	ENSP00000454770
NX_B5MCN3-1	ENSP00000385695
NX_B5MCY1-1	ENSP00000384376
NX_B5MCY1-1	ENSP00000478350
NX_B5MD39-1	ENSP00000477856
NX_B5ME19-1	ENSP00000370258
NX_B5ME19-1	ENSP00000381917
NX_B6A8C7-1	ENSP00000439454
NX_B6A8C7-2	ENSP00000484383
NX_B6SEH8-1	ENSP00000473153
NX_B6SEH9-1	ENSP00000472919
NX_B7U540-1	ENSP00000457807
NX_B7Z1M9-1	ENSP00000389554
NX_B7Z368-1	ENSP00000479444
NX_B7Z6K7-1	ENSP00000410545
NX_B7Z8K6-1	ENSP00000451468
NX_B7Z8K6-1	ENSP00000490520
NX_B7ZAP0-1	ENSP00000356661
NX_B7ZAQ6-1	ENSP00000319673
NX_B7ZAQ6-2	ENSP00000319673
NX_B7ZAQ6-2	ENSP00000432248
NX_B7ZAQ6-2	ENSP00000434495
NX_B7ZAQ6-2	ENSP00000436705
NX_B7ZAQ6-3	ENSP00000319673
NX_B7ZAQ6-3	ENSP00000432248
NX_B7ZAQ6-3	ENSP00000434495
NX_B7ZAQ6-4	ENSP00000434108
NX_B7ZAQ6-4	ENSP00000436705
NX_B7ZBB8-1	ENSP00000393832
NX_B7ZW38-1	ENSP00000478017
NX_B9A014-1	ENSP00000386791
NX_B9A064-1	ENSP00000431254
NX_B9A064-2	ENSP00000434368
NX_B9A6J9-1	ENSP00000479577
NX_B9A6J9-1	ENSP00000481508
NX_B9EJG8-1	ENSP00000403438
NX_B9EJG8-1	ENSP00000420919
NX_B9ZVM9-1	ENSP00000355797
NX_C9J069-1	ENSP00000412388
NX_C9J1S8-1	ENSP00000474678
NX_C9J1S8-1	ENSP00000474850
NX_C9J1S8-1	ENSP00000485097
NX_C9J1S8-1	ENSP00000485325
NX_C9J202-1	ENSP00000479850
NX_C9J2P7-1	ENSP00000410621
NX_C9J302-1	ENSP00000391404
NX_C9J3I9-1	ENSP00000490013
NX_C9J3I9-1	ENSP00000490090
NX_C9J3V5-1	ENSP00000397002
NX_C9J442-1	ENSP00000385467
NX_C9J6K1-1	ENSP00000417035
NX_C9J798-1	ENSP00000417895
NX_C9J7I0-1	ENSP00000489648
NX_C9JBD0-1	ENSP00000373254
NX_C9JBD0-1	ENSP00000388094
NX_C9JBD0-1	ENSP00000413859
NX_C9JCN9-1	ENSP00000414236
NX_C9JDP6-1	ENSP00000396304
NX_C9JE40-1	ENSP00000416673
NX_C9JE40-1	ENSP00000453915
NX_C9JFL3-1	ENSP00000410024
NX_C9JG80-1	ENSP00000404439
NX_C9JH25-1	ENSP00000415026
NX_C9JH25-1	ENSP00000445239
NX_C9JH25-2	ENSP00000419296
NX_C9JI98-1	ENSP00000416154
NX_C9JJ37-1	ENSP00000395461
NX_C9JJ37-2	ENSP00000410162
NX_C9JJH3-1	ENSP00000403760
NX_C9JL84-1	ENSP00000388322
NX_C9JLJ4-1	ENSP00000414392
NX_C9JLR9-1	ENSP00000482180
NX_C9JLW8-1	ENSP00000408827
NX_C9JLW8-1	ENSP00000409009
NX_C9JLW8-1	ENSP00000445543
NX_C9JLW8-1	ENSP00000458707
NX_C9JLW8-1	ENSP00000458720
NX_C9JLW8-1	ENSP00000460461
NX_C9JLW8-1	ENSP00000461433
NX_C9JN71-1	ENSP00000447931
NX_C9JPN9-1	ENSP00000389443
NX_C9JQI7-1	ENSP00000401477
NX_C9JR72-1	ENSP00000388723
NX_C9JRZ8-2	ENSP00000389289
NX_C9JRZ8-2	ENSP00000397009
NX_C9JSJ3-1	ENSP00000402674
NX_C9JTQ0-1	ENSP00000399547
NX_C9JUS6-1	ENSP00000393631
NX_C9JVI0-1	ENSP00000400880
NX_C9JVW0-1	ENSP00000447679
NX_C9JXX5-1	ENSP00000401498
NX_D3DTV9-1	ENSP00000481367
NX_D3DTV9-1	ENSP00000484945
NX_D3W0D1-1	ENSP00000438244
NX_D6R901-1	ENSP00000422216
NX_D6R9N7-1	ENSP00000423503
NX_D6RA61-1	ENSP00000423115
NX_D6RBM5-1	ENSP00000424077
NX_D6RBQ6-1	ENSP00000422621
NX_D6RCP7-1	ENSP00000425582
NX_D6REC4-1	ENSP00000425050
NX_D6REC4-1	ENSP00000488922
NX_D6RGH6-1	ENSP00000426359
NX_D6RJB6-1	ENSP00000427264
NX_E0CX11-1	ENSP00000425996
NX_E2RYF6-1	ENSP00000455906
NX_E5RG02-1	ENSP00000430307
NX_E5RHQ5-1	ENSP00000430853
NX_E5RJM6-1	ENSP00000445688
NX_E5RJM6-1	ENSP00000482314
NX_E5RJM6-2	ENSP00000428201
NX_E5RJM6-2	ENSP00000428419
NX_E5RJM6-3	ENSP00000429035
NX_E5RQL4-1	ENSP00000482786
NX_E7ERA6-1	ENSP00000410533
NX_E7ETH6-1	ENSP00000392410
NX_E7EU14-1	ENSP00000392262
NX_E7EW31-1	ENSP00000416033
NX_E9PAV3-1	ENSP00000403817
NX_E9PAV3-2	ENSP00000448035
NX_E9PGG2-1	ENSP00000409950
NX_E9PGG2-1	ENSP00000439513
NX_E9PI22-1	ENSP00000436891
NX_E9PIF3-1	ENSP00000432029
NX_E9PJ23-1	ENSP00000431871
NX_E9PJI5-1	ENSP00000431814
NX_E9PKD4-1	ENSP00000433597
NX_E9PKD4-2	ENSP00000441072
NX_E9PQ53-1	ENSP00000432614
NX_E9PQR5-1	ENSP00000434399
NX_E9PQX1-1	ENSP00000432459
NX_E9PRG8-1	ENSP00000432316
NX_F2Z333-1	ENSP00000389111
NX_F2Z398-1	ENSP00000317235
NX_F2Z3F1-1	ENSP00000406718
NX_F5GYI3-1	ENSP00000440243
NX_F5GYI3-1	ENSP00000454012
NX_F5H284-1	ENSP00000439444
NX_F5H4A9-1	ENSP00000313324
NX_F5H4B4-1	ENSP00000445093
NX_F7VJQ1-1	ENSP00000368752
NX_F7VJQ1-1	ENSP00000399376
NX_F7VJQ1-1	ENSP00000411599
NX_F7VJQ1-1	ENSP00000415284
NX_F8VTS6-1	ENSP00000345151
NX_F8W1W9-1	ENSP00000446902
NX_F8WBI6-1	ENSP00000398454
NX_F8WCM5-1	ENSP00000348986
NX_F8WCM5-1	ENSP00000380440
NX_F8WFD2-1	ENSP00000448841
NX_G3V0H7-1	ENSP00000394168
NX_H0UI37-1	ENSP00000489733
NX_H0Y354-1	ENSP00000463032
NX_H0YL09-1	ENSP00000453012
NX_H0YL14-1	ENSP00000452750
NX_H0YL14-1	ENSP00000453019
NX_H0YL14-1	ENSP00000457272
NX_H3BMG3-1	ENSP00000454370
NX_H3BNL1-1	ENSP00000454903
NX_H3BNL8-1	ENSP00000454913
NX_H3BPM6-1	ENSP00000455385
NX_H3BQB6-1	ENSP00000455698
NX_H3BQJ8-1	ENSP00000455811
NX_H3BQW9-1	ENSP00000455971
NX_H3BR10-1	ENSP00000456026
NX_H3BRN8-1	ENSP00000456337
NX_H3BS89-1	ENSP00000456594
NX_H3BSY2-1	ENSP00000456927
NX_H3BTG2-1	ENSP00000457161
NX_H3BTG2-2	ENSP00000487236
NX_H3BU77-1	ENSP00000457511
NX_H3BUK9-1	ENSP00000456953
NX_H3BV60-1	ENSP00000457962
NX_H7BZ55-1	ENSP00000397968
NX_H7C241-1	ENSP00000403980
NX_H7C350-1	ENSP00000409542
NX_I0J062-1	ENSP00000479258
NX_I1YAP6-1	ENSP00000474003
NX_I3L1E1-1	ENSP00000458772
NX_I3L1I5-1	ENSP00000458866
NX_I3L273-1	ENSP00000459439
NX_I3L273-1	ENSP00000478493
NX_I3L3R5-1	ENSP00000460665
NX_I6L899-1	ENSP00000323217
NX_K7EJ46-1	ENSP00000465021
NX_K7EJ46-1	ENSP00000482700
NX_K7EJ46-2	ENSP00000464748
NX_K7EJ46-2	ENSP00000465037
NX_K7EJ46-2	ENSP00000468237
NX_K7EJ46-2	ENSP00000481592
NX_K7EJ46-3	ENSP00000464737
NX_K7EJ46-3	ENSP00000465660
NX_K7EJ46-3	ENSP00000467010
NX_M0QZC1-1	ENSP00000470441
NX_O00110-1	ENSP00000465620
NX_O00115-1	ENSP00000222219
NX_O00116-1	ENSP00000264167
NX_O00124-1	ENSP00000479216
NX_O00124-2	ENSP00000478502
NX_O00124-3	ENSP00000481635
NX_O00139-1	ENSP00000370493
NX_O00139-1	ENSP00000385622
NX_O00139-2	ENSP00000423772
NX_O00139-3	ENSP00000385622
NX_O00139-4	ENSP00000385000
NX_O00139-5	ENSP00000370493
NX_O00141-1	ENSP00000237305
NX_O00141-2	ENSP00000356832
NX_O00141-3	ENSP00000396242
NX_O00141-4	ENSP00000356831
NX_O00141-5	ENSP00000434450
NX_O00142-1	ENSP00000299697
NX_O00142-1	ENSP00000414334
NX_O00142-1	ENSP00000440898
NX_O00142-2	ENSP00000435312
NX_O00142-3	ENSP00000438143
NX_O00142-4	ENSP00000407469
NX_O00142-4	ENSP00000483833
NX_O00142-5	ENSP00000299697
NX_O00142-5	ENSP00000407469
NX_O00142-5	ENSP00000414334
NX_O00142-5	ENSP00000433770
NX_O00142-5	ENSP00000434594
NX_O00142-5	ENSP00000435312
NX_O00142-5	ENSP00000438143
NX_O00142-5	ENSP00000440898
NX_O00142-5	ENSP00000457959
NX_O00142-5	ENSP00000463560
NX_O00142-5	ENSP00000483833
NX_O00142-6	ENSP00000299697
NX_O00142-6	ENSP00000414334
NX_O00144-1	ENSP00000345785
NX_O00148-1	ENSP00000242776
NX_O00148-2	ENSP00000322749
NX_O00148-3	ENSP00000392929
NX_O00148-3	ENSP00000467862
NX_O00151-1	ENSP00000360305
NX_O00154-1	ENSP00000367086
NX_O00154-2	ENSP00000402532
NX_O00154-3	ENSP00000367091
NX_O00154-4	ENSP00000354615
NX_O00154-4	ENSP00000439218
NX_O00154-4	ENSP00000476610
NX_O00154-5	ENSP00000367076
NX_O00154-6	ENSP00000367073
NX_O00154-7	ENSP00000354615
NX_O00154-7	ENSP00000439218
NX_O00155-1	ENSP00000301917
NX_O00159-1	ENSP00000352834
NX_O00159-2	ENSP00000352834
NX_O00159-2	ENSP00000354283
NX_O00159-2	ENSP00000412197
NX_O00159-2	ENSP00000437685
NX_O00159-2	ENSP00000459174
NX_O00159-3	ENSP00000412197
NX_O00160-1	ENSP00000344871
NX_O00160-1	ENSP00000481682
NX_O00161-1	ENSP00000249647
NX_O00161-2	ENSP00000207062
NX_O00161-2	ENSP00000380327
NX_O00165-1	ENSP00000329002
NX_O00165-2	ENSP00000435088
NX_O00165-3	ENSP00000329002
NX_O00165-5	ENSP00000411448
NX_O00165-6	ENSP00000403848
NX_O00167-1	ENSP00000333640
NX_O00167-2	ENSP00000417105
NX_O00167-3	ENSP00000349986
NX_O00168-1	ENSP00000343314
NX_O00168-1	ENSP00000393611
NX_O00168-1	ENSP00000465289
NX_O00168-1	ENSP00000466398
NX_O00168-1	ENSP00000467727
NX_O00168-1	ENSP00000468535
NX_O00168-1	ENSP00000481244
NX_O00170-1	ENSP00000279146
NX_O00175-1	ENSP00000222902
NX_O00175-1	ENSP00000400533
