NX_A0A075B6J9	ENSP00000374845
NX_A8MT82	ENSP00000485140
NX_A8MTA8	ENSP00000480923
NX_A8MTL3	ENSP00000382789
NX_A8MTL3	ENSP00000450766
NX_A8MTL3	ENSP00000451124
NX_A8MTY0	ENSP00000471547
NX_A8MTY0	ENSP00000473253
NX_A8MTY7	ENSP00000460369
NX_A8MTZ0	ENSP00000435795
NX_A8MU46	ENSP00000432651
NX_A8MU93	ENSP00000485561
NX_A8MUM7	ENSP00000471564
NX_A8MUX0	ENSP00000460805
NX_A8MV23	ENSP00000427824
NX_A8MV24	ENSP00000482299
NX_A8MV65	ENSP00000419115
NX_A8MV65	ENSP00000489678
NX_A8MVA2	ENSP00000460691
NX_A8MVW0	ENSP00000466195
NX_A8MVW0	ENSP00000466493
NX_A8MVW5	ENSP00000389592
NX_A8MVX0	ENSP00000399688
NX_A8MVX0	ENSP00000413620
NX_A8MW92	ENSP00000220847
NX_A8MW92	ENSP00000378775
NX_A8MW92	ENSP00000378777
NX_A8MW92	ENSP00000378788
NX_A8MW92	ENSP00000428091
NX_A8MW92	ENSP00000430688
NX_A8MW92	ENSP00000433125
NX_A8MW92	ENSP00000433524
NX_A8MW92	ENSP00000487068
NX_A8MWE9	ENSP00000383366
NX_A8MWY0	ENSP00000381325
NX_A8MWY0	ENSP00000387496
NX_A8MWY0	ENSP00000397377
NX_A8MWY0	ENSP00000406961
NX_A8MWY0	ENSP00000410045
NX_A8MX34	ENSP00000459109
NX_A8MX34	ENSP00000461202
NX_A8MXK1	ENSP00000381277
NX_A8MXY4	ENSP00000380293
NX_A8MXZ3	ENSP00000488957
NX_A8MXZ3	ENSP00000488996
NX_A8MXZ3	ENSP00000489312
NX_A8MY62	ENSP00000402297
NX_A8MYJ7	ENSP00000483029
NX_A8MYP8	ENSP00000384012
NX_A8MYP8	ENSP00000384310
NX_A8MYP8	ENSP00000385123
NX_A8MYP8	ENSP00000393668
NX_A8MYU2	ENSP00000428106
NX_A8MYU2	ENSP00000428552
NX_A8MYU2	ENSP00000429149
NX_A8MYU2	ENSP00000429951
NX_A8MYV0	ENSP00000382097
NX_A8MYV0	ENSP00000403984
NX_A8MYZ6	ENSP00000361672
NX_A8MZ59	ENSP00000486698
NX_A8MZ97	ENSP00000381621
NX_A8MZ97	ENSP00000398725
NX_A8MZ97	ENSP00000481253
NX_A8MZ97	ENSP00000482798
NX_A8MZ97	ENSP00000484061
NX_A8MZG2	ENSP00000382553
NX_A8TX70	ENSP00000265379
NX_A8TX70	ENSP00000362250
NX_A8TX70	ENSP00000422898
NX_A8TX70	ENSP00000424968
NX_A9UHW6	ENSP00000462412
NX_A9UHW6	ENSP00000462655
NX_A9UHW6	ENSP00000463264
NX_A9UHW6	ENSP00000463493
NX_A9UHW6	ENSP00000463579
NX_A9UHW6	ENSP00000463629
NX_A9UHW6	ENSP00000464448
NX_A9YTQ3	ENSP00000424880
NX_A9YTQ3	ENSP00000426076
NX_A9YTQ3	ENSP00000426932
NX_A9YTQ3	ENSP00000428893
NX_A9YTQ3	ENSP00000429944
NX_A9YTQ3	ENSP00000430842
NX_A9YTQ3	ENSP00000430914
NX_B0I1T2	ENSP00000417650
NX_B0I1T2	ENSP00000419847
NX_B0YJ81	ENSP00000322923
NX_B0YJ81	ENSP00000462336
NX_B0YJ81	ENSP00000462868
NX_B1AH88	ENSP00000405685
NX_B1AJZ9	ENSP00000318812
NX_B1AJZ9	ENSP00000365163
NX_B1AJZ9	ENSP00000365165
NX_B1AJZ9	ENSP00000399819
NX_B1AJZ9	ENSP00000402241
NX_B1AJZ9	ENSP00000432147
NX_B1AJZ9	ENSP00000434909
NX_B1AJZ9	ENSP00000436559
NX_B1AK53	ENSP00000399239
NX_B1AK53	ENSP00000401793
NX_B1AK53	ENSP00000413621
NX_B1AK53	ENSP00000466437
NX_B1AK53	ENSP00000487748
NX_B1AK53	ENSP00000488071
NX_B1AK53	ENSP00000488721
NX_B1AK53	ENSP00000490186
NX_B1AK53	ENSP00000490230
NX_B1AL46	ENSP00000473558
NX_B1ANS9	ENSP00000402446
NX_B1ANS9	ENSP00000406342
NX_B1ANS9	ENSP00000406656
NX_B1ANS9	ENSP00000431729
NX_B1APH4	ENSP00000314093
NX_B1APH4	ENSP00000395135
NX_B1APH4	ENSP00000395343
NX_B2CW77	ENSP00000489239
NX_B2RC85	ENSP00000395335
NX_B2RC85	ENSP00000396498
NX_B2RNN3	ENSP00000371580
NX_B2RTY4	ENSP00000454446
NX_B2RTY4	ENSP00000454517
NX_B2RTY4	ENSP00000455150
NX_B2RTY4	ENSP00000456192
NX_B2RTY4	ENSP00000456882
NX_B2RTY4	ENSP00000457235
NX_B2RTY4	ENSP00000457407
NX_B2RTY4	ENSP00000457945
NX_B2RU33	ENSP00000421410
NX_B2RU33	ENSP00000481213
NX_B2RUY7	ENSP00000403779
NX_B2RUZ4	ENSP00000456559
NX_B2RUZ4	ENSP00000457674
NX_B2RV13	ENSP00000468141
NX_B2RXH4	ENSP00000432341
NX_B2RXH8	ENSP00000488742
NX_B2RXH8	ENSP00000488781
NX_B3EWF7	ENSP00000405913
NX_B3EWF7	ENSP00000414900
NX_B3SHH9	ENSP00000454261
NX_B3SHH9	ENSP00000485294
NX_B4DU55	ENSP00000428477
NX_B4DU55	ENSP00000430047
NX_B4DU55	ENSP00000431043
NX_B4DX44	ENSP00000391083
NX_B4DXR9	ENSP00000478210
NX_B4E2M5	ENSP00000457147
NX_B5MCN3	ENSP00000393380
NX_B6A8C7	ENSP00000477830
NX_B6A8C7	ENSP00000478234
NX_B6A8C7	ENSP00000478822
NX_B6A8C7	ENSP00000479062
NX_B6A8C7	ENSP00000479185
NX_B6A8C7	ENSP00000479374
NX_B6A8C7	ENSP00000479824
NX_B6A8C7	ENSP00000480049
NX_B6A8C7	ENSP00000480377
NX_B6A8C7	ENSP00000482624
NX_B7Z368	ENSP00000488153
NX_B7Z6K7	ENSP00000469641
NX_B7Z6K7	ENSP00000469704
NX_B7Z6K7	ENSP00000469912
NX_B7Z6K7	ENSP00000470296
NX_B7Z6K7	ENSP00000470328
NX_B7Z6K7	ENSP00000470748
NX_B7Z6K7	ENSP00000471045
NX_B7Z6K7	ENSP00000471385
NX_B7Z6K7	ENSP00000472089
NX_B7Z6K7	ENSP00000480123
NX_B7ZAP0	ENSP00000375916
NX_B7ZAP0	ENSP00000403136
NX_B7ZAP0	ENSP00000435911
NX_B7ZAP0	ENSP00000489163
NX_B7ZAP0	ENSP00000489188
NX_B7ZAP0	ENSP00000489213
NX_B7ZAP0	ENSP00000489232
NX_B7ZAP0	ENSP00000489605
NX_B7ZAQ6	ENSP00000432212
NX_B7ZAQ6	ENSP00000433482
NX_B7ZW38	ENSP00000479365
NX_B7ZW38	ENSP00000488124
NX_B8ZZ34	ENSP00000389964
NX_B8ZZ34	ENSP00000481203
NX_B9A064	ENSP00000436353
NX_B9EJG8	ENSP00000414988
NX_B9EJG8	ENSP00000421812
NX_B9ZVM9	ENSP00000283507
NX_B9ZVM9	ENSP00000440886
NX_C9J1S8	ENSP00000479562
NX_C9J2P7	ENSP00000483519
NX_C9J3I9	ENSP00000490552
NX_C9J3I9	ENSP00000490585
NX_C9J3I9	ENSP00000490661
NX_C9J3V5	ENSP00000449736
NX_C9J6K1	ENSP00000391035
NX_C9J798	ENSP00000303968
NX_C9J798	ENSP00000440982
NX_C9J7I0	ENSP00000490046
NX_C9J7I0	ENSP00000490879
NX_C9JCN9	ENSP00000467108
NX_C9JE40	ENSP00000453695
NX_C9JE40	ENSP00000453723
NX_C9JE40	ENSP00000453898
NX_C9JE40	ENSP00000454201
NX_C9JG80	ENSP00000339196
NX_C9JG80	ENSP00000429523
NX_C9JG80	ENSP00000429543
NX_C9JG80	ENSP00000433301
NX_C9JG80	ENSP00000439166
NX_C9JG80	ENSP00000439720
NX_C9JG80	ENSP00000439732
NX_C9JG80	ENSP00000442065
NX_C9JG80	ENSP00000442776
NX_C9JG80	ENSP00000443445
NX_C9JG80	ENSP00000477616
NX_C9JH25	ENSP00000417878
NX_C9JH25	ENSP00000419221
NX_C9JH25	ENSP00000419282
NX_C9JH25	ENSP00000420155
NX_C9JJ37	ENSP00000386506
NX_C9JJH3	ENSP00000390759
NX_C9JL84	ENSP00000407107
NX_C9JLJ4	ENSP00000481603
NX_C9JLR9	ENSP00000478462
NX_C9JLR9	ENSP00000482857
NX_C9JLR9	ENSP00000483097
NX_C9JLW8	ENSP00000459769
NX_C9JLW8	ENSP00000460100
NX_C9JLW8	ENSP00000460299
NX_C9JLW8	ENSP00000460329
NX_C9JQI7	ENSP00000421614
NX_C9JQI7	ENSP00000423904
NX_C9JQI7	ENSP00000424807
NX_C9JQI7	ENSP00000427785
NX_C9JVI0	ENSP00000477697
NX_D6R901	ENSP00000478565
NX_D6R9N7	ENSP00000477751
NX_D6RA61	ENSP00000480174
NX_D6RBQ6	ENSP00000479739
NX_D6RCP7	ENSP00000481718
NX_D6REC4	ENSP00000480601
NX_D6RF30	ENSP00000426691
NX_D6RGH6	ENSP00000422165
NX_D6RJB6	ENSP00000477832
NX_E0CX11	ENSP00000485469
NX_E5RHQ5	ENSP00000479201
NX_E5RQL4	ENSP00000454447
NX_E5RQL4	ENSP00000456442
NX_E5RQL4	ENSP00000457780
NX_E7ETH6	ENSP00000469623
NX_E7ETH6	ENSP00000472004
NX_E7EU14	ENSP00000471730
NX_E7EU14	ENSP00000481586
NX_E9PAV3	ENSP00000446745
NX_E9PAV3	ENSP00000446933
NX_E9PAV3	ENSP00000447133
NX_E9PAV3	ENSP00000447207
NX_E9PAV3	ENSP00000447666
NX_E9PAV3	ENSP00000447705
NX_E9PAV3	ENSP00000447764
NX_E9PAV3	ENSP00000448039
NX_E9PAV3	ENSP00000450383
NX_E9PB15	ENSP00000386902
NX_E9PB15	ENSP00000401675
NX_E9PB15	ENSP00000404440
NX_E9PB15	ENSP00000467778
NX_E9PI22	ENSP00000480164
NX_E9PIF3	ENSP00000432767
NX_E9PIF3	ENSP00000446882
NX_E9PJ23	ENSP00000435924
NX_E9PJI5	ENSP00000343256
NX_E9PKD4	ENSP00000435611
NX_E9PQ53	ENSP00000435967
NX_E9PQ53	ENSP00000478766
NX_E9PQ53	ENSP00000481472
NX_E9PQR5	ENSP00000434100
NX_E9PQX1	ENSP00000435002
NX_E9PQX1	ENSP00000436355
NX_E9PQX1	ENSP00000485248
NX_E9PRG8	ENSP00000432523
NX_F2Z3F1	ENSP00000480926
NX_F5GYI3	ENSP00000452794
NX_F5H4B4	ENSP00000348086
NX_F8W1W9	ENSP00000350444
NX_F8WBI6	ENSP00000454473
NX_F8WBI6	ENSP00000482461
NX_F8WFD2	ENSP00000434172
NX_F8WFD2	ENSP00000437133
NX_G3V0H7	ENSP00000439857
NX_H0UI37	ENSP00000490043
NX_H0Y354	ENSP00000358174
NX_H0Y7S4	ENSP00000485656
NX_H0YL14	ENSP00000455849
NX_H0YL14	ENSP00000458020
NX_H0YM25	ENSP00000483673
NX_H0YM25	ENSP00000484257
NX_H3BNL1	ENSP00000455944
NX_H3BPM6	ENSP00000456723
NX_H3BQB6	ENSP00000454363
NX_H3BQJ8	ENSP00000487842
NX_H3BQW9	ENSP00000454338
NX_H3BS89	ENSP00000484025
NX_H3BTG2	ENSP00000487118
NX_H3BUK9	ENSP00000454944
NX_I1YAP6	ENSP00000474353
NX_I3L1E1	ENSP00000466779
NX_I3L3R5	ENSP00000460852
NX_I3L3R5	ENSP00000488939
NX_I3L3R5	ENSP00000489598
NX_K9M1U5	ENSP00000476098
NX_K9M1U5	ENSP00000480679
NX_K9M1U5	ENSP00000489240
NX_K9M1U5	ENSP00000489559
NX_O00110	ENSP00000487603
NX_O00115	ENSP00000466912
NX_O00116	ENSP00000386688
NX_O00116	ENSP00000490844
NX_O00124	ENSP00000477532
NX_O00124	ENSP00000480065
NX_O00124	ENSP00000482772
NX_O00124	ENSP00000483433
NX_O00139	ENSP00000421041
NX_O00139	ENSP00000423542
NX_O00139	ENSP00000425411
NX_O00141	ENSP00000431705
NX_O00141	ENSP00000434302
NX_O00141	ENSP00000435577
NX_O00141	ENSP00000435724
NX_O00141	ENSP00000436470
NX_O00142	ENSP00000455187
NX_O00142	ENSP00000462341
NX_O00142	ENSP00000462721
NX_O00142	ENSP00000463326
NX_O00142	ENSP00000464313
NX_O00148	ENSP00000464801
NX_O00148	ENSP00000465926
NX_O00148	ENSP00000466810
NX_O00148	ENSP00000467040
NX_O00148	ENSP00000467411
NX_O00148	ENSP00000467911
NX_O00148	ENSP00000485838
NX_O00154	ENSP00000465719
NX_O00159	ENSP00000458610
NX_O00159	ENSP00000459271
NX_O00159	ENSP00000459558
NX_O00159	ENSP00000460415
NX_O00159	ENSP00000460831
NX_O00159	ENSP00000461175
NX_O00159	ENSP00000461682
NX_O00160	ENSP00000469098
NX_O00160	ENSP00000469380
NX_O00160	ENSP00000469387
NX_O00160	ENSP00000469668
NX_O00161	ENSP00000454214
NX_O00161	ENSP00000454799
NX_O00161	ENSP00000454842
NX_O00161	ENSP00000455102
NX_O00161	ENSP00000455339
NX_O00161	ENSP00000455472
NX_O00161	ENSP00000455652
NX_O00161	ENSP00000456000
NX_O00161	ENSP00000456035
NX_O00161	ENSP00000456144
NX_O00161	ENSP00000457535
NX_O00161	ENSP00000458012
NX_O00161	ENSP00000485888
NX_O00161	ENSP00000486335
NX_O00165	ENSP00000394920
NX_O00165	ENSP00000433951
NX_O00167	ENSP00000321590
NX_O00167	ENSP00000395427
NX_O00167	ENSP00000483392
NX_O00168	ENSP00000467818
NX_O00170	ENSP00000434982
NX_O00170	ENSP00000476993
NX_O00178	ENSP00000388147
NX_O00178	ENSP00000397891
NX_O00178	ENSP00000437430
NX_O00178	ENSP00000439505
NX_O00178	ENSP00000442394
NX_O00178	ENSP00000442628
NX_O00178	ENSP00000442881
NX_O00178	ENSP00000445610
NX_O00180	ENSP00000409626
NX_O00182	ENSP00000462359
NX_O00182	ENSP00000462382
NX_O00182	ENSP00000462668
NX_O00182	ENSP00000463125
NX_O00182	ENSP00000464581
NX_O00182	ENSP00000467505
NX_O00189	ENSP00000377625
NX_O00189	ENSP00000391585
NX_O00189	ENSP00000393723
NX_O00189	ENSP00000396928
NX_O00189	ENSP00000400598
NX_O00189	ENSP00000401613
NX_O00189	ENSP00000403663
NX_O00189	ENSP00000406106
NX_O00189	ENSP00000406676
NX_O00189	ENSP00000414286
NX_O00192	ENSP00000384732
NX_O00192	ENSP00000385444
NX_O00193	ENSP00000431237
NX_O00193	ENSP00000432207
NX_O00193	ENSP00000432534
NX_O00194	ENSP00000465009
NX_O00194	ENSP00000468542
NX_O00198	ENSP00000465379
NX_O00203	ENSP00000429228
NX_O00212	ENSP00000432003
NX_O00213	ENSP00000374556
NX_O00213	ENSP00000476536
NX_O00213	ENSP00000476647
NX_O00213	ENSP00000476776
NX_O00213	ENSP00000477022
NX_O00213	ENSP00000481817
NX_O00213	ENSP00000483682
NX_O00213	ENSP00000484493
NX_O00214	ENSP00000238181
NX_O00214	ENSP00000385999
NX_O00214	ENSP00000398630
NX_O00214	ENSP00000405504
NX_O00214	ENSP00000407428
NX_O00214	ENSP00000410843
NX_O00214	ENSP00000413278
NX_O00214	ENSP00000431884
NX_O00214	ENSP00000434860
NX_O00214	ENSP00000435632
NX_O00214	ENSP00000437007
NX_O00217	ENSP00000403972
NX_O00217	ENSP00000431293
NX_O00217	ENSP00000432848
NX_O00217	ENSP00000432968
NX_O00217	ENSP00000433054
NX_O00217	ENSP00000433521
NX_O00217	ENSP00000433645
NX_O00217	ENSP00000434283
NX_O00217	ENSP00000436287
NX_O00219	ENSP00000456246
NX_O00220	ENSP00000428884
NX_O00220	ENSP00000480778
NX_O00221	ENSP00000394658
NX_O00221	ENSP00000454778
NX_O00221	ENSP00000480216
NX_O00222	ENSP00000398012
NX_O00222	ENSP00000409790
NX_O00222	ENSP00000415522
NX_O00222	ENSP00000418255
NX_O00231	ENSP00000462683
NX_O00231	ENSP00000463728
NX_O00231	ENSP00000464434
NX_O00231	ENSP00000464475
NX_O00232	ENSP00000462525
NX_O00232	ENSP00000463017
NX_O00233	ENSP00000261817
NX_O00233	ENSP00000440500
NX_O00233	ENSP00000442210
NX_O00233	ENSP00000443081
NX_O00233	ENSP00000443968
NX_O00238	ENSP00000421144
NX_O00238	ENSP00000424693
NX_O00241	ENSP00000262929
NX_O00241	ENSP00000455568
NX_O00241	ENSP00000456351
NX_O00241	ENSP00000456519
NX_O00241	ENSP00000456747
NX_O00241	ENSP00000457323
NX_O00241	ENSP00000457458
NX_O00241	ENSP00000457829
NX_O00241	ENSP00000457855
NX_O00244	ENSP00000429366
NX_O00244	ENSP00000429982
NX_O00244	ENSP00000430028
NX_O00255	ENSP00000366533
NX_O00255	ENSP00000388016
NX_O00255	ENSP00000394933
NX_O00255	ENSP00000402752
NX_O00255	ENSP00000411218
NX_O00255	ENSP00000413944
NX_O00257	ENSP00000415348
NX_O00257	ENSP00000461198
NX_O00258	ENSP00000370089
NX_O00258	ENSP00000409030
NX_O00258	ENSP00000410228
NX_O00258	ENSP00000485087
NX_O00258	ENSP00000485215
NX_O00258	ENSP00000485555
NX_O00267	ENSP00000469915
NX_O00267	ENSP00000470595
NX_O00267	ENSP00000471561
NX_O00267	ENSP00000472675
NX_O00268	ENSP00000476270
NX_O00268	ENSP00000476294
NX_O00273	ENSP00000468395
NX_O00291	ENSP00000414280
NX_O00294	ENSP00000406765
NX_O00294	ENSP00000477534
NX_O00295	ENSP00000428420
NX_O00295	ENSP00000428535
NX_O00295	ENSP00000429131
NX_O00295	ENSP00000430040
NX_O00299	ENSP00000372896
NX_O00299	ENSP00000372897
NX_O00299	ENSP00000382926
NX_O00299	ENSP00000382931
NX_O00299	ENSP00000391395
NX_O00299	ENSP00000398056
NX_O00299	ENSP00000400280
NX_O00299	ENSP00000400532
NX_O00299	ENSP00000401292
NX_O00299	ENSP00000404037
NX_O00299	ENSP00000404589
NX_O00299	ENSP00000406088
NX_O00299	ENSP00000406335
NX_O00299	ENSP00000406968
NX_O00299	ENSP00000407429
NX_O00299	ENSP00000407791
NX_O00299	ENSP00000408094
NX_O00299	ENSP00000408357
NX_O00299	ENSP00000409247
NX_O00299	ENSP00000409979
NX_O00299	ENSP00000410965
NX_O00299	ENSP00000412217
NX_O00299	ENSP00000413330
NX_O00299	ENSP00000416211
NX_O00299	ENSP00000477623
NX_O00299	ENSP00000478930
NX_O00299	ENSP00000479501
NX_O00299	ENSP00000480256
NX_O00299	ENSP00000482255
NX_O00299	ENSP00000484581
NX_O00300	ENSP00000427924
NX_O00303	ENSP00000432489
NX_O00303	ENSP00000434286
NX_O00303	ENSP00000485772
NX_O00303	ENSP00000486798
NX_O00303	ENSP00000487000
NX_O00303	ENSP00000487359
NX_O00305	ENSP00000353425
NX_O00305	ENSP00000380490
NX_O00305	ENSP00000390161
NX_O00305	ENSP00000399242
NX_O00305	ENSP00000410978
NX_O00305	ENSP00000489621
NX_O00305	ENSP00000489679
NX_O00305	ENSP00000489732
NX_O00305	ENSP00000489746
NX_O00305	ENSP00000489772
NX_O00305	ENSP00000489779
NX_O00305	ENSP00000489787
NX_O00305	ENSP00000489788
NX_O00305	ENSP00000489818
NX_O00305	ENSP00000489876
NX_O00305	ENSP00000489881
NX_O00305	ENSP00000489883
NX_O00305	ENSP00000489912
NX_O00305	ENSP00000489915
NX_O00305	ENSP00000489943
NX_O00305	ENSP00000489953
NX_O00305	ENSP00000489967
NX_O00305	ENSP00000490124
NX_O00305	ENSP00000490127
NX_O00305	ENSP00000490138
NX_O00305	ENSP00000490144
NX_O00305	ENSP00000490145
NX_O00305	ENSP00000490176
NX_O00305	ENSP00000490247
NX_O00305	ENSP00000490249
NX_O00305	ENSP00000490250
NX_O00305	ENSP00000490252
NX_O00305	ENSP00000490298
NX_O00305	ENSP00000490304
NX_O00305	ENSP00000490337
NX_O00305	ENSP00000490430
NX_O00305	ENSP00000490443
NX_O00305	ENSP00000490488
NX_O00305	ENSP00000490501
NX_O00305	ENSP00000490510
NX_O00305	ENSP00000490572
NX_O00305	ENSP00000490603
NX_O00305	ENSP00000490607
NX_O00305	ENSP00000490651
NX_O00305	ENSP00000490660
NX_O00305	ENSP00000490787
NX_O00305	ENSP00000490795
NX_O00305	ENSP00000490817
NX_O00305	ENSP00000490891
NX_O00305	ENSP00000490910
NX_O00305	ENSP00000490918
NX_O00308	ENSP00000455347
NX_O00308	ENSP00000456451
NX_O00308	ENSP00000456582
NX_O00311	ENSP00000398077
NX_O00321	ENSP00000368309
NX_O00321	ENSP00000468453
NX_O00321	ENSP00000475089
NX_O00321	ENSP00000477924
NX_O00321	ENSP00000480641
NX_O00327	ENSP00000431488
NX_O00327	ENSP00000431566
NX_O00327	ENSP00000433540
NX_O00327	ENSP00000433571
NX_O00327	ENSP00000434044
NX_O00327	ENSP00000434263
NX_O00327	ENSP00000434781
NX_O00327	ENSP00000436313
NX_O00327	ENSP00000436442
NX_O00327	ENSP00000436721
NX_O00329	ENSP00000354410
NX_O00329	ENSP00000443811
NX_O00329	ENSP00000446444
NX_O00329	ENSP00000486826
NX_O00330	ENSP00000431281
NX_O00330	ENSP00000432277
NX_O00330	ENSP00000433204
NX_O00337	ENSP00000443752
NX_O00338	ENSP00000387054
NX_O00338	ENSP00000387340
NX_O00338	ENSP00000399651
NX_O00338	ENSP00000401996
NX_O00338	ENSP00000415194
NX_O00339	ENSP00000429042
NX_O00339	ENSP00000429256
NX_O00339	ENSP00000429354
NX_O00339	ENSP00000429622
NX_O00339	ENSP00000429825
NX_O00339	ENSP00000429885
NX_O00339	ENSP00000430358
NX_O00339	ENSP00000430396
NX_O00341	ENSP00000478639
NX_O00341	ENSP00000481341
NX_O00341	ENSP00000484987
NX_O00391	ENSP00000375883
NX_O00391	ENSP00000402170
NX_O00399	ENSP00000427955
NX_O00399	ENSP00000429408
NX_O00399	ENSP00000430109
NX_O00399	ENSP00000431017
NX_O00400	ENSP00000418847
NX_O00400	ENSP00000419066
NX_O00400	ENSP00000419165
NX_O00408	ENSP00000388997
NX_O00408	ENSP00000392457
NX_O00408	ENSP00000410310
NX_O00408	ENSP00000438008
NX_O00408	ENSP00000438295
NX_O00408	ENSP00000438559
NX_O00408	ENSP00000438868
NX_O00408	ENSP00000439077
NX_O00408	ENSP00000439302
NX_O00408	ENSP00000439683
NX_O00408	ENSP00000440834
NX_O00408	ENSP00000441322
NX_O00408	ENSP00000442797
NX_O00408	ENSP00000443232
NX_O00408	ENSP00000443737
NX_O00408	ENSP00000445443
NX_O00408	ENSP00000445750
NX_O00409	ENSP00000450684
NX_O00409	ENSP00000450783
NX_O00409	ENSP00000450833
NX_O00409	ENSP00000451024
NX_O00409	ENSP00000451135
NX_O00409	ENSP00000451437
NX_O00409	ENSP00000451902
NX_O00409	ENSP00000452290
NX_O00409	ENSP00000452444
NX_O00410	ENSP00000385938
NX_O00410	ENSP00000408885
NX_O00410	ENSP00000417162
NX_O00410	ENSP00000417647
NX_O00410	ENSP00000417721
NX_O00410	ENSP00000417993
NX_O00410	ENSP00000419003
NX_O00410	ENSP00000419166
NX_O00410	ENSP00000419398
NX_O00410	ENSP00000419766
NX_O00410	ENSP00000419797
NX_O00410	ENSP00000419860
NX_O00410	ENSP00000420043
NX_O00410	ENSP00000420079
NX_O00410	ENSP00000420149
NX_O00410	ENSP00000420284
NX_O00410	ENSP00000420491
NX_O00410	ENSP00000487097
NX_O00411	ENSP00000466504
NX_O00411	ENSP00000468658
NX_O00411	ENSP00000473524
NX_O00418	ENSP00000456243
NX_O00421	ENSP00000414957
NX_O00422	ENSP00000391846
NX_O00422	ENSP00000475358
NX_O00422	ENSP00000475435
NX_O00423	ENSP00000327384
NX_O00423	ENSP00000451269
NX_O00423	ENSP00000451288
NX_O00423	ENSP00000451346
NX_O00423	ENSP00000451669
NX_O00423	ENSP00000451706
NX_O00423	ENSP00000451805
NX_O00423	ENSP00000451991
NX_O00423	ENSP00000452063
NX_O00423	ENSP00000452089
NX_O00423	ENSP00000452160
NX_O00423	ENSP00000452292
NX_O00423	ENSP00000452474
NX_O00425	ENSP00000395936
NX_O00429	ENSP00000350948
NX_O00429	ENSP00000390090
NX_O00429	ENSP00000396030
NX_O00429	ENSP00000447013
NX_O00429	ENSP00000447788
NX_O00429	ENSP00000447845
NX_O00429	ENSP00000448105
NX_O00429	ENSP00000448802
NX_O00429	ENSP00000450401
NX_O00442	ENSP00000359144
NX_O00443	ENSP00000436244
NX_O00443	ENSP00000436969
NX_O00444	ENSP00000421774
NX_O00444	ENSP00000423412
NX_O00444	ENSP00000427568
NX_O00445	ENSP00000465074
NX_O00445	ENSP00000465110
NX_O00445	ENSP00000465304
NX_O00445	ENSP00000467685
NX_O00445	ENSP00000469874
NX_O00451	ENSP00000306654
NX_O00451	ENSP00000428721
NX_O00451	ENSP00000430622
NX_O00453	ENSP00000372972
NX_O00453	ENSP00000372974
NX_O00453	ENSP00000372976
NX_O00453	ENSP00000372978
NX_O00453	ENSP00000379408
NX_O00453	ENSP00000379418
NX_O00453	ENSP00000383109
NX_O00453	ENSP00000383110
NX_O00453	ENSP00000383111
NX_O00453	ENSP00000383112
NX_O00453	ENSP00000383114
NX_O00453	ENSP00000383116
NX_O00453	ENSP00000383120
NX_O00453	ENSP00000383121
NX_O00453	ENSP00000383122
NX_O00453	ENSP00000383123
NX_O00453	ENSP00000383124
NX_O00453	ENSP00000387560
NX_O00453	ENSP00000387689
NX_O00453	ENSP00000387723
NX_O00453	ENSP00000388397
NX_O00453	ENSP00000388514
NX_O00453	ENSP00000388956
NX_O00453	ENSP00000389579
NX_O00453	ENSP00000389694
NX_O00453	ENSP00000389795
NX_O00453	ENSP00000390430
NX_O00453	ENSP00000390587
NX_O00453	ENSP00000390658
NX_O00453	ENSP00000390885
NX_O00453	ENSP00000391057
NX_O00453	ENSP00000391420
NX_O00453	ENSP00000391961
NX_O00453	ENSP00000391963
NX_O00453	ENSP00000392949
NX_O00453	ENSP00000393046
NX_O00453	ENSP00000393067
NX_O00453	ENSP00000393282
NX_O00453	ENSP00000393345
NX_O00453	ENSP00000393802
NX_O00453	ENSP00000393824
NX_O00453	ENSP00000394614
NX_O00453	ENSP00000394815
NX_O00453	ENSP00000394834
NX_O00453	ENSP00000394891
NX_O00453	ENSP00000395409
NX_O00453	ENSP00000395652
NX_O00453	ENSP00000395821
NX_O00453	ENSP00000396004
NX_O00453	ENSP00000396179
NX_O00453	ENSP00000396181
NX_O00453	ENSP00000396235
NX_O00453	ENSP00000396378
NX_O00453	ENSP00000396431
NX_O00453	ENSP00000396533
NX_O00453	ENSP00000396579
NX_O00453	ENSP00000397826
NX_O00453	ENSP00000398228
NX_O00453	ENSP00000398376
NX_O00453	ENSP00000398510
NX_O00453	ENSP00000398672
NX_O00453	ENSP00000398685
NX_O00453	ENSP00000398700
NX_O00453	ENSP00000398780
NX_O00453	ENSP00000398918
NX_O00453	ENSP00000399051
NX_O00453	ENSP00000399063
NX_O00453	ENSP00000399180
NX_O00453	ENSP00000399203
NX_O00453	ENSP00000399411
NX_O00453	ENSP00000399439
NX_O00453	ENSP00000399474
NX_O00453	ENSP00000399869
NX_O00453	ENSP00000399941
NX_O00453	ENSP00000400069
NX_O00453	ENSP00000400138
NX_O00453	ENSP00000400339
NX_O00453	ENSP00000400638
NX_O00453	ENSP00000400881
NX_O00453	ENSP00000401516
NX_O00453	ENSP00000401567
NX_O00453	ENSP00000401621
NX_O00453	ENSP00000401650
NX_O00453	ENSP00000401655
NX_O00453	ENSP00000402102
NX_O00453	ENSP00000402235
NX_O00453	ENSP00000402637
NX_O00453	ENSP00000402699
NX_O00453	ENSP00000402707
