NX_A0A075B6J9	ENST00000390310
NX_A8MXZ3	ENST00000634235
NX_A8MXZ3	ENST00000634358
NX_A8MXZ3	ENST00000635603
NX_A8MY62	ENST00000426928
NX_A8MYJ7	ENST00000611612
NX_A8MYP8	ENST00000401779
NX_A8MYP8	ENST00000403326
NX_A8MYP8	ENST00000405135
NX_A8MYP8	ENST00000437588
NX_A8MYU2	ENST00000518904
NX_A8MYU2	ENST00000522372
NX_A8MYU2	ENST00000522417
NX_A8MYU2	ENST00000523973
NX_A8MYV0	ENST00000399143
NX_A8MYV0	ENST00000423741
NX_A8MYZ6	ENST00000372591
NX_A8MZ59	ENST00000629267
NX_A8MZ97	ENST00000398622
NX_A8MZ97	ENST00000426997
NX_A8MZ97	ENST00000464909
NX_A8MZ97	ENST00000488469
NX_A8MZ97	ENST00000489686
NX_A8MZG2	ENST00000399645
NX_A8TX70	ENST00000265379
NX_A8TX70	ENST00000373157
NX_A8TX70	ENST00000512482
NX_A8TX70	ENST00000512836
NX_A9UHW6	ENST00000578305
NX_A9UHW6	ENST00000579119
NX_A9UHW6	ENST00000579194
NX_A9UHW6	ENST00000579612
NX_A9UHW6	ENST00000580571
NX_A9UHW6	ENST00000580717
NX_A9UHW6	ENST00000581777
NX_A9YTQ3	ENST00000504625
NX_A9YTQ3	ENST00000506456
NX_A9YTQ3	ENST00000510400
NX_A9YTQ3	ENST00000511487
NX_A9YTQ3	ENST00000512529
NX_A9YTQ3	ENST00000514523
NX_A9YTQ3	ENST00000515206
NX_B0I1T2	ENST00000464434
NX_B0I1T2	ENST00000495831
NX_B0YJ81	ENST00000326961
NX_B0YJ81	ENST00000466335
NX_B0YJ81	ENST00000498812
NX_B1AH88	ENST00000428336
NX_B1AJZ9	ENST00000314668
NX_B1AJZ9	ENST00000375995
NX_B1AJZ9	ENST00000375997
NX_B1AJZ9	ENST00000433640
NX_B1AJZ9	ENST00000444385
NX_B1AJZ9	ENST00000481324
NX_B1AJZ9	ENST00000524761
NX_B1AJZ9	ENST00000529606
NX_B1AK53	ENST00000416731
NX_B1AK53	ENST00000418286
NX_B1AK53	ENST00000434576
NX_B1AK53	ENST00000475228
NX_B1AK53	ENST00000478323
NX_B1AK53	ENST00000632803
NX_B1AK53	ENST00000633239
NX_B1AK53	ENST00000636330
NX_B1AK53	ENST00000636644
NX_B1AL46	ENST00000602967
NX_B1ANS9	ENST00000414635
NX_B1ANS9	ENST00000425826
NX_B1ANS9	ENST00000437684
NX_B1ANS9	ENST00000472717
NX_B1APH4	ENST00000315429
NX_B1APH4	ENST00000451167
NX_B1APH4	ENST00000456416
NX_B2CW77	ENST00000635224
NX_B2RC85	ENST00000418406
NX_B2RC85	ENST00000435395
NX_B2RNN3	ENST00000382145
NX_B2RTY4	ENST00000561618
NX_B2RTY4	ENST00000564571
NX_B2RTY4	ENST00000564931
NX_B2RTY4	ENST00000566885
NX_B2RTY4	ENST00000568042
NX_B2RTY4	ENST00000568438
NX_B2RTY4	ENST00000568481
NX_B2RTY4	ENST00000569314
NX_B2RU33	ENST00000511306
NX_B2RU33	ENST00000620346
NX_B2RUY7	ENST00000427124
NX_B2RUZ4	ENST00000452264
NX_B2RUZ4	ENST00000561886
NX_B2RV13	ENST00000590148
NX_B2RXH4	ENST00000527995
NX_B2RXH8	ENST00000633387
NX_B2RXH8	ENST00000633810
NX_B3EWF7	ENST00000435470
NX_B3EWF7	ENST00000450221
NX_B3SHH9	ENST00000568335
NX_B3SHH9	ENST00000624696
NX_B4DU55	ENST00000519896
NX_B4DU55	ENST00000521285
NX_B4DU55	ENST00000522442
NX_B4DX44	ENST00000438373
NX_B4DXR9	ENST00000619749
NX_B4E2M5	ENST00000445060
NX_B5MCN3	ENST00000437871
NX_B6A8C7	ENST00000611088
NX_B6A8C7	ENST00000611419
NX_B6A8C7	ENST00000612678
NX_B6A8C7	ENST00000614463
NX_B6A8C7	ENST00000615726
NX_B6A8C7	ENST00000619320
NX_B6A8C7	ENST00000620140
NX_B6A8C7	ENST00000620398
NX_B6A8C7	ENST00000620707
NX_B6A8C7	ENST00000622245
NX_B7Z368	ENST00000623589
NX_B7Z6K7	ENST00000595048
NX_B7Z6K7	ENST00000595295
NX_B7Z6K7	ENST00000595894
NX_B7Z6K7	ENST00000596604
NX_B7Z6K7	ENST00000597342
NX_B7Z6K7	ENST00000597348
NX_B7Z6K7	ENST00000597807
NX_B7Z6K7	ENST00000597832
NX_B7Z6K7	ENST00000600634
NX_B7Z6K7	ENST00000614383
NX_B7ZAP0	ENST00000367690
NX_B7ZAP0	ENST00000392064
NX_B7ZAP0	ENST00000457696
NX_B7ZAP0	ENST00000465412
NX_B7ZAP0	ENST00000474375
NX_B7ZAP0	ENST00000485114
NX_B7ZAP0	ENST00000529145
NX_B7ZAP0	ENST00000635248
NX_B7ZAQ6	ENST00000466593
NX_B7ZAQ6	ENST00000524525
NX_B7ZW38	ENST00000617044
NX_B7ZW38	ENST00000633863
NX_B8ZZ34	ENST00000457093
NX_B8ZZ34	ENST00000621082
NX_B9A064	ENST00000532223
NX_B9EJG8	ENST00000454948
NX_B9EJG8	ENST00000508701
NX_B9ZVM9	ENST00000283507
NX_B9ZVM9	ENST00000486697
NX_C9J1S8	ENST00000605881
NX_C9J2P7	ENST00000621432
NX_C9J3I9	ENST00000421269
NX_C9J3I9	ENST00000517575
NX_C9J3I9	ENST00000524171
NX_C9J3V5	ENST00000548638
NX_C9J6K1	ENST00000458538
NX_C9J798	ENST00000306682
NX_C9J798	ENST00000541662
NX_C9J7I0	ENST00000463725
NX_C9J7I0	ENST00000482067
NX_C9JCN9	ENST00000589516
NX_C9JE40	ENST00000558481
NX_C9JE40	ENST00000558809
NX_C9JE40	ENST00000560110
NX_C9JE40	ENST00000560780
NX_C9JG80	ENST00000341400
NX_C9JG80	ENST00000518761
NX_C9JG80	ENST00000520808
NX_C9JG80	ENST00000529969
NX_C9JG80	ENST00000536041
NX_C9JG80	ENST00000537951
NX_C9JG80	ENST00000541674
NX_C9JG80	ENST00000542133
NX_C9JG80	ENST00000543654
NX_C9JG80	ENST00000544693
NX_C9JG80	ENST00000614197
NX_C9JH25	ENST00000464607
NX_C9JH25	ENST00000480290
NX_C9JH25	ENST00000489517
NX_C9JH25	ENST00000495931
NX_C9JJ37	ENST00000409335
NX_C9JJH3	ENST00000421288
NX_C9JL84	ENST00000434736
NX_C9JLJ4	ENST00000616303
NX_C9JLR9	ENST00000338498
NX_C9JLR9	ENST00000445014
NX_C9JLR9	ENST00000546282
NX_C9JLW8	ENST00000570507
NX_C9JLW8	ENST00000573478
NX_C9JLW8	ENST00000576431
NX_C9JLW8	ENST00000576679
NX_C9JQI7	ENST00000511883
NX_C9JQI7	ENST00000512003
NX_C9JQI7	ENST00000512886
NX_C9JQI7	ENST00000515278
NX_C9JVI0	ENST00000613973
NX_D6R901	ENST00000621388
NX_D6R9N7	ENST00000619296
NX_D6RA61	ENST00000622009
NX_D6RBQ6	ENST00000614762
NX_D6RCP7	ENST00000615989
NX_D6REC4	ENST00000616117
NX_D6RF30	ENST00000512626
NX_D6RGH6	ENST00000513468
NX_D6RJB6	ENST00000613757
NX_E0CX11	ENST00000509448
NX_E5RHQ5	ENST00000614927
NX_E5RQL4	ENST00000416668
NX_E5RQL4	ENST00000420128
NX_E5RQL4	ENST00000420922
NX_E7ETH6	ENST00000594328
NX_E7ETH6	ENST00000594901
NX_E7EU14	ENST00000593359
NX_E7EU14	ENST00000602017
NX_E9PAV3	ENST00000546862
NX_E9PAV3	ENST00000546917
NX_E9PAV3	ENST00000547914
NX_E9PAV3	ENST00000548084
NX_E9PAV3	ENST00000548563
NX_E9PAV3	ENST00000549259
NX_E9PAV3	ENST00000549855
NX_E9PAV3	ENST00000550920
NX_E9PAV3	ENST00000552055
NX_E9PB15	ENST00000409446
NX_E9PB15	ENST00000424284
NX_E9PB15	ENST00000451885
NX_E9PB15	ENST00000591916
NX_E9PI22	ENST00000610320
NX_E9PIF3	ENST00000530328
NX_E9PIF3	ENST00000553201
NX_E9PJ23	ENST00000533640
NX_E9PJI5	ENST00000344087
NX_E9PKD4	ENST00000534094
NX_E9PQ53	ENST00000528251
NX_E9PQ53	ENST00000612612
NX_E9PQ53	ENST00000614236
NX_E9PQR5	ENST00000526428
NX_E9PQX1	ENST00000524603
NX_E9PQX1	ENST00000524632
NX_E9PQX1	ENST00000525544
NX_E9PRG8	ENST00000524958
NX_F2Z3F1	ENST00000611197
NX_F5GYI3	ENST00000558802
NX_F5H4B4	ENST00000355830
NX_F8W1W9	ENST00000357796
NX_F8WBI6	ENST00000569659
NX_F8WBI6	ENST00000611209
NX_F8WFD2	ENST00000526520
NX_F8WFD2	ENST00000531598
NX_G3V0H7	ENST00000545916
NX_H0UI37	ENST00000636394
NX_H0Y354	ENST00000369175
NX_H0Y7S4	ENST00000624207
NX_H0YL14	ENST00000447934
NX_H0YL14	ENST00000448040
NX_H0YM25	ENST00000620691
NX_H0YM25	ENST00000622895
NX_H3BNL1	ENST00000432035
NX_H3BPM6	ENST00000561645
NX_H3BQB6	ENST00000354384
NX_H3BQJ8	ENST00000631950
NX_H3BQW9	ENST00000428500
NX_H3BS89	ENST00000610315
NX_H3BTG2	ENST00000622840
NX_H3BUK9	ENST00000438063
NX_I1YAP6	ENST00000534392
NX_I3L1E1	ENST00000570516
NX_I3L3R5	ENST00000571845
NX_I3L3R5	ENST00000635007
NX_I3L3R5	ENST00000635114
NX_K9M1U5	ENST00000606380
NX_K9M1U5	ENST00000616270
NX_K9M1U5	ENST00000634680
NX_K9M1U5	ENST00000634967
NX_O00110	ENST00000633214
NX_O00115	ENST00000592506
NX_O00116	ENST00000409888
NX_O00116	ENST00000637633
NX_O00124	ENST00000380154
NX_O00124	ENST00000518059
NX_O00124	ENST00000522968
NX_O00124	ENST00000620074
NX_O00139	ENST00000512006
NX_O00139	ENST00000512541
NX_O00139	ENST00000514082
NX_O00141	ENST00000460769
NX_O00141	ENST00000461976
NX_O00141	ENST00000475719
NX_O00141	ENST00000524929
NX_O00141	ENST00000533224
NX_O00142	ENST00000561905
NX_O00142	ENST00000562484
NX_O00142	ENST00000563478
NX_O00142	ENST00000564917
NX_O00142	ENST00000569718
NX_O00148	ENST00000586993
NX_O00148	ENST00000589675
NX_O00148	ENST00000590239
NX_O00148	ENST00000590315
NX_O00148	ENST00000590696
NX_O00148	ENST00000591275
NX_O00148	ENST00000592927
NX_O00154	ENST00000473466
NX_O00159	ENST00000570490
NX_O00159	ENST00000570984
NX_O00159	ENST00000571715
NX_O00159	ENST00000573853
NX_O00159	ENST00000574790
NX_O00159	ENST00000575011
NX_O00159	ENST00000575335
NX_O00160	ENST00000596675
NX_O00160	ENST00000598005
NX_O00160	ENST00000598321
NX_O00160	ENST00000602136
NX_O00161	ENST00000561526
NX_O00161	ENST00000563765
NX_O00161	ENST00000563830
NX_O00161	ENST00000563873
NX_O00161	ENST00000564153
NX_O00161	ENST00000566035
NX_O00161	ENST00000566327
NX_O00161	ENST00000567094
NX_O00161	ENST00000568331
NX_O00161	ENST00000568451
NX_O00161	ENST00000568841
NX_O00161	ENST00000568859
NX_O00161	ENST00000626061
NX_O00161	ENST00000627440
NX_O00165	ENST00000435087
NX_O00165	ENST00000532105
NX_O00167	ENST00000317304
NX_O00167	ENST00000458636
NX_O00167	ENST00000611592
NX_O00168	ENST00000589121
NX_O00170	ENST00000525341
NX_O00170	ENST00000528641
NX_O00178	ENST00000418601
NX_O00178	ENST00000458073
NX_O00178	ENST00000470836
NX_O00178	ENST00000484657
NX_O00178	ENST00000484971
NX_O00178	ENST00000487538
NX_O00178	ENST00000488787
NX_O00178	ENST00000489527
NX_O00180	ENST00000446915
NX_O00182	ENST00000467111
NX_O00182	ENST00000577392
NX_O00182	ENST00000578944
NX_O00182	ENST00000580779
NX_O00182	ENST00000581710
NX_O00182	ENST00000584661
NX_O00189	ENST00000394061
NX_O00189	ENST00000416938
NX_O00189	ENST00000422582
NX_O00189	ENST00000429084
NX_O00189	ENST00000438383
NX_O00189	ENST00000439416
NX_O00189	ENST00000445208
NX_O00189	ENST00000445295
NX_O00189	ENST00000446007
NX_O00189	ENST00000450807
NX_O00192	ENST00000406259
NX_O00192	ENST00000406522
NX_O00193	ENST00000524439
NX_O00193	ENST00000525684
NX_O00193	ENST00000528634
NX_O00194	ENST00000586570
NX_O00194	ENST00000592334
NX_O00198	ENST00000550505
NX_O00203	ENST00000522901
NX_O00212	ENST00000532559
NX_O00213	ENST00000389906
NX_O00213	ENST00000529519
NX_O00213	ENST00000529890
NX_O00213	ENST00000532020
NX_O00213	ENST00000608435
NX_O00213	ENST00000610474
NX_O00213	ENST00000618005
NX_O00213	ENST00000621678
NX_O00214	ENST00000238181
NX_O00214	ENST00000323938
NX_O00214	ENST00000406509
NX_O00214	ENST00000416919
NX_O00214	ENST00000430527
NX_O00214	ENST00000434231
NX_O00214	ENST00000442397
NX_O00214	ENST00000454943
NX_O00214	ENST00000481485
NX_O00214	ENST00000525042
NX_O00214	ENST00000529489
NX_O00217	ENST00000453471
NX_O00217	ENST00000524810
NX_O00217	ENST00000525419
NX_O00217	ENST00000525628
NX_O00217	ENST00000526339
NX_O00217	ENST00000526446
NX_O00217	ENST00000528492
NX_O00217	ENST00000529645
NX_O00217	ENST00000531228
NX_O00219	ENST00000566118
NX_O00220	ENST00000524158
NX_O00220	ENST00000613472
NX_O00221	ENST00000443607
NX_O00221	ENST00000477930
NX_O00221	ENST00000619360
NX_O00222	ENST00000412160
NX_O00222	ENST00000444921
NX_O00222	ENST00000457830
NX_O00222	ENST00000465844
NX_O00231	ENST00000578213
NX_O00231	ENST00000579451
NX_O00231	ENST00000580904
NX_O00231	ENST00000584340
NX_O00232	ENST00000579365
NX_O00232	ENST00000584008
NX_O00233	ENST00000261817
NX_O00233	ENST00000535293
NX_O00233	ENST00000538613
NX_O00233	ENST00000540962
NX_O00233	ENST00000543699
NX_O00238	ENST00000502683
NX_O00238	ENST00000506363
NX_O00241	ENST00000262929
NX_O00241	ENST00000562014
NX_O00241	ENST00000563840
NX_O00241	ENST00000565076
NX_O00241	ENST00000565087
NX_O00241	ENST00000565230
NX_O00241	ENST00000566055
NX_O00241	ENST00000569387
NX_O00241	ENST00000569629
NX_O00244	ENST00000520382
NX_O00244	ENST00000521264
NX_O00244	ENST00000522314
NX_O00255	ENST00000377316
NX_O00255	ENST00000413626
NX_O00255	ENST00000424912
NX_O00255	ENST00000429702
NX_O00255	ENST00000440873
NX_O00255	ENST00000450708
NX_O00257	ENST00000448310
NX_O00257	ENST00000495122
NX_O00258	ENST00000380713
NX_O00258	ENST00000415847
NX_O00258	ENST00000442773
NX_O00258	ENST00000466787
NX_O00258	ENST00000478273
NX_O00258	ENST00000623703
NX_O00267	ENST00000593727
NX_O00267	ENST00000594729
NX_O00267	ENST00000594990
NX_O00267	ENST00000601515
NX_O00268	ENST00000474089
NX_O00268	ENST00000488539
NX_O00273	ENST00000476658
NX_O00291	ENST00000420909
NX_O00294	ENST00000428978
NX_O00294	ENST00000614066
NX_O00295	ENST00000518572
NX_O00295	ENST00000520977
NX_O00295	ENST00000522341
NX_O00295	ENST00000522945
NX_O00299	ENST00000383404
NX_O00299	ENST00000383405
NX_O00299	ENST00000400052
NX_O00299	ENST00000400058
NX_O00299	ENST00000415179
NX_O00299	ENST00000418285
NX_O00299	ENST00000420458
NX_O00299	ENST00000422167
NX_O00299	ENST00000423055
NX_O00299	ENST00000423143
NX_O00299	ENST00000423804
NX_O00299	ENST00000425464
NX_O00299	ENST00000431921
NX_O00299	ENST00000433916
NX_O00299	ENST00000434202
NX_O00299	ENST00000435242
NX_O00299	ENST00000438708
NX_O00299	ENST00000438750
NX_O00299	ENST00000442045
NX_O00299	ENST00000447338
NX_O00299	ENST00000447369
NX_O00299	ENST00000451546
NX_O00299	ENST00000456863
NX_O00299	ENST00000457485
NX_O00299	ENST00000614673
NX_O00299	ENST00000614982
NX_O00299	ENST00000618288
NX_O00299	ENST00000619727
NX_O00299	ENST00000621055
NX_O00299	ENST00000622613
NX_O00300	ENST00000517352
NX_O00303	ENST00000531329
NX_O00303	ENST00000531572
NX_O00303	ENST00000626223
NX_O00303	ENST00000628056
NX_O00303	ENST00000629098
NX_O00303	ENST00000630137
NX_O00305	ENST00000360283
NX_O00305	ENST00000397327
NX_O00305	ENST00000427385
NX_O00305	ENST00000434468
NX_O00305	ENST00000439467
NX_O00305	ENST00000635738
NX_O00305	ENST00000635890
NX_O00305	ENST00000635904
NX_O00305	ENST00000635930
NX_O00305	ENST00000636108
NX_O00305	ENST00000636129
NX_O00305	ENST00000636130
NX_O00305	ENST00000636350
NX_O00305	ENST00000636380
NX_O00305	ENST00000636390
NX_O00305	ENST00000636442
NX_O00305	ENST00000636496
NX_O00305	ENST00000636507
NX_O00305	ENST00000636598
NX_O00305	ENST00000636617
NX_O00305	ENST00000636664
NX_O00305	ENST00000636721
NX_O00305	ENST00000636762
NX_O00305	ENST00000636773
NX_O00305	ENST00000636785
NX_O00305	ENST00000636901
NX_O00305	ENST00000636947
NX_O00305	ENST00000637007
NX_O00305	ENST00000637132
NX_O00305	ENST00000637216
NX_O00305	ENST00000637217
NX_O00305	ENST00000637232
NX_O00305	ENST00000637284
NX_O00305	ENST00000637309
NX_O00305	ENST00000637312
NX_O00305	ENST00000637330
NX_O00305	ENST00000637418
NX_O00305	ENST00000637436
NX_O00305	ENST00000637491
NX_O00305	ENST00000637514
NX_O00305	ENST00000637535
NX_O00305	ENST00000637547
NX_O00305	ENST00000637550
NX_O00305	ENST00000637762
NX_O00305	ENST00000637779
NX_O00305	ENST00000637828
NX_O00305	ENST00000637956
NX_O00305	ENST00000638040
NX_O00305	ENST00000638056
NX_O00305	ENST00000638091
NX_O00305	ENST00000638150
NX_O00308	ENST00000561780
NX_O00308	ENST00000563659
NX_O00308	ENST00000569620
NX_O00311	ENST00000426137
NX_O00321	ENST00000379023
NX_O00321	ENST00000479824
NX_O00321	ENST00000591135
NX_O00321	ENST00000619399
NX_O00321	ENST00000621247
NX_O00327	ENST00000482049
NX_O00327	ENST00000524392
NX_O00327	ENST00000527998
NX_O00327	ENST00000529050
NX_O00327	ENST00000529388
NX_O00327	ENST00000529825
NX_O00327	ENST00000530357
NX_O00327	ENST00000531665
NX_O00327	ENST00000533520
NX_O00327	ENST00000534544
NX_O00329	ENST00000361110
NX_O00329	ENST00000536656
NX_O00329	ENST00000543390
NX_O00329	ENST00000628140
NX_O00330	ENST00000526309
NX_O00330	ENST00000533262
NX_O00330	ENST00000533550
NX_O00337	ENST00000538177
NX_O00338	ENST00000409067
NX_O00338	ENST00000409880
NX_O00338	ENST00000437390
NX_O00338	ENST00000438339
NX_O00338	ENST00000442801
NX_O00339	ENST00000517321
NX_O00339	ENST00000518154
NX_O00339	ENST00000519582
NX_O00339	ENST00000519585
NX_O00339	ENST00000521041
NX_O00339	ENST00000521952
NX_O00339	ENST00000522135
NX_O00339	ENST00000522270
NX_O00341	ENST00000611397
NX_O00341	ENST00000620288
NX_O00341	ENST00000620347
NX_O00391	ENST00000392029
NX_O00391	ENST00000443059
NX_O00399	ENST00000519830
NX_O00399	ENST00000520829
NX_O00399	ENST00000522141
NX_O00399	ENST00000523666
NX_O00400	ENST00000468581
NX_O00400	ENST00000475842
NX_O00400	ENST00000496772
NX_O00408	ENST00000418754
NX_O00408	ENST00000420501
NX_O00408	ENST00000441209
NX_O00408	ENST00000475807
NX_O00408	ENST00000535701
NX_O00408	ENST00000536308
NX_O00408	ENST00000536458
NX_O00408	ENST00000537631
NX_O00408	ENST00000538299
NX_O00408	ENST00000538749
NX_O00408	ENST00000539367
NX_O00408	ENST00000541998
NX_O00408	ENST00000542223
NX_O00408	ENST00000542969
NX_O00408	ENST00000543575
NX_O00408	ENST00000543750
NX_O00408	ENST00000546038
NX_O00409	ENST00000553353
NX_O00409	ENST00000553840
NX_O00409	ENST00000553904
NX_O00409	ENST00000554005
NX_O00409	ENST00000555034
NX_O00409	ENST00000555855
NX_O00409	ENST00000556916
NX_O00409	ENST00000557572
NX_O00409	ENST00000557718
NX_O00410	ENST00000403772
NX_O00410	ENST00000421861
NX_O00410	ENST00000460070
NX_O00410	ENST00000463157
NX_O00410	ENST00000471898
NX_O00410	ENST00000473582
NX_O00410	ENST00000475420
NX_O00410	ENST00000480611
NX_O00410	ENST00000480641
NX_O00410	ENST00000481455
NX_O00410	ENST00000481689
NX_O00410	ENST00000485433
NX_O00410	ENST00000489058
NX_O00410	ENST00000490369
NX_O00410	ENST00000493281
NX_O00410	ENST00000496368
NX_O00410	ENST00000497270
NX_O00410	ENST00000631030
NX_O00411	ENST00000590336
NX_O00411	ENST00000590573
NX_O00411	ENST00000592863
NX_O00418	ENST00000568269
NX_O00421	ENST00000433848
NX_O00422	ENST00000450573
NX_O00422	ENST00000467636
NX_O00422	ENST00000492245
NX_O00423	ENST00000327921
NX_O00423	ENST00000553720
NX_O00423	ENST00000554386
NX_O00423	ENST00000554479
NX_O00423	ENST00000554553
NX_O00423	ENST00000555096
NX_O00423	ENST00000555145
NX_O00423	ENST00000556199
NX_O00423	ENST00000556714
NX_O00423	ENST00000556835
NX_O00423	ENST00000556947
NX_O00423	ENST00000557313
NX_O00423	ENST00000557741
NX_O00425	ENST00000421467
NX_O00429	ENST00000358214
NX_O00429	ENST00000413295
NX_O00429	ENST00000434676
NX_O00429	ENST00000546757
NX_O00429	ENST00000547078
NX_O00429	ENST00000548750
NX_O00429	ENST00000550154
NX_O00429	ENST00000551476
NX_O00429	ENST00000551643
NX_O00442	ENST00000370126
NX_O00443	ENST00000532035
NX_O00443	ENST00000533645
NX_O00444	ENST00000507249
NX_O00444	ENST00000508113
NX_O00444	ENST00000515069
NX_O00445	ENST00000585461
NX_O00445	ENST00000587067
NX_O00445	ENST00000589172
NX_O00445	ENST00000590859
NX_O00445	ENST00000592470
NX_O00451	ENST00000306793
NX_O00451	ENST00000519195
NX_O00451	ENST00000522071
NX_O00453	ENST00000383480
NX_O00453	ENST00000383482
NX_O00453	ENST00000383484
NX_O00453	ENST00000383486
NX_O00453	ENST00000396101
NX_O00453	ENST00000396112
NX_O00453	ENST00000400250
NX_O00453	ENST00000400251
NX_O00453	ENST00000400252
NX_O00453	ENST00000400253
NX_O00453	ENST00000400255
NX_O00453	ENST00000400257
NX_O00453	ENST00000400261
NX_O00453	ENST00000400262
NX_O00453	ENST00000400263
NX_O00453	ENST00000400264
NX_O00453	ENST00000400265
NX_O00453	ENST00000411490
NX_O00453	ENST00000412041
NX_O00453	ENST00000412125
NX_O00453	ENST00000412283
NX_O00453	ENST00000412623
NX_O00453	ENST00000412931
NX_O00453	ENST00000413426
NX_O00453	ENST00000413900
NX_O00453	ENST00000414266
NX_O00453	ENST00000414519
NX_O00453	ENST00000414821
NX_O00453	ENST00000415262
NX_O00453	ENST00000415419
NX_O00453	ENST00000415490
NX_O00453	ENST00000415781
NX_O00453	ENST00000417428
NX_O00453	ENST00000418551
NX_O00453	ENST00000418796
NX_O00453	ENST00000419469
NX_O00453	ENST00000419521
NX_O00453	ENST00000420142
NX_O00453	ENST00000420157
NX_O00453	ENST00000420333
NX_O00453	ENST00000420676
NX_O00453	ENST00000420785
NX_O00453	ENST00000420797
NX_O00453	ENST00000421478
NX_O00453	ENST00000421781
NX_O00453	ENST00000422035
NX_O00453	ENST00000422533
NX_O00453	ENST00000423107
NX_O00453	ENST00000423871
NX_O00453	ENST00000425260
NX_O00453	ENST00000425495
NX_O00453	ENST00000425760
NX_O00453	ENST00000426202
NX_O00453	ENST00000426298
NX_O00453	ENST00000426938
NX_O00453	ENST00000427164
NX_O00453	ENST00000427186
NX_O00453	ENST00000427507
NX_O00453	ENST00000428227
NX_O00453	ENST00000428405
NX_O00453	ENST00000428898
NX_O00453	ENST00000429639
NX_O00453	ENST00000429792
NX_O00453	ENST00000429874
NX_O00453	ENST00000429910
NX_O00453	ENST00000430632
NX_O00453	ENST00000430680
NX_O00453	ENST00000430818
NX_O00453	ENST00000430997
NX_O00453	ENST00000432009
NX_O00453	ENST00000432164
NX_O00453	ENST00000433004
NX_O00453	ENST00000433188
NX_O00453	ENST00000433305
NX_O00453	ENST00000433420
NX_O00453	ENST00000433492
NX_O00453	ENST00000433520
NX_O00453	ENST00000433676
NX_O00453	ENST00000434314
NX_O00453	ENST00000435428
NX_O00453	ENST00000436037
NX_O00453	ENST00000436185
NX_O00453	ENST00000436969
NX_O00453	ENST00000437137
NX_O00453	ENST00000437436
NX_O00453	ENST00000437812
NX_O00453	ENST00000438335
NX_O00453	ENST00000438349
NX_O00453	ENST00000438381
NX_O00453	ENST00000439436
NX_O00453	ENST00000440242
NX_O00453	ENST00000440253
NX_O00453	ENST00000440323
NX_O00453	ENST00000440328
NX_O00453	ENST00000441216
NX_O00453	ENST00000441278
NX_O00453	ENST00000441641
NX_O00453	ENST00000442052
NX_O00453	ENST00000442915
NX_O00453	ENST00000443051
NX_O00453	ENST00000443340
NX_O00453	ENST00000443655
NX_O00453	ENST00000443741
NX_O00453	ENST00000443931
NX_O00453	ENST00000444783
NX_O00453	ENST00000446239
NX_O00453	ENST00000447141
NX_O00453	ENST00000447391
NX_O00453	ENST00000447512
NX_O00453	ENST00000448236
NX_O00453	ENST00000448381
NX_O00453	ENST00000448441
NX_O00453	ENST00000448618
NX_O00453	ENST00000448633
NX_O00453	ENST00000448749
NX_O00453	ENST00000449236
NX_O00453	ENST00000449273
NX_O00453	ENST00000449388
NX_O00453	ENST00000449799
NX_O00453	ENST00000450047
NX_O00453	ENST00000450291
NX_O00453	ENST00000450425
NX_O00453	ENST00000451371
NX_O00453	ENST00000451641
NX_O00453	ENST00000451922
NX_O00453	ENST00000452169
NX_O00453	ENST00000452762
NX_O00453	ENST00000453586
NX_O00453	ENST00000453818
NX_O00453	ENST00000453830
NX_O00453	ENST00000453995
NX_O00453	ENST00000454168
NX_O00453	ENST00000454186
NX_O00453	ENST00000455003
NX_O00453	ENST00000455052
NX_O00453	ENST00000455346
NX_O00453	ENST00000455426
NX_O00453	ENST00000455493
NX_O00453	ENST00000455553
NX_O00453	ENST00000455655
NX_O00453	ENST00000455901
NX_O00453	ENST00000457549
NX_O00453	ENST00000458456
NX_O00453	ENST00000464044
NX_O00453	ENST00000490742
NX_O00458	ENST00000417662
NX_O00458	ENST00000421296
NX_O00458	ENST00000429071
NX_O00458	ENST00000432734
NX_O00458	ENST00000440625
NX_O00458	ENST00000443101
NX_O00458	ENST00000445335
NX_O00458	ENST00000462155
NX_O00458	ENST00000476927
NX_O00459	ENST00000426902
NX_O00459	ENST00000464016
NX_O00459	ENST00000617642
NX_O00461	ENST00000309027
NX_O00462	ENST00000505239
NX_O00462	ENST00000511813
NX_O00468	ENST00000419249
NX_O00468	ENST00000620552
NX_O00469	ENST00000469350
NX_O00469	ENST00000480704
NX_O00469	ENST00000494950
NX_O00470	ENST00000437869
NX_O00470	ENST00000488550
NX_O00470	ENST00000495021
NX_O00470	ENST00000560281
NX_O00471	ENST00000340918
NX_O00471	ENST00000413566
NX_O00471	ENST00000555148
NX_O00471	ENST00000556318
NX_O00472	ENST00000508757
NX_O00472	ENST00000513343
NX_O00472	ENST00000635633
NX_O00476	ENST00000449356
NX_O00476	ENST00000481949
NX_O00476	ENST00000505420
NX_O00476	ENST00000506105
NX_O00478	ENST00000471353
NX_O00478	ENST00000482451
NX_O00478	ENST00000487272
NX_O00478	ENST00000487627
NX_O00478	ENST00000490254
NX_O00478	ENST00000494393
NX_O00478	ENST00000496719
NX_O00481	ENST00000427334
NX_O00481	ENST00000450085
NX_O00481	ENST00000506698
NX_O00482	ENST00000367357
NX_O00482	ENST00000447034
NX_O00482	ENST00000474307
