NX_A0A087WTH1	MGI:5613213
NX_O14562	MGI:107301
NX_O14569	MGI:1929280
NX_O14576	MGI:107743
NX_O14578	MGI:105313
NX_O14579	MGI:1891702
NX_O14581	MGI:109316
NX_O14593	MGI:1333865
NX_O14594	MGI:104694
NX_O14595	MGI:1098748
NX_O14602	MGI:1913485
NX_O14607	MGI:894810
NX_O14610	MGI:893584
NX_O14613	MGI:1929744
NX_O14617	MGI:107734
NX_O14618	MGI:1333783
NX_O14625	MGI:1860203
NX_O14626	MGI:2442043
NX_O14627	MGI:88362
NX_O14638	MGI:2143702
NX_O14639	MGI:1194500
NX_O14640	MGI:94941
NX_O14641	MGI:106613
NX_O14645	MGI:1922813
NX_O14646	MGI:88393
NX_O14647	MGI:2448567
NX_O14649	MGI:1100509
NX_O14653	MGI:1927204
NX_O14654	MGI:1338009
NX_O14656	MGI:1353568
NX_O14657	MGI:1353605
NX_O14662	MGI:1923396
NX_O14668	MGI:1917364
NX_O14669	MGI:1929596
NX_O14672	MGI:109548
NX_O14678	MGI:1349217
NX_O14681	MGI:108090
NX_O14682	MGI:109610
NX_O14683	MGI:2670995
NX_O14684	MGI:1927593
NX_O14686	MGI:2682319
NX_O14713	MGI:1306802
NX_O14715	MGI:894323
NX_O14717	MGI:1274787
NX_O14718	MGI:1097709
NX_O14727	MGI:1306796
NX_O14730	MGI:1914128
NX_O14732	MGI:2149728
NX_O14733	MGI:1346871
NX_O14734	MGI:2158201
NX_O14735	MGI:105491
NX_O14737	MGI:1913538
NX_O14737	MGI:3782009
NX_O14744	MGI:1351645
NX_O14745	MGI:1349482
NX_O14746	MGI:1202709
NX_O14753	MGI:1330290
NX_O14756	MGI:1351670
NX_O14757	MGI:1202065
NX_O14763	MGI:1341090
NX_O14764	MGI:95622
NX_O14770	MGI:108564
NX_O14771	MGI:3053094
NX_O14772	MGI:1922790
NX_O14773	MGI:1336194
NX_O14775	MGI:101848
NX_O14776	MGI:1926421
NX_O14777	MGI:1914302
NX_O14782	MGI:107979
NX_O14786	MGI:106206
NX_O14787	MGI:2384849
NX_O14788	MGI:1100089
NX_O14792	MGI:1201606
NX_O14793	MGI:95691
NX_O14795	MGI:1342278
NX_O14796	MGI:1349420
NX_O14796	MGI:3622649
NX_O14798	MGI:1341090
NX_O14802	MGI:2681836
NX_O14804	MGI:2685073
NX_O14807	MGI:1100856
NX_O14810	MGI:104727
NX_O14813	MGI:106633
NX_O14815	MGI:1920897
NX_O14817	MGI:1928097
NX_O14818	MGI:1347070
NX_O14827	MGI:109137
NX_O14828	MGI:1346346
NX_O14829	MGI:1097157
NX_O14830	MGI:1342304
NX_O14832	MGI:891978
NX_O14836	MGI:1889411
NX_O14841	MGI:1922725
NX_O14842	MGI:2684079
NX_O14843	MGI:2685324
NX_O14862	MGI:2686159
NX_O14863	MGI:1345282
NX_O14867	MGI:894680
NX_O14874	MGI:1276121
NX_O14879	MGI:1101055
NX_O14879	MGI:3698419
NX_O14880	MGI:1913697
NX_O14893	MGI:1913853
NX_O14894	MGI:1922854
NX_O14896	MGI:1859211
NX_O14901	MGI:2653368
NX_O14904	MGI:2446084
NX_O14905	MGI:1197020
NX_O14907	MGI:1923531
NX_O14908	MGI:1926252
NX_O14910	MGI:2135609
NX_O14917	MGI:2684924
NX_O14920	MGI:1338071
NX_O14921	MGI:2180585
NX_O14924	MGI:1918979
NX_O14925	MGI:1858317
NX_O14926	MGI:2443337
NX_O14929	MGI:96013
NX_O14931	MGI:2149332
NX_O14933	MGI:1914500
NX_O14936	MGI:1309489
NX_O14939	MGI:892877
NX_O14944	MGI:107508
NX_O14948	MGI:1333760
NX_O14949	MGI:107807
NX_O14950	MGI:107494
NX_O14950	MGI:1914518
NX_O14957	MGI:1913844
NX_O14958	MGI:1309469
NX_O14960	MGI:1278342
NX_O14964	MGI:104681
NX_O14965	MGI:894678
NX_O14966	MGI:2385107
NX_O14967	MGI:107472
NX_O14972	MGI:1206040
NX_O14974	MGI:1309528
NX_O14975	MGI:1347099
NX_O14976	MGI:2442153
NX_O14977	MGI:1859169
NX_O14978	MGI:1921370
NX_O14979	MGI:1355299
NX_O14980	MGI:2144013
NX_O14981	MGI:2147538
NX_O14983	MGI:105058
NX_O14986	MGI:107930
NX_O14990	MGI:1914645
NX_O14994	MGI:1351334
NX_O15013	MGI:2444453
NX_O15014	MGI:2674092
NX_O15015	MGI:3665412
NX_O15016	MGI:2152406
NX_O15018	MGI:1922394
NX_O15020	MGI:1313261
NX_O15021	MGI:1918885
NX_O15027	MGI:2139207
NX_O15031	MGI:2154239
NX_O15033	MGI:1915747
NX_O15034	MGI:2443235
NX_O15037	MGI:2451333
NX_O15040	MGI:2144865
NX_O15041	MGI:1340034
NX_O15042	MGI:1915208
NX_O15047	MGI:2446244
NX_O15049	MGI:2442218
NX_O15050	MGI:1341834
NX_O15054	MGI:2448492
NX_O15055	MGI:1195265
NX_O15056	MGI:1201671
NX_O15060	MGI:2443316
NX_O15061	MGI:2661187
NX_O15062	MGI:1924601
NX_O15063	MGI:1924311
NX_O15066	MGI:107688
NX_O15067	MGI:2684864
NX_O15068	MGI:103263
NX_O15069	MGI:3603030
NX_O15072	MGI:3045353
NX_O15075	MGI:1330861
NX_O15078	MGI:2384917
NX_O15079	MGI:2139270
NX_O15083	MGI:1098749
NX_O15084	MGI:2145661
NX_O15085	MGI:2441869
NX_O15090	MGI:1926102
NX_O15091	MGI:1913382
NX_O15105	MGI:1100518
NX_O15111	MGI:99484
NX_O15116	MGI:1914457
NX_O15117	MGI:1346327
NX_O15118	MGI:1097712
NX_O15119	MGI:98495
NX_O15120	MGI:1914762
NX_O15121	MGI:1097711
NX_O15123	MGI:1202890
NX_O15126	MGI:1349480
NX_O15127	MGI:1346518
NX_O15130	MGI:1891708
NX_O15143	MGI:1343142
NX_O15144	MGI:1923959
NX_O15145	MGI:1928375
NX_O15146	MGI:103581
NX_O15151	MGI:107934
NX_O15155	MGI:1343104
NX_O15156	MGI:102755
NX_O15160	MGI:103288
NX_O15162	MGI:893575
NX_O15164	MGI:109275
NX_O15165	MGI:1277150
NX_O15169	MGI:1096327
NX_O15173	MGI:1918054
NX_O15178	MGI:98472
NX_O15182	MGI:1097706
NX_O15194	MGI:1916524
NX_O15195	MGI:1201781
NX_O15197	MGI:1096338
NX_O15198	MGI:1859993
NX_O15204	MGI:1917650
NX_O15205	MGI:1344410
NX_O15209	MGI:1931870
NX_O15211	MGI:107483
NX_O15212	MGI:95908
NX_O15213	MGI:1931871
NX_O15217	MGI:1309515
NX_O15218	MGI:109545
NX_O15226	MGI:1924536
NX_O15228	MGI:1343460
NX_O15229	MGI:2138151
NX_O15230	MGI:105382
NX_O15231	MGI:108095
NX_O15232	MGI:1328350
NX_O15234	MGI:2179723
NX_O15235	MGI:1346333
NX_O15239	MGI:1929511
NX_O15240	MGI:1343180
NX_O15243	MGI:2687005
NX_O15244	MGI:1335072
NX_O15245	MGI:108111
NX_O15254	MGI:1933156
NX_O15255	MGI:1913408
NX_O15255	MGI:1920115
NX_O15255	MGI:3576504
NX_O15258	MGI:1915080
NX_O15259	MGI:1858233
NX_O15260	MGI:98445
NX_O15263	MGI:1338754
NX_O15264	MGI:1346864
NX_O15265	MGI:2179277
NX_O15269	MGI:1099431
NX_O15270	MGI:108074
NX_O15273	MGI:1330233
NX_O15287	MGI:1926471
NX_O15294	MGI:1339639
NX_O15296	MGI:1098228
NX_O15297	MGI:1858214
NX_O15303	MGI:1351343
NX_O15304	MGI:1353606
NX_O15305	MGI:1859214
NX_O15315	MGI:1099436
NX_O15318	MGI:1914736
NX_O15320	MGI:1346056
NX_O15321	MGI:1921390
NX_O15327	MGI:2158925
NX_O15335	MGI:1096866
NX_O15342	MGI:1328318
NX_O15344	MGI:1100537
NX_O15347	MGI:1098219
NX_O15350	MGI:1336991
NX_O15353	MGI:102949
NX_O15354	MGI:1313297
NX_O15355	MGI:106065
NX_O15357	MGI:1333787
NX_O15360	MGI:1341823
NX_O15370	MGI:98360
NX_O15371	MGI:1933181
NX_O15372	MGI:1915385
NX_O15374	MGI:2385183
NX_O15375	MGI:2443515
NX_O15379	MGI:1343091
NX_O15381	MGI:1914709
NX_O15382	MGI:1276534
NX_O15389	MGI:2681107
NX_O15391	MGI:3837947
NX_O15392	MGI:1203517
NX_O15393	MGI:1354381
NX_O15394	MGI:97282
NX_O15397	MGI:2444611
NX_O15399	MGI:95823
NX_O15400	MGI:1858210
NX_O15403	MGI:2144585
NX_O15405	MGI:3039593
NX_O15409	MGI:2148705
NX_O15417	MGI:3648294
NX_O15427	MGI:1933438
NX_O15428	MGI:3649546
NX_O15431	MGI:1333843
NX_O15432	MGI:1333844
NX_O15438	MGI:1923658
NX_O15439	MGI:2443111
NX_O15440	MGI:1351644
NX_O15442	MGI:106316
NX_O15444	MGI:1099448
NX_O15446	MGI:1917583
NX_O15455	MGI:2156367
NX_O15457	MGI:1860077
NX_O15460	MGI:894286
NX_O15466	MGI:109243
NX_O15479	MGI:2148568
NX_O15480	MGI:2148172
NX_O15481	MGI:105109
NX_O15481	MGI:105117
NX_O15481	MGI:105118
NX_O15482	MGI:2686384
NX_O15484	MGI:1100859
NX_O15492	MGI:108407
NX_O15496	MGI:1347522
NX_O15498	MGI:1927550
NX_O15499	MGI:892006
NX_O15503	MGI:1916289
NX_O15504	MGI:2387631
NX_O15511	MGI:1915021
NX_O15514	MGI:1916491
NX_O15516	MGI:99698
NX_O15519	MGI:1336166
NX_O15520	MGI:1099809
NX_O15522	MGI:1270158
NX_O15523	MGI:1349406
NX_O15524	MGI:1354910
NX_O15525	MGI:96911
NX_O15527	MGI:1097693
NX_O15528	MGI:1098274
NX_O15530	MGI:1338068
NX_O15533	MGI:1201689
NX_O15534	MGI:1098283
NX_O15537	MGI:1336189
NX_O15539	MGI:1098434
NX_O15540	MGI:101916
NX_O15541	MGI:1913631
NX_O15541	MGI:1917192
NX_O15547	MGI:1337113
NX_O15550	MGI:1095419
NX_O15551	MGI:1329044
NX_O15552	MGI:2441731
NX_O15553	MGI:1859396
NX_O15554	MGI:1277957
NX_O43143	MGI:1099786
NX_O43147	MGI:2144695
NX_O43148	MGI:1915147
NX_O43149	MGI:2444286
NX_O43150	MGI:2685438
NX_O43151	MGI:2446229
NX_O43155	MGI:3603594
NX_O43156	MGI:1922675
NX_O43157	MGI:2154238
NX_O43159	MGI:1914251
NX_O43164	MGI:2159342
NX_O43166	MGI:2443679
NX_O43167	MGI:3039618
NX_O43169	MGI:1913677
NX_O43172	MGI:1917302
NX_O43173	MGI:106019
NX_O43174	MGI:1096359
NX_O43175	MGI:1355330
NX_O43181	MGI:1343135
NX_O43182	MGI:1196332
NX_O43184	MGI:105378
NX_O43186	MGI:1194883
NX_O43187	MGI:2429603
NX_O43189	MGI:98647
NX_O43194	MGI:1918361
NX_O43196	MGI:1329021
NX_O43236	MGI:1270156
NX_O43237	MGI:107738
NX_O43240	MGI:1916790
NX_O43242	MGI:98858
NX_O43246	MGI:2146512
NX_O43247	MGI:1920626
NX_O43248	MGI:96193
NX_O43251	MGI:1933973
NX_O43252	MGI:1330587
NX_O43255	MGI:108062
NX_O43257	MGI:1917353
NX_O43264	MGI:1349478
NX_O43272	MGI:97770
NX_O43278	MGI:1338033
NX_O43280	MGI:1926230
NX_O43281	MGI:105311
NX_O43283	MGI:2444243
NX_O43286	MGI:1927169
NX_O43290	MGI:1309453
NX_O43291	MGI:1338031
NX_O43292	MGI:1202392
NX_O43293	MGI:1203520
NX_O43294	MGI:102784
NX_O43295	MGI:2152938
NX_O43296	MGI:2151059
NX_O43298	MGI:1919084
NX_O43299	MGI:1924908
NX_O43300	MGI:2389174
NX_O43301	MGI:1920692
NX_O43303	MGI:2141942
NX_O43304	MGI:3616084
NX_O43306	MGI:87917
NX_O43307	MGI:2442233
NX_O43309	MGI:1099444
NX_O43310	MGI:2685518
NX_O43312	MGI:2384818
NX_O43313	MGI:2682328
NX_O43314	MGI:2142810
NX_O43315	MGI:1891066
NX_O43316	MGI:97488
NX_O43318	MGI:1346877
NX_O43320	MGI:1931627
NX_O43323	MGI:94891
NX_O43324	MGI:1913393
NX_O43325	MGI:1921169
NX_O43345	MGI:1917477
NX_O43347	MGI:107376
NX_O43353	MGI:1891456
NX_O43364	MGI:96174
NX_O43365	MGI:96175
NX_O43374	MGI:1858600
NX_O43379	MGI:1923696
NX_O43390	MGI:1891692
NX_O43395	MGI:1918017
NX_O43396	MGI:1860078
NX_O43399	MGI:1913564
NX_O43402	MGI:1343095
NX_O43405	MGI:1278313
NX_O43414	MGI:2153887
NX_O43422	MGI:1920231
NX_O43423	MGI:3525200
NX_O43424	MGI:95813
NX_O43426	MGI:1354961
NX_O43427	MGI:1926233
NX_O43432	MGI:1923935
NX_O43435	MGI:98493
NX_O43439	MGI:1333833
NX_O43447	MGI:106499
NX_O43448	MGI:1336208
NX_O43451	MGI:1203495
NX_O43462	MGI:2444506
NX_O43463	MGI:1099440
NX_O43464	MGI:1928676
NX_O43474	MGI:1342287
NX_O43482	MGI:1917895
NX_O43488	MGI:107796
NX_O43490	MGI:1100886
NX_O43491	MGI:103009
NX_O43493	MGI:105079
NX_O43497	MGI:1201678
NX_O43502	MGI:2150020
NX_O43504	MGI:1915826
NX_O43505	MGI:1919680
NX_O43506	MGI:1345157
NX_O43506	MGI:2152342
NX_O43506	MGI:3045694
NX_O43508	MGI:1196259
NX_O43511	MGI:1346029
NX_O43513	MGI:1913463
NX_O43516	MGI:2178801
NX_O43520	MGI:1859665
NX_O43521	MGI:1197519
NX_O43524	MGI:1890081
NX_O43525	MGI:1336181
NX_O43526	MGI:1309503
NX_O43529	MGI:2138283
NX_O43541	MGI:1336883
NX_O43542	MGI:1921585
NX_O43543	MGI:1927345
NX_O43548	MGI:1921426
NX_O43556	MGI:1329042
NX_O43557	MGI:1355317
NX_O43559	MGI:2135965
NX_O43561	MGI:1342293
NX_O43566	MGI:1859709
NX_O43567	MGI:1346341
NX_O43570	MGI:1923709
NX_O43572	MGI:1890218
NX_O43581	MGI:1859545
NX_O43583	MGI:1915434
NX_O43586	MGI:1321396
NX_O43592	MGI:1920442
NX_O43593	MGI:96223
NX_O43597	MGI:1345138
NX_O43598	MGI:3039376
NX_O43602	MGI:1277171
NX_O43603	MGI:1337018
NX_O43609	MGI:1345139
NX_O43610	MGI:1345188
NX_O43612	MGI:1202306
NX_O43613	MGI:2385650
NX_O43614	MGI:2680765
NX_O43615	MGI:1343262
NX_O43617	MGI:1351486
NX_O43623	MGI:1096393
NX_O43633	MGI:1916203
NX_O43638	MGI:95546
NX_O43639	MGI:1306821
NX_O43653	MGI:1919623
NX_O43657	MGI:1926264
NX_O43660	MGI:1858197
NX_O43663	MGI:1858961
NX_O43665	MGI:1915115
NX_O43670	MGI:1340045
NX_O43674	MGI:1913296
NX_O43676	MGI:1913745
NX_O43677	MGI:1913627
NX_O43678	MGI:1343103
NX_O43679	MGI:894670
NX_O43680	MGI:1202715
NX_O43681	MGI:1928379
NX_O43683	MGI:1100510
NX_O43684	MGI:1343463
NX_O43687	MGI:1859150
NX_O43688	MGI:1354945
NX_O43692	MGI:1934659
NX_O43704	MGI:2136282
NX_O43707	MGI:1890773
NX_O43708	MGI:1341859
NX_O43709	MGI:1913388
NX_O43711	MGI:1351209
NX_O43715	MGI:1916326
NX_O43716	MGI:1923776
NX_O43719	MGI:1919709
NX_O43731	MGI:2145953
NX_O43734	MGI:2143599
NX_O43736	MGI:107706
NX_O43739	MGI:1335107
NX_O43741	MGI:1336185
NX_O43745	MGI:1917511
NX_O43747	MGI:101919
NX_O43752	MGI:1926235
NX_O43759	MGI:1328323
NX_O43760	MGI:1328324
NX_O43761	MGI:1341881
NX_O43763	MGI:1350935
NX_O43765	MGI:1098703
NX_O43766	MGI:1934604
NX_O43768	MGI:1891189
NX_O43772	MGI:1928738
NX_O43776	MGI:1917473
NX_O43781	MGI:1330300
NX_O43790	MGI:109362
NX_O43791	MGI:1343085
NX_O43795	MGI:107752
NX_O43805	MGI:1915725
NX_O43808	MGI:1342248
NX_O43809	MGI:1915469
NX_O43813	MGI:1336997
NX_O43815	MGI:1333757
NX_O43818	MGI:2384313
NX_O43819	MGI:3818630
NX_O43820	MGI:1330288
NX_O43822	MGI:1915134
NX_O43823	MGI:1928488
NX_O43824	MGI:1306825
NX_O43825	MGI:1349461
NX_O43826	MGI:1316650
NX_O43827	MGI:3605801
NX_O43829	MGI:1195345
NX_O43837	MGI:2158650
NX_O43847	MGI:1201386
NX_O43852	MGI:1097158
NX_O43854	MGI:1329025
NX_O43861	MGI:1354757
NX_O43865	MGI:2385184
NX_O43866	MGI:1334419
NX_O43868	MGI:1913105
NX_O43868	MGI:3702173
NX_O43869	MGI:109304
NX_O43889	MGI:99946
NX_O43895	MGI:2180001
NX_O43896	MGI:1098260
NX_O43897	MGI:106923
NX_O43900	MGI:1859635
NX_O43903	MGI:95657
NX_O43909	MGI:1860765
NX_O43913	MGI:1347044
NX_O43914	MGI:1277211
NX_O43915	MGI:108037
NX_O43916	MGI:1924219
NX_O43918	MGI:1338803
NX_O43920	MGI:1890889
NX_O43921	MGI:102707
NX_O43924	MGI:1270843
NX_O43927	MGI:1888499
NX_O43929	MGI:1347043
NX_O43933	MGI:1918632
NX_O43934	MGI:1917150
NX_O60216	MGI:108016
NX_O60218	MGI:101918
NX_O60218	MGI:107673
NX_O60218	MGI:1915111
NX_O60220	MGI:1353433
NX_O60224	MGI:2446771
NX_O60225	MGI:3646261
NX_O60229	MGI:2685385
NX_O60231	MGI:1916442
NX_O60232	MGI:1913482
NX_O60234	MGI:1927135
NX_O60234	MGI:3704264
NX_O60235	MGI:2385221
NX_O60237	MGI:1916417
NX_O60238	MGI:1332659
NX_O60238	MGI:3642435
NX_O60239	MGI:1344391
NX_O60240	MGI:1890505
NX_O60241	MGI:2451244
NX_O60242	MGI:2441837
NX_O60243	MGI:1354958
NX_O60244	MGI:1349442
NX_O60245	MGI:1860487
NX_O60248	MGI:98363
NX_O60256	MGI:2384838
NX_O60258	MGI:1202401
NX_O60259	MGI:1343327
NX_O60260	MGI:1355296
NX_O60262	MGI:95787
NX_O60264	MGI:1935129
NX_O60266	MGI:99675
NX_O60268	MGI:2443793
NX_O60269	MGI:2444560
NX_O60271	MGI:1918084
NX_O60279	MGI:2685972
NX_O60281	MGI:1353423
NX_O60282	MGI:1098269
NX_O60284	MGI:2446700
NX_O60285	MGI:1925226
NX_O60287	MGI:2146468
NX_O60290	MGI:1889827
NX_O60291	MGI:2447670
NX_O60292	MGI:1921456
NX_O60293	MGI:2446143
NX_O60294	MGI:1353659
NX_O60296	MGI:1918077
NX_O60299	MGI:2656976
NX_O60303	MGI:2442760
NX_O60306	MGI:1276102
NX_O60307	MGI:2683541
NX_O60308	MGI:2687282
NX_O60309	MGI:2685097
NX_O60309	MGI:2685730
NX_O60312	MGI:1330809
NX_O60313	MGI:1921393
NX_O60315	MGI:1344407
NX_O60318	MGI:1930089
NX_O60320	MGI:1917888
NX_O60330	MGI:1935229
NX_O60331	MGI:1298224
NX_O60333	MGI:108426
NX_O60336	MGI:1347004
NX_O60337	MGI:2442773
NX_O60341	MGI:1196256
NX_O60343	MGI:2429660
NX_O60344	MGI:1101356
NX_O60346	MGI:2138327
NX_O60347	MGI:2384803
NX_O60353	MGI:108474
NX_O60356	MGI:1891834
NX_O60359	MGI:1859165
NX_O60381	MGI:894659
NX_O60383	MGI:95692
NX_O60391	MGI:2150393
NX_O60393	MGI:108011
NX_O60403	MGI:3782645
NX_O60404	MGI:1335096
NX_O60412	MGI:3031190
NX_O60422	MGI:1891409
NX_O60423	MGI:1914581
NX_O60427	MGI:1923517
NX_O60431	MGI:3031191
NX_O60437	MGI:1194898
NX_O60443	MGI:1889850
NX_O60447	MGI:104736
NX_O60449	MGI:106662
NX_O60462	MGI:1100492
NX_O60469	MGI:1196281
NX_O60476	MGI:104676
NX_O60477	MGI:1928478
NX_O60478	MGI:1891463
NX_O60479	MGI:94903
NX_O60481	MGI:106676
NX_O60486	MGI:1890127
NX_O60487	MGI:1289160
NX_O60488	MGI:1354713
NX_O60493	MGI:1860188
NX_O60494	MGI:1931256
NX_O60496	MGI:1332623
NX_O60500	MGI:1859637
NX_O60502	MGI:1932139
NX_O60503	MGI:108450
NX_O60504	MGI:700013
NX_O60506	MGI:1891690
NX_O60507	MGI:1298231
NX_O60508	MGI:1918963
NX_O60512	MGI:1928767
NX_O60513	MGI:1928387
NX_O60516	MGI:1270847
NX_O60518	MGI:2683212
NX_O60519	MGI:1889385
NX_O60522	MGI:2679727
NX_O60524	MGI:1918305
NX_O60542	MGI:1201684
NX_O60543	MGI:1270845
NX_O60547	MGI:1891112
NX_O60548	MGI:1347471
NX_O60551	MGI:1202298
NX_O60563	MGI:1328363
NX_O60565	MGI:1344337
NX_O60566	MGI:1333889
NX_O60568	MGI:1347008
NX_O60573	MGI:1914440
NX_O60575	MGI:1341848
NX_O60583	MGI:1920199
NX_O60602	MGI:1858171
NX_O60603	MGI:1346060
NX_O60609	MGI:1201403
NX_O60610	MGI:1194490
NX_O60613	MGI:1927947
NX_O60635	MGI:1914055
NX_O60636	MGI:1917997
NX_O60637	MGI:1928098
NX_O60641	MGI:109132
NX_O60645	MGI:2443972
NX_O60656	MGI:3576092
NX_O60656	MGI:3580642
NX_O60658	MGI:1277116
NX_O60662	MGI:2683854
NX_O60663	MGI:1100513
NX_O60664	MGI:1914155
NX_O60667	MGI:1916419
NX_O60669	MGI:1330284
NX_O60671	MGI:1316678
NX_O60673	MGI:1337131
NX_O60674	MGI:96629
NX_O60675	MGI:99951
NX_O60676	MGI:107161
NX_O60678	MGI:1919224
NX_O60682	MGI:1333884
NX_O60683	MGI:2684988
NX_O60684	MGI:1100836
NX_O60687	MGI:1916042
NX_O60688	MGI:1913303
NX_O60701	MGI:1306785
NX_O60704	MGI:1309516
NX_O60706	MGI:1352630
NX_O60711	MGI:2147677
NX_O60716	MGI:105100
NX_O60721	MGI:2384871
NX_O60725	MGI:1888594
NX_O60729	MGI:2441808
NX_O60733	MGI:1859152
NX_O60739	MGI:1916219
NX_O60741	MGI:1096392
NX_O60749	MGI:1915054
NX_O60755	MGI:1329003
NX_O60759	MGI:2183535
NX_O60760	MGI:1859384
NX_O60762	MGI:1330239
NX_O60763	MGI:1929095
NX_O60765	MGI:103172
NX_O60774	MGI:2681841
NX_O60779	MGI:1928761
NX_O60783	MGI:1928141
NX_O60784	MGI:1338026
NX_O60806	MGI:1891158
NX_O60811	MGI:2156377
NX_O60811	MGI:2156389
NX_O60811	MGI:3703005
NX_O60814	MGI:2448399
NX_O60825	MGI:107815
NX_O60826	MGI:1859608
NX_O60828	MGI:1859638
NX_O60830	MGI:1343176
NX_O60831	MGI:1859607
NX_O60832	MGI:1861727
NX_O60840	MGI:1859639
NX_O60841	MGI:2441772
NX_O60844	MGI:1916286
NX_O60858	MGI:1913847
NX_O60861	MGI:1202388
NX_O60869	MGI:1891227
NX_O60870	MGI:96676
NX_O60879	MGI:1858500
NX_O60880	MGI:1328352
NX_O60882	MGI:1353466
NX_O60883	MGI:1928503
NX_O60884	MGI:1931882
NX_O60885	MGI:1888520
NX_O60888	MGI:1914925
NX_O60890	MGI:2151070
NX_O60894	MGI:1858418
NX_O60895	MGI:1859650
NX_O60896	MGI:1860292
NX_O60902	MGI:1201673
NX_O60906	MGI:1278330
NX_O60907	MGI:1336172
NX_O60909	MGI:1858493
NX_O60911	MGI:88564
NX_O60921	MGI:1277962
NX_O60925	MGI:1914449
NX_O60927	MGI:1923747
NX_O60928	MGI:3781032
NX_O60930	MGI:1335073
NX_O60931	MGI:1932872
NX_O60934	MGI:1351625
NX_O60936	MGI:1925938
NX_O60938	MGI:1202398
NX_O60939	MGI:106921
NX_O60941	MGI:1203728
NX_O60942	MGI:1329041
NX_O75015	MGI:2179523
NX_O75022	MGI:1195969
NX_O75022	MGI:1195970
NX_O75022	MGI:1195971
NX_O75022	MGI:3705216
NX_O75022	MGI:3709645
NX_O75022	MGI:3805553
NX_O75022	MGI:894311
NX_O75023	MGI:3705216
NX_O75027	MGI:109533
NX_O75030	MGI:104554
NX_O75031	MGI:1921627
NX_O75037	MGI:109234
NX_O75038	MGI:2443078
NX_O75044	MGI:109605
NX_O75051	MGI:107684
NX_O75052	MGI:1917979
NX_O75054	MGI:1926158
NX_O75056	MGI:1349163
NX_O75061	MGI:1919935
NX_O75063	MGI:2443990
NX_O75064	MGI:2446201
NX_O75069	MGI:1916125
NX_O75071	MGI:2442397
NX_O75072	MGI:2179507
NX_O75074	MGI:3584516
NX_O75077	MGI:1345162
NX_O75078	MGI:1098667
NX_O75081	MGI:1338013
NX_O75083	MGI:1337100
NX_O75084	MGI:108570
NX_O75093	MGI:1315203
NX_O75094	MGI:1315202
NX_O75095	MGI:1919351
NX_O75096	MGI:2442252
NX_O75106	MGI:2668431
NX_O75110	MGI:1330826
NX_O75112	MGI:1344412
NX_O75113	MGI:2136825
NX_O75116	MGI:107926
NX_O75121	MGI:1918556
NX_O75122	MGI:1923749
NX_O75123	MGI:1926084
NX_O75127	MGI:1919049
NX_O75128	MGI:105056
NX_O75129	MGI:1889277
NX_O75131	MGI:1917818
NX_O75132	MGI:2682302
NX_O75140	MGI:2141101
NX_O75143	MGI:1196429
NX_O75144	MGI:1354701
NX_O75145	MGI:1924037
NX_O75146	MGI:1352504
NX_O75147	MGI:2138628
NX_O75150	MGI:2142048
NX_O75151	MGI:1338034
NX_O75152	MGI:1917829
NX_O75153	MGI:1921398
NX_O75154	MGI:2444431
NX_O75155	MGI:1914338
NX_O75157	MGI:1919283
NX_O75159	MGI:2385459
NX_O75161	MGI:2384210
NX_O75164	MGI:2446210
NX_O75165	MGI:2676368
NX_O75167	MGI:2446138
NX_O75170	MGI:1918724
NX_O75173	MGI:1339949
NX_O75175	MGI:2385261
NX_O75177	MGI:2444061
NX_O75179	MGI:1932101
NX_O75182	MGI:107158
NX_O75185	MGI:1916297
NX_O75190	MGI:1344381
NX_O75191	MGI:2142985
NX_O75192	MGI:1338788
NX_O75197	MGI:1278315
NX_O75204	MGI:1916720
NX_O75208	MGI:1915164
NX_O75223	MGI:95700
NX_O75251	MGI:1922656
NX_O75264	MGI:1919523
NX_O75290	MGI:2148237
NX_O75290	MGI:3584526
NX_O75293	MGI:107776
NX_O75298	MGI:107612
NX_O75306	MGI:2385112
NX_O75309	MGI:106671
NX_O75311	MGI:95749
NX_O75312	MGI:1330262
NX_O75317	MGI:1270128
NX_O75319	MGI:1919352
NX_O75323	MGI:1278343
NX_O75324	MGI:1276549
NX_O75325	MGI:106037
NX_O75326	MGI:1306826
NX_O75330	MGI:104667
NX_O75333	MGI:1261436
NX_O75334	MGI:2443834
NX_O75335	MGI:1915757
NX_O75339	MGI:2444507
NX_O75340	MGI:109283
NX_O75342	MGI:1274782
NX_O75343	MGI:2660873
NX_O75344	MGI:2137612
NX_O75346	MGI:107769
NX_O75347	MGI:107549
NX_O75348	MGI:1913540
NX_O75351	MGI:1100499
NX_O75352	MGI:1346040
NX_O75354	MGI:1202295
NX_O75355	MGI:1321386
NX_O75356	MGI:1321385
NX_O75360	MGI:109330
NX_O75362	MGI:2685408
NX_O75363	MGI:1924210
NX_O75364	MGI:1100498
NX_O75365	MGI:1277098
NX_O75366	MGI:1333798
NX_O75367	MGI:1349392
NX_O75368	MGI:1930849
NX_O75369	MGI:2446089
NX_O75376	MGI:1349717
NX_O75379	MGI:1858730
NX_O75380	MGI:107932
NX_O75380	MGI:3648526
NX_O75381	MGI:1927868
NX_O75382	MGI:1860040
NX_O75385	MGI:1270126
NX_O75386	MGI:1329045
NX_O75387	MGI:1931352
NX_O75390	MGI:88529
