UniProt-AC	UniProt-AC_reviewed	UniProt-ID	GeneID	RefSeq	GI	PDB	GO	PIR	MIM	UniGene	Ensembl_Gene	Ensembl_Transcript	Ensembl_Protein	BioGrid	STRING	KEGG	Gene_Name
P08592	P08592	A4_RAT	54226	NP_062161.1; XP_006248073.1	34810761; 149059743; 34810825; 27436861; 564375958; 372466729; 930262; 22038049; 118140966; 28374079; 34810826; 34810763; 372466728; 34810762; 118140944; 112930; 55617	1M7E:D; 1M7E:E; 1M7E:F; 1NMJ:A; 1OQN:C; 1OQN:D; 2LI9:A; 2LI9:B	GO:0106003; GO:0045177; GO:0097449; GO:0030424; GO:0005623; GO:0009986; GO:0005911; GO:0035253; GO:0005905; GO:0030134; GO:0005737; GO:0031410; GO:0043198; GO:0043197; GO:0005769; GO:0005768; GO:0070381; GO:0005615; GO:0005794; GO:0005798; GO:0030426; GO:1990812; GO:1990761; GO:0034364; GO:0016021; GO:0034363; GO:1990777; GO:0044304; GO:0016020; GO:0045121; GO:0005739; GO:0031594; GO:0043005; GO:0005641; GO:0005634; GO:0043204; GO:0048471; GO:0005886; GO:0048786; GO:0032991; GO:0043235; GO:0055037; GO:0005791; GO:0005790; GO:0051233; GO:0045202; GO:0008021; GO:0043195; GO:0033130; GO:0034185; GO:0051087; GO:0042056; GO:0003677; GO:0019899; GO:0046875; GO:0005109; GO:0001664; GO:0070851; GO:0043395; GO:0008201; GO:0042802; GO:0005158; GO:0005178; GO:0016504; GO:0046983; GO:0046982; GO:0042803; GO:0051425; GO:0050786; GO:0000978; GO:0000979; GO:0004867; GO:0030546; GO:0005102; GO:0046914; GO:0000187; GO:0000185; GO:0007189; GO:0007193; GO:0008344; GO:1990000; GO:0019731; GO:0019732; GO:0061844; GO:0008306; GO:0048143; GO:0002265; GO:0008088; GO:0016199; GO:0007409; GO:0019722; GO:0007155; GO:0006878; GO:0009987; GO:1904646; GO:0071320; GO:0071280; GO:0071287; GO:1990090; GO:0071874; GO:0008203; GO:0050890; GO:0048669; GO:0050829; GO:0050830; GO:0016358; GO:0006897; GO:0030198; GO:0030900; GO:0007186; GO:0045087; GO:0035235; GO:0007612; GO:0007611; GO:0007626; GO:0007617; GO:0007613; GO:0014005; GO:0001774; GO:0090647; GO:0098815; GO:0006378; GO:1903523; GO:0090090; GO:0008285; GO:0010629; GO:1900272; GO:1901215; GO:0045665; GO:1902894; GO:1900181; GO:0000122; GO:0050885; GO:0051402; GO:0031175; GO:1990535; GO:0016322; GO:0007219; GO:0061903; GO:1905908; GO:1902004; GO:0043065; GO:1902961; GO:1905893; GO:1905896; GO:0045080; GO:0043280; GO:0051091; GO:1904472; GO:0070374; GO:2000463; GO:1904022; GO:0045745; GO:0010971; GO:0010628; GO:0045821; GO:0035066; GO:1902715; GO:0050725; GO:0045410; GO:0046330; GO:1900273; GO:0043410; GO:0051044; GO:0045931; GO:0090026; GO:0043525; GO:1901216; GO:0045666; GO:0051092; GO:1901224; GO:0045429; GO:1903223; GO:0033138; GO:0010800; GO:0042327; GO:0032092; GO:1904591; GO:0051247; GO:0001934; GO:0061098; GO:1900122; GO:1905898; GO:0032930; GO:2000406; GO:1902949; GO:0045944; GO:0042535; GO:0051260; GO:0006468; GO:0051262; GO:0070206; GO:1903048; GO:1905906; GO:1902950; GO:0007176; GO:0010468; GO:0048169; GO:0040014; GO:0050730; GO:1905606; GO:0043393; GO:1905945; GO:0150003; GO:0050803; GO:0034121; GO:0006357; GO:0006417; GO:0070555; GO:0010288; GO:0006979; GO:0009314; GO:0001878; GO:0051563; GO:0001967; GO:0050808; GO:0051124; GO:0032640; GO:0008542	S00550; S03607; S23094			ENSRNOG00000006997	ENSRNOT00000048854	ENSRNOP00000041613	248450	10116.ENSRNOP00000041613	rno:54226	App
P25099	P25099	AA1R_RAT	29290	NP_058851.2; XP_006249921.1; XP_006249923.1	202566; 149058580; 149058579; 564380708; 1854372; 2906015; 2827766; 148540068; 202568; 564380704		GO:0032279; GO:0030673; GO:0016323; GO:0044305; GO:0044297; GO:0030425; GO:0043197; GO:0012505; GO:0005783; GO:0099055; GO:0099056; GO:0043025; GO:0005886; GO:0014069; GO:0045211; GO:0048786; GO:0042734; GO:0045202; GO:0043195; GO:0001609; GO:0001664; GO:0031683; GO:0031072; GO:0032795; GO:0099582; GO:0046982; GO:0044877; GO:0001883; GO:0000186; GO:0007193; GO:0050890; GO:0050965; GO:0060079; GO:0055089; GO:0007186; GO:0016042; GO:0002674; GO:0043066; GO:0045776; GO:0097756; GO:0008285; GO:0042323; GO:0042321; GO:0014050; GO:0045822; GO:0046888; GO:0050728; GO:0002686; GO:0050995; GO:1900453; GO:1900272; GO:0070256; GO:0032900; GO:0035814; GO:0032229; GO:0051967; GO:0003085; GO:0045777; GO:0045741; GO:0050996; GO:1901216; GO:0032244; GO:0002793; GO:0043268; GO:0035307; GO:0003084; GO:0006612; GO:0086004; GO:0055117; GO:0003093; GO:0002087; GO:0051930; GO:0060087; GO:0001666; GO:0001659; GO:0070328	A40376			ENSRNOG00000003442	ENSRNOT00000004602; ENSRNOT00000078993	ENSRNOP00000004602; ENSRNOP00000073958	247960	10116.ENSRNOP00000004602	rno:29290	Adora1
P30543	P30543	AA2AR_RAT	25369	NP_445746.3; XP_017457041.1; XP_017457042.1; XP_017457043.1; XP_017457044.1	8928539; 1046876405; 149043778; 1046876409; 189233552; 78126172; 1046876407; 259433; 1046876403; 7407133; 51859424; 149043779		GO:0032279; GO:0030673; GO:0030424; GO:0030425; GO:0012505; GO:0098978; GO:0000139; GO:0005887; GO:0099055; GO:0099056; GO:0016020; GO:0043025; GO:0005886; GO:0014069; GO:0045211; GO:0048786; GO:0042734; GO:0051393; GO:0019899; GO:0001609; GO:0042802; GO:0044877; GO:0031802; GO:0001973; GO:0007189; GO:0048143; GO:0042755; GO:0060079; GO:0007186; GO:0060080; GO:0007626; GO:0051899; GO:0046636; GO:0008285; GO:0043154; GO:0050728; GO:0040013; GO:0043524; GO:0006469; GO:0043116; GO:0048812; GO:0014057; GO:2001235; GO:0045938; GO:0014049; GO:1900273; GO:0050714; GO:0035815; GO:0032230; GO:0051968; GO:0035810; GO:0060134; GO:0007205; GO:0051924; GO:0051881; GO:0014061; GO:2000300; GO:0006355; GO:0043279; GO:0001975; GO:0031000; GO:0042493; GO:0007271; GO:0001963; GO:0035249; GO:0042311	A48974			ENSRNOG00000001302	ENSRNOT00000001759	ENSRNOP00000001759	247408	10116.ENSRNOP00000001759	rno:25369	Adora2a
P29276	P29276	AA2BR_RAT	29316	NP_058857.1	202588; 112939; 8392864		GO:0009986; GO:0098978; GO:0016021; GO:0005886; GO:0098685; GO:0045202; GO:0001609; GO:0004930; GO:0007189; GO:0031668; GO:0008285; GO:0032966; GO:0097755; GO:0043950; GO:0033605; GO:0008284; GO:0010753; GO:0032722; GO:0002882; GO:0010595; GO:0001938; GO:0031284; GO:0032755; GO:0043306; GO:0010701; GO:0010893; GO:0010575; GO:2000300; GO:0060087	A42171							10116.ENSRNOP00000003966	rno:29316	Adora2b
P28647	P28647	AA3R_RAT	100911796; 25370	NP_001289679.1; NP_001289680.1; NP_001289684.1; NP_037028.2	149025580; 713693919; 460332; 2506479; 713693514; 56308; 1297001; 211063459; 713693934		GO:0005887; GO:0042629; GO:0005886; GO:0042734; GO:0098685; GO:0001609; GO:0001973; GO:0007186; GO:0002553; GO:0030336; GO:0008285; GO:0032088; GO:0050850; GO:0050729; GO:0002687; GO:0043306; GO:0070257; GO:0014068; GO:0014061; GO:2000300	A46152; S17177; S68678			ENSRNOG00000015788; ENSRNOG00000050743	ENSRNOT00000021236; ENSRNOT00000050538	ENSRNOP00000021236; ENSRNOP00000046340		10116.ENSRNOP00000046340	rno:100911796;rno:25370	Adora3
P63116	P63116	AAA1_RAT			14575545; 52000884		GO:0097440; GO:0016021; GO:0043025; GO:0015179; GO:0015175; GO:0042941; GO:0042942; GO:0015804								10116.ENSRNOP00000015205		Slc7a10
Q9QZH8	Q9QZH8	AAAD_RAT	57300	NP_065413.1	10120490; 57012548; 8347733; 5923874		GO:0005789; GO:0016021; GO:0019213; GO:0016787; GO:0017171; GO:0034338; GO:0004806; GO:0009056; GO:0006629; GO:0010898								10116.ENSRNOP00000064056	rno:57300	Aadac
Q9JMI1	Q9JMI1	AACS_RAT	65984	NP_075592.1	38197367; 149063227; 12831227; 81906806; 6996616		GO:0005623; GO:0005829; GO:0030729; GO:0005524; GO:0047760; GO:0060612; GO:0071397; GO:0071333; GO:0071394; GO:0006631; GO:0001889; GO:0032024; GO:0042493; GO:0045471; GO:0007584; GO:0034201; GO:0014070; GO:0010243; GO:0014074; GO:0042594; GO:0050872				ENSRNOG00000000967	ENSRNOT00000001292	ENSRNOP00000001292		10116.ENSRNOP00000001292	rno:65984	Aacs
Q64602	Q64602	AADAT_RAT	29416	NP_058889.1	46395566; 8393641; 149032277; 50927641; 1050752		GO:0005739; GO:0047536; GO:0016212; GO:0042803; GO:0030170; GO:0008483; GO:0006103; GO:1901605; GO:0009058; GO:0006536; GO:0070189; GO:0033512				ENSRNOG00000011861	ENSRNOT00000015974	ENSRNOP00000015974		10116.ENSRNOP00000015974	rno:29416	Aadat
Q9R0Z7	Q9R0Z7	AAGAB_RAT	171435	NP_599225.1	5802951; 19705519; 62286958; 149041934		GO:0005829; GO:0016607; GO:0015031				ENSRNOG00000008424	ENSRNOT00000011385	ENSRNOP00000011385	251245	10116.ENSRNOP00000011385	rno:171435	Aagab
P0C1X8	P0C1X8	AAK1_RAT			115503760		GO:0030054; GO:0031252; GO:0071439; GO:0005905; GO:0019897; GO:0005634; GO:0098793; GO:0043195; GO:0035612; GO:0005524; GO:0005112; GO:0004674; GO:0006897; GO:0045747; GO:0046777; GO:0006468; GO:0050821; GO:2000369; GO:0032880								10116.ENSRNOP00000044665		Aak1
P80386	P80386	AAKB1_RAT	83803	NP_114182.1; XP_006249543.1	848130445; 82407551; 848130441; 1185269; 672885979; 848130444; 149063531; 38541991; 149063529; 848130442; 22096326; 672885985; 1335858; 14010877; 564379723; 82407555; 82407553; 848130440; 82407550; 390136529; 390136538; 390136541; 848130443; 82407554; 672885982; 848130446; 82407552	1Z0M:A; 1Z0M:B; 1Z0M:C; 1Z0N:A; 1Z0N:B; 1Z0N:C; 4EAG:B; 4EAK:B; 4EAL:B; 4QFG:B; 4QFR:B; 4QFS:B; 4YEF:A; 4YEF:B; 4YEF:C; 4YEF:D; 4YEF:E; 4YEF:F; 4YEF:G; 5KQ5:B; 5T5T:B; 5UFU:B; 6E4T:B; 6E4U:B; 6E4W:B	GO:0005737; GO:0005829; GO:0031588; GO:0005634; GO:0032991; GO:0004672; GO:0019901; GO:0044877; GO:0006633; GO:0035878; GO:0120162; GO:0010628; GO:0006468; GO:0050790				ENSRNOG00000001142	ENSRNOT00000001508	ENSRNOP00000001508	249839	10116.ENSRNOP00000001508	rno:83803	Prkab1
Q9QZH4	Q9QZH4	AAKB2_RAT	64562	NP_072149.1	799532218; 799532223; 799532232; 799532224; 806394341; 512125260; 799532225; 806394342; 799532229; 799532215; 799532222; 799532221; 799532227; 6013219; 12018316; 799532228; 799532219; 799532217; 512125261; 799532230; 14194420; 799532220; 799532226; 799532231; 799532216	2LU3:A; 2LU4:A; 4Y0G:A; 4Y0G:B; 4YEE:A; 4YEE:B; 4YEE:C; 4YEE:D; 4YEE:E; 4YEE:F; 4YEE:G; 4YEE:H; 4YEE:I; 4YEE:J; 4YEE:K; 4YEE:L; 4YEE:M; 4YEE:N; 4YEE:O; 4YEE:P; 4YEE:Q; 4YEE:R	GO:0016324; GO:0005952; GO:0005737; GO:0005654; GO:0031588; GO:0005634; GO:0004679; GO:0019899; GO:0042802; GO:0019901; GO:0006633; GO:0120162; GO:0050790								10116.ENSRNOP00000062137	rno:64562	Prkab2
P80385	P80385	AAKG1_RAT	25520	NP_037142.1	390136536; 158431125; 390136533; 326327765; 390136539; 67678445; 672885980; 672885986; 326327775; 158431129; 2507205; 1335860; 1185271; 158431096; 326327768; 672885983; 568786488; 390136530; 6981392; 390136542	2V8Q:E; 2V92:E; 2V9J:E; 2Y8L:E; 2Y8Q:E; 2YA3:E; 4CFH:E; 4EAG:C; 4EAI:C; 4EAJ:C; 4EAK:C; 4EAL:C; 4QFG:C; 4QFR:C; 4QFS:C; 5KQ5:C; 5T5T:C; 5UFU:C; 6E4T:C; 6E4U:C; 6E4W:C	GO:0005829; GO:0031588; GO:0005634; GO:0032991; GO:0043531; GO:0016208; GO:0005524; GO:0004672; GO:0019901; GO:0019887; GO:0044877; GO:0006633; GO:0051170; GO:0010628; GO:0006468; GO:0050790; GO:0071900	T10759			ENSRNOG00000061499	ENSRNOT00000083354	ENSRNOP00000070458	247552	10116.ENSRNOP00000020093	rno:25520	Prkag1
P54645	P54645	AAPK1_RAT	65248	NP_062015.2	254763245; 158431094; 158431127; 390136537; 672885984; 672885981; 514829766; 390136540; 158431123; 568786485; 390136531; 326327766; 1155267; 568786486; 672885978; 326327773; 478247105; 390136534; 326327763; 1703034	2V8Q:A; 2V92:A; 2V9J:A; 2Y8L:A; 2Y8Q:A; 2YA3:A; 4CFH:A; 4CFH:C; 4EAI:A; 4EAJ:A; 4EAK:A; 4EAL:A; 4F2L:A; 4QFG:A; 4QFR:A; 4QFS:A; 5KQ5:A; 5T5T:A; 5UFU:A; 6E4T:A; 6E4U:A; 6E4W:A	GO:0016324; GO:0030424; GO:0005623; GO:0005737; GO:0005829; GO:0030425; GO:0043025; GO:0016607; GO:0031588; GO:0005634; GO:0032991; GO:0050405; GO:0047322; GO:0004679; GO:0005524; GO:0003682; GO:0042557; GO:0035174; GO:0046872; GO:0008022; GO:0004672; GO:0004674; GO:0044877; GO:0050321; GO:0006914; GO:0061762; GO:0071277; GO:0071361; GO:0042149; GO:0071333; GO:0070301; GO:0071456; GO:0031669; GO:0071417; GO:0034599; GO:0071380; GO:0006695; GO:0009631; GO:0097009; GO:0006633; GO:0055089; GO:0019395; GO:0042593; GO:0006006; GO:0035556; GO:0008610; GO:0061744; GO:0043066; GO:0010629; GO:0046627; GO:0050995; GO:0032007; GO:0017148; GO:1904428; GO:0070050; GO:0010508; GO:0008284; GO:1903829; GO:0046321; GO:0010628; GO:0045722; GO:0046326; GO:0045821; GO:1903109; GO:2000758; GO:1903955; GO:0048643; GO:0006468; GO:0042752; GO:0070507; GO:0033135; GO:0062028; GO:0060627; GO:0014823; GO:0031000; GO:1901563; GO:0010332; GO:0042542; GO:0009411; GO:0048511; GO:0016055				ENSRNOG00000012799	ENSRNOT00000017626	ENSRNOP00000017626	249325	10116.ENSRNOP00000017626	rno:65248	Prkaa1
Q09137	Q09137	AAPK2_RAT	78975	NP_076481.1	13027454; 728758; 862473; 488376		GO:0016324; GO:0030424; GO:0005623; GO:0005737; GO:0010494; GO:0030425; GO:0043025; GO:0005654; GO:0031588; GO:0005634; GO:0032991; GO:0050405; GO:0047322; GO:0004679; GO:0005524; GO:0003682; GO:0035174; GO:0046872; GO:0030674; GO:0004672; GO:0004674; GO:0004712; GO:0044877; GO:0006914; GO:0071277; GO:0035690; GO:0042149; GO:0071333; GO:0031669; GO:0071417; GO:0034599; GO:0071380; GO:0006695; GO:0097009; GO:0006633; GO:0055089; GO:0042593; GO:0035556; GO:0008610; GO:0043066; GO:0010629; GO:0032007; GO:1904428; GO:0010508; GO:1903829; GO:0045821; GO:2000758; GO:0006468; GO:0042752; GO:0010468; GO:0019216; GO:0016241; GO:0070507; GO:0062028; GO:0014823; GO:0031000; GO:0014850; GO:0048511; GO:0016055	A53621						249382	10116.ENSRNOP00000010680	rno:78975	Prkaa2
Q91ZF7	Q91ZF7	AARD_RAT	246323	NP_659561.1	81867482; 15822515; 21489993		GO:0030324				ENSRNOG00000004708	ENSRNOT00000006257	ENSRNOP00000006257		10116.ENSRNOP00000006257	rno:246323	Aard
Q5XI97	Q5XI97	AASD1_RAT	619440	NP_001029281.1	81883726; 77627733; 54035303; 149054301		GO:0005737; GO:0004813; GO:0002161; GO:0005524; GO:0046872; GO:0003676; GO:0002196; GO:0006419; GO:0006450				ENSRNOG00000020658	ENSRNOT00000028047	ENSRNOP00000028047	565992	10116.ENSRNOP00000028047	rno:619440	Aarsd1
A2VCW9	A2VCW9	AASS_RAT	296925	NP_001094433.1	124504343; 166198273; 155369281		GO:0005737; GO:0005739; GO:0047131; GO:0047130; GO:0004753; GO:0019477; GO:0033512; GO:0019878								10116.ENSRNOP00000057271	rno:296925	Aass
P13221	P13221	AATC_RAT	24401	NP_036703.2	203012; 300557549; 149040215; 401461792; 112978; 122065118; 554424; 259665906; 220684; 38197390		GO:0043679; GO:0005623; GO:0005737; GO:0005829; GO:0005764; GO:0005654; GO:0031406; GO:0004069; GO:0047801; GO:0004609; GO:0030170; GO:0006103; GO:0006532; GO:0006533; GO:0006531; GO:0032869; GO:0071260; GO:0043648; GO:0055089; GO:0019551; GO:0019550; GO:0006536; GO:0006114; GO:0032966; GO:0051481; GO:0051902; GO:0007219; GO:0006107; GO:0030511; GO:0046686; GO:0009743; GO:0051384; GO:0035902; GO:1990267; GO:0060290	I55325; JT0439			ENSRNOG00000016356	ENSRNOT00000022309	ENSRNOP00000022309	246568	10116.ENSRNOP00000022309	rno:24401	Got1
Q9QYW0	Q9QYW0	AATF_RAT	114512	NP_446172.1	50927591; 16758536; 149053695; 6114758; 71152213		GO:0005737; GO:0005794; GO:0044798; GO:0005730; GO:0005654; GO:0005634; GO:0043522; GO:0019901; GO:0048156; GO:0006915; GO:0007155; GO:0006974; GO:0040016; GO:0042985; GO:0043066; GO:2001234; GO:2000378; GO:0032929; GO:0045944; GO:0045893; GO:0007346; GO:0042254				ENSRNOG00000002778	ENSRNOT00000000258	ENSRNOP00000000258	250358	10116.ENSRNOP00000000258	rno:114512	Aatf
P00507	P00507	AATM_RAT	25721	NP_037309.1	149032375; 112987; 203010; 6980972; 710362; 300557597; 259665954; 204451; 38197424		GO:0009986; GO:0005743; GO:0005759; GO:0005739; GO:0043204; GO:0005886; GO:0032991; GO:0042383; GO:0030315; GO:0016597; GO:0031406; GO:0019899; GO:0042802; GO:0016212; GO:0004069; GO:0005543; GO:0030170; GO:0006103; GO:0006532; GO:0006533; GO:0006531; GO:0006520; GO:0043648; GO:0015908; GO:0007565; GO:0019551; GO:0019550; GO:0006536; GO:0007595; GO:0006107; GO:0045471; GO:0032868; GO:0043278; GO:0014850	A28005; I55427			ENSRNOG00000011782	ENSRNOT00000015956	ENSRNOP00000015956	247750	10116.ENSRNOP00000015956	rno:25721	Got2
Q5XIJ5	Q5XIJ5	AB17A_RAT	299617	NP_001006984.1; XP_008763312.1	149034526; 672057729; 53733488; 55741536; 81910371		GO:0099031; GO:0099033; GO:0030054; GO:0043197; GO:0010008; GO:0098978; GO:0005886; GO:0014069; GO:0055038; GO:0008474; GO:1902817; GO:1905668; GO:0002084; GO:0072657; GO:0018345; GO:0099175				ENSRNOG00000018212	ENSRNOT00000024576	ENSRNOP00000024576	256279	10116.ENSRNOP00000024576	rno:299617	Abhd17a
Q6AY17	Q6AY17	AB17B_RAT	309399	NP_001014050.1; XP_006231224.1	564333158; 149062584; 62078787; 50927378; 81884512		GO:0099031; GO:0099033; GO:0030054; GO:0043197; GO:0098978; GO:0005886; GO:0014069; GO:0055038; GO:0008474; GO:1902817; GO:1905668; GO:0002084; GO:0018345; GO:1902950; GO:0099175; GO:1902473				ENSRNOG00000012514	ENSRNOT00000044486	ENSRNOP00000047508		10116.ENSRNOP00000047508	rno:309399	Abhd17b
B5DFK7	B5DFK7	AB17C_RAT	361601	NP_001094206.1	198278407; 197246907; 1352911932; 149057441; 78174312		GO:0030054; GO:0043197; GO:0098978; GO:0014069; GO:0098839; GO:0055038; GO:0008474; GO:1902817; GO:1905668; GO:0002084; GO:0018345; GO:0099175				ENSRNOG00000012683	ENSRNOT00000017362	ENSRNOP00000017362		10116.ENSRNOP00000017362	rno:361601	Abhd17c
Q9ESR9	Q9ESR9	ABCA2_RAT	79248	NP_077372.1	10799949; 51315732; 13242308		GO:0005623; GO:0031410; GO:0005768; GO:0010008; GO:0016021; GO:0043231; GO:0005765; GO:0005764; GO:0005815; GO:0005886; GO:0005524; GO:0016887; GO:0042626; GO:0099038; GO:0061135; GO:0005319; GO:0090156; GO:0099040; GO:0042632; GO:0006869; GO:0090370; GO:0150110; GO:0032384; GO:1905598; GO:0071072; GO:1905601; GO:0090155; GO:0042986; GO:1902993; GO:1902004; GO:0032805; GO:0010872; GO:0032383; GO:1901873; GO:0006357; GO:0070723; GO:0048545; GO:0046512; GO:0055085							249446	10116.ENSRNOP00000020339	rno:79248	Abca2
Q8CF82	Q8CF82	ABCA5_RAT	286970	NP_775429.1	27368659; 81914352; 29170396; 27545388		GO:0005794; GO:0000139; GO:0016021; GO:0043231; GO:0005770; GO:0031902; GO:0005765; GO:0005764; GO:0005524; GO:0016887; GO:0042626; GO:0005319; GO:0033344; GO:0034375; GO:0006869; GO:0010745; GO:0015918				ENSRNOG00000004378	ENSRNOT00000005848	ENSRNOP00000005848		10116.ENSRNOP00000005848	rno:286970	Abca5
Q7TNJ2	Q7TNJ2	ABCA7_RAT	299609	NP_997481.1	46485412; 33411636; 81912033		GO:0016324; GO:0009986; GO:0005737; GO:0031901; GO:0097386; GO:0000139; GO:0016021; GO:0043231; GO:0016020; GO:0001891; GO:0005886; GO:0032587; GO:0034188; GO:0005524; GO:0016887; GO:0042626; GO:0140328; GO:0005319; GO:0090554; GO:0090556; GO:0005548; GO:0150094; GO:0034205; GO:0038027; GO:0033344; GO:0034380; GO:0006869; GO:0007613; GO:0042985; GO:1902430; GO:0045806; GO:0018149; GO:0006909; GO:0033700; GO:0045332; GO:0044857; GO:1900223; GO:0010875; GO:1901076; GO:0070374; GO:0050766; GO:1902995; GO:2000010; GO:0034504; GO:1902991							256273	10116.ENSRNOP00000063805	rno:299609	Abca7
E9PU17	E9PU17	ABCAH_RAT	287112	NP_001026807.1; XP_006245989.1; XP_006245990.1	62909979; 1035995929; 72255569; 564370893; 564370895		GO:0005789; GO:0016021; GO:0043231; GO:0005524; GO:0016887; GO:0042626; GO:0005319; GO:0006869; GO:0006638				ENSRNOG00000039656	ENSRNOT00000060818	ENSRNOP00000057544		10116.ENSRNOP00000057544	rno:287112	Abca17
O70595	O70595	ABCB6_RAT	140669	NP_542149.1	81908434; 149016148; 18034785; 2982567; 55249670		GO:0005829; GO:0005783; GO:0005768; GO:0005794; GO:0016021; GO:0031307; GO:0005740; GO:0005741; GO:0005739; GO:0005654; GO:0005886; GO:0005774; GO:0005524; GO:0016887; GO:0015439; GO:0042626; GO:0015562; GO:0020037; GO:0007420; GO:0015886; GO:0006779; GO:0043588	JE0248			ENSRNOG00000018697	ENSRNOT00000025627	ENSRNOP00000025627		10116.ENSRNOP00000025627	rno:140669	Abcb6
Q704E8	Q704E8	ABCB7_RAT	302395	NP_997683.1	71152214; 42661440; 47058990		GO:0005623; GO:0016021; GO:0005743; GO:0005524; GO:0016887; GO:0042626; GO:0006879							257169	10116.ENSRNOP00000003739	rno:302395	Abcb7
Q9QYJ4	Q9QYJ4	ABCB9_RAT	63886	NP_071574.1	42407287; 149063283; 6045150; 11560034; 42407285; 22095407		GO:0043190; GO:0030176; GO:0016021; GO:0005765; GO:0005764; GO:0005524; GO:0016887; GO:0015440; GO:0042626; GO:0042803; GO:0022857; GO:0015833; GO:0015031; GO:0055085								10116.ENSRNOP00000051058	rno:63886	Abcb9
O70127	O70127	ABCBB_RAT	83569	NP_113948.1	12585136; 13929072		GO:0045177; GO:0016324; GO:0005794; GO:0000139; GO:0016021; GO:0046581; GO:0016020; GO:0005886; GO:0005524; GO:0016887; GO:0042626; GO:0015126; GO:0015144; GO:0015721; GO:0015722; GO:0042493; GO:0043627; GO:0006979; GO:0055085	T42842						249756	10116.ENSRNOP00000064279	rno:83569	Abcb11
Q09429	Q09429	ABCC8_RAT	25559	NP_037171.2; XP_008757542.1	2773162; 672036286; 148368981; 1311534; 19862855; 11691886; 1655681		GO:0005623; GO:0008282; GO:0016020; GO:0005886; GO:0042383; GO:0030672; GO:0005524; GO:0016887; GO:0042626; GO:0044325; GO:0005267; GO:0008281; GO:0001678; GO:0071310; GO:0007565; GO:0007613; GO:0016525; GO:0060253; GO:0046676; GO:0010989; GO:1905604; GO:0061855; GO:0050768; GO:0061045; GO:0043268; GO:1905075; GO:0032760; GO:1900721; GO:1903818; GO:0042493; GO:0032868; GO:0032496; GO:0009268; GO:0010043; GO:0055085; GO:0008542				ENSRNOG00000021130	ENSRNOT00000028696; ENSRNOT00000038798	ENSRNOP00000028696; ENSRNOP00000035010		10116.ENSRNOP00000028696	rno:25559	Abcc8
Q63563	Q63563	ABCC9_RAT	25560	NP_037172.2	18202598; 149049032; 149049024; 3273501; 19923678; 3641326; 1377795		GO:0001669; GO:0008282; GO:0016020; GO:0005739; GO:0005886; GO:0042383; GO:0030017; GO:0030315; GO:0005524; GO:0016887; GO:0019829; GO:0042626; GO:0008144; GO:0042802; GO:0044325; GO:0005267; GO:0015459; GO:0008281; GO:0019905; GO:0061337; GO:0098655; GO:0051607; GO:0098662; GO:1990573; GO:0071805; GO:0006813; GO:0033198; GO:0042493; GO:0006932; GO:0055085	T42751; T46645							10116.ENSRNOP00000052402	rno:25560	Abcc9
D3ZHR2	D3ZHR2	ABCD1_RAT	363516	NP_001102291.1	149029914; 1492128139; 157818721		GO:0005737; GO:0005789; GO:0005779; GO:0005765; GO:0031966; GO:0048471; GO:0005778; GO:0005777; GO:0043531; GO:0005524; GO:0016887; GO:0015607; GO:0019899; GO:0042802; GO:0005324; GO:0042803; GO:0006635; GO:0030497; GO:0055089; GO:0042758; GO:0015910; GO:0043217; GO:1900016; GO:1903427; GO:1990535; GO:0007031; GO:0032000; GO:2001280; GO:1900407; GO:0031998; GO:0051900; GO:0002082; GO:0055092; GO:0042760; GO:0000038; GO:0036113				ENSRNOG00000056524	ENSRNOT00000084088	ENSRNOP00000070359		10116.ENSRNOP00000025863	rno:363516	Abcd1
